"PID","HHID","h6q23_1","h6q23","wgt_X"
"P21101-013","H21101-04-01",13,2,2204.83032226563
"P21101-013","H21101-04-01",8,2,2204.83032226563
"P21108-015","H21108-04-01",1,2,2204.83032226563
"P21108-015","H21108-04-01",17,2,2204.83032226563
"P21108-015","H21108-04-01",13,2,2204.83032226563
"P21108-015","H21108-04-01",2,1,2204.83032226563
"P21108-015","H21108-04-01",11,2,2204.83032226563
"P21108-015","H21108-04-01",14,2,2204.83032226563
"P21108-015","H21108-04-01",16,2,2204.83032226563
"P21108-015","H21108-04-01",7,2,2204.83032226563
"P21108-015","H21108-04-01",15,2,2204.83032226563
"P21108-015","H21108-04-01",18,2,2204.83032226563
"P21108-015","H21108-04-01",99,2,2204.83032226563
"P21108-015","H21108-04-01",12,2,2204.83032226563
"P21108-015","H21108-04-01",8,1,2204.83032226563
"P21108-015","H21108-04-01",6,2,2204.83032226563
"P21108-015","H21108-04-01",19,2,2204.83032226563
"P21407-009","H21407-04-01",13,2,1887.58166503906
"P21407-009","H21407-04-01",6,2,1887.58166503906
"P21407-009","H21407-04-01",99,2,1887.58166503906
"P21407-009","H21407-04-01",2,2,1887.58166503906
"P21407-009","H21407-04-01",11,2,1887.58166503906
"P21407-009","H21407-04-01",8,2,1887.58166503906
"P21407-009","H21407-04-01",7,2,1887.58166503906
"P21407-009","H21407-04-01",1,1,1887.58166503906
"P21407-009","H21407-04-01",14,2,1887.58166503906
"P21407-009","H21407-04-01",18,2,1887.58166503906
"P21407-009","H21407-04-01",19,2,1887.58166503906
"P21407-009","H21407-04-01",16,2,1887.58166503906
"P21407-009","H21407-04-01",15,2,1887.58166503906
"P21407-009","H21407-04-01",17,2,1887.58166503906
"P21407-009","H21407-04-01",12,2,1887.58166503906
"P21610-012","H21610-04-01",19,2,1887.58166503906
"P21610-012","H21610-04-01",6,2,1887.58166503906
"P21610-012","H21610-04-01",1,2,1887.58166503906
"P21610-012","H21610-04-01",17,2,1887.58166503906
"P21610-012","H21610-04-01",7,2,1887.58166503906
"P21610-012","H21610-04-01",13,1,1887.58166503906
"P21610-012","H21610-04-01",8,2,1887.58166503906
"P21610-012","H21610-04-01",16,2,1887.58166503906
"P21610-012","H21610-04-01",99,2,1887.58166503906
"P21610-012","H21610-04-01",2,2,1887.58166503906
"P21610-012","H21610-04-01",15,2,1887.58166503906
"P21610-012","H21610-04-01",12,2,1887.58166503906
"P21610-012","H21610-04-01",11,2,1887.58166503906
"P21610-012","H21610-04-01",14,2,1887.58166503906
"P21610-012","H21610-04-01",18,2,1887.58166503906
"P21612-011","H21612-04-02",15,2,943.790832519531
"P21612-011","H21612-04-02",16,2,943.790832519531
"P21612-011","H21612-04-02",12,2,943.790832519531
"P21612-011","H21612-04-02",6,2,943.790832519531
"P21612-011","H21612-04-02",13,2,943.790832519531
"P21612-011","H21612-04-02",2,1,943.790832519531
"P21612-011","H21612-04-02",11,2,943.790832519531
"P21612-011","H21612-04-02",1,2,943.790832519531
"P21612-011","H21612-04-02",19,2,943.790832519531
"P21612-011","H21612-04-02",99,2,943.790832519531
"P21612-011","H21612-04-02",18,2,943.790832519531
"P21612-011","H21612-04-02",7,2,943.790832519531
"P21612-011","H21612-04-02",14,2,943.790832519531
"P21612-011","H21612-04-02",8,2,943.790832519531
"P21612-011","H21612-04-02",17,2,943.790832519531
"P21704-009","H21704-04-01",12,2,1887.58166503906
"P21704-009","H21704-04-01",7,2,1887.58166503906
"P21704-009","H21704-04-01",17,2,1887.58166503906
"P21704-009","H21704-04-01",2,1,1887.58166503906
"P21704-009","H21704-04-01",15,2,1887.58166503906
"P21704-009","H21704-04-01",1,2,1887.58166503906
"P21704-009","H21704-04-01",14,2,1887.58166503906
"P21704-009","H21704-04-01",16,2,1887.58166503906
"P21704-009","H21704-04-01",99,2,1887.58166503906
"P21704-009","H21704-04-01",18,2,1887.58166503906
"P21704-009","H21704-04-01",8,2,1887.58166503906
"P21704-009","H21704-04-01",19,2,1887.58166503906
"P21704-009","H21704-04-01",13,2,1887.58166503906
"P21704-009","H21704-04-01",6,2,1887.58166503906
"P21704-009","H21704-04-01",11,2,1887.58166503906
"P21709-010","H21709-04-01",99,2,1887.58166503906
"P21709-010","H21709-04-01",13,2,1887.58166503906
"P21709-010","H21709-04-01",14,2,1887.58166503906
"P21709-010","H21709-04-01",2,1,1887.58166503906
"P21709-010","H21709-04-01",12,2,1887.58166503906
"P21709-010","H21709-04-01",16,2,1887.58166503906
"P21709-010","H21709-04-01",8,2,1887.58166503906
"P21709-010","H21709-04-01",11,2,1887.58166503906
"P21709-010","H21709-04-01",17,2,1887.58166503906
"P21709-010","H21709-04-01",19,2,1887.58166503906
"P21709-010","H21709-04-01",7,2,1887.58166503906
"P21709-010","H21709-04-01",15,2,1887.58166503906
"P21709-010","H21709-04-01",6,2,1887.58166503906
"P21709-010","H21709-04-01",1,2,1887.58166503906
"P21709-010","H21709-04-01",18,2,1887.58166503906
"P22004-039","H22004-04-01",12,2,551.207580566406
"P22004-039","H22004-04-01",99,2,551.207580566406
"P22004-039","H22004-04-01",6,2,551.207580566406
"P22004-039","H22004-04-01",13,2,551.207580566406
"P22004-039","H22004-04-01",14,2,551.207580566406
"P22004-039","H22004-04-01",11,2,551.207580566406
"P22004-039","H22004-04-01",16,2,551.207580566406
"P22004-039","H22004-04-01",17,2,551.207580566406
"P22004-039","H22004-04-01",1,2,551.207580566406
"P22004-039","H22004-04-01",18,2,551.207580566406
"P22004-039","H22004-04-01",15,2,551.207580566406
"P22004-039","H22004-04-01",7,2,551.207580566406
"P22004-039","H22004-04-01",8,1,551.207580566406
"P22004-039","H22004-04-01",2,2,551.207580566406
"P22004-039","H22004-04-01",19,2,551.207580566406
"P22110-058","H22110-04-01",2,1,367.471740722656
"P22110-058","H22110-04-01",14,2,367.471740722656
"P22110-058","H22110-04-01",11,2,367.471740722656
"P22110-058","H22110-04-01",12,2,367.471740722656
"P22110-058","H22110-04-01",19,2,367.471740722656
"P22110-058","H22110-04-01",1,2,367.471740722656
"P22110-058","H22110-04-01",7,2,367.471740722656
"P22110-058","H22110-04-01",6,2,367.471740722656
"P22110-058","H22110-04-01",15,2,367.471740722656
"P22110-058","H22110-04-01",17,2,367.471740722656
"P22110-058","H22110-04-01",16,2,367.471740722656
"P22110-058","H22110-04-01",13,2,367.471740722656
"P22110-058","H22110-04-01",18,2,367.471740722656
"P22110-058","H22110-04-01",8,2,367.471740722656
"P22110-058","H22110-04-01",99,2,367.471740722656
"P22301-009","H22301-04-01",17,2,2204.83032226563
"P22301-009","H22301-04-01",2,2,2204.83032226563
"P22301-009","H22301-04-01",13,2,2204.83032226563
"P22301-009","H22301-04-01",6,2,2204.83032226563
"P22301-009","H22301-04-01",8,2,2204.83032226563
"P22301-009","H22301-04-01",19,2,2204.83032226563
"P22301-009","H22301-04-01",7,2,2204.83032226563
"P22301-009","H22301-04-01",15,1,2204.83032226563
"P22301-009","H22301-04-01",12,2,2204.83032226563
"P22301-009","H22301-04-01",1,2,2204.83032226563
"P22301-009","H22301-04-01",14,2,2204.83032226563
"P22301-009","H22301-04-01",16,2,2204.83032226563
"P22301-009","H22301-04-01",99,2,2204.83032226563
"P22301-009","H22301-04-01",18,2,2204.83032226563
"P22301-009","H22301-04-01",11,2,2204.83032226563
"P22305-008","H22305-04-01",7,2,2204.83032226563
"P22305-008","H22305-04-01",15,1,2204.83032226563
"P22305-008","H22305-04-01",17,2,2204.83032226563
"P22305-008","H22305-04-01",12,2,2204.83032226563
"P22305-008","H22305-04-01",2,2,2204.83032226563
"P22305-008","H22305-04-01",99,2,2204.83032226563
"P22305-008","H22305-04-01",16,1,2204.83032226563
"P22305-008","H22305-04-01",6,2,2204.83032226563
"P22305-008","H22305-04-01",1,2,2204.83032226563
"P22305-008","H22305-04-01",11,2,2204.83032226563
"P22305-008","H22305-04-01",19,2,2204.83032226563
"P22305-008","H22305-04-01",8,1,2204.83032226563
"P22305-008","H22305-04-01",14,2,2204.83032226563
"P22305-008","H22305-04-01",18,2,2204.83032226563
"P22305-008","H22305-04-01",13,2,2204.83032226563
"P22308-008","H22308-04-01",2,1,2204.83032226563
"P22308-008","H22308-04-01",11,2,2204.83032226563
"P22308-008","H22308-04-01",18,2,2204.83032226563
"P22308-008","H22308-04-01",8,1,2204.83032226563
"P22308-008","H22308-04-01",19,2,2204.83032226563
"P22308-008","H22308-04-01",15,2,2204.83032226563
"P22308-008","H22308-04-01",14,2,2204.83032226563
"P22308-008","H22308-04-01",13,2,2204.83032226563
"P22308-008","H22308-04-01",12,2,2204.83032226563
"P22308-008","H22308-04-01",99,2,2204.83032226563
"P22308-008","H22308-04-01",6,2,2204.83032226563
"P22308-008","H22308-04-01",1,2,2204.83032226563
"P22308-008","H22308-04-01",17,2,2204.83032226563
"P22308-008","H22308-04-01",16,2,2204.83032226563
"P22308-008","H22308-04-01",7,2,2204.83032226563
"P22401-014","H22401-04-01",14,1,1102.41516113281
"P22401-014","H22401-04-01",11,2,1102.41516113281
"P22401-014","H22401-04-01",15,2,1102.41516113281
"P22401-014","H22401-04-01",6,2,1102.41516113281
"P22401-014","H22401-04-01",18,2,1102.41516113281
"P22401-014","H22401-04-01",2,1,1102.41516113281
"P22401-014","H22401-04-01",19,2,1102.41516113281
"P22401-014","H22401-04-01",1,2,1102.41516113281
"P22401-014","H22401-04-01",12,2,1102.41516113281
"P22401-014","H22401-04-01",99,2,1102.41516113281
"P22401-014","H22401-04-01",16,2,1102.41516113281
"P22401-014","H22401-04-01",8,1,1102.41516113281
"P22401-014","H22401-04-01",13,2,1102.41516113281
"P22401-014","H22401-04-01",17,2,1102.41516113281
"P22401-014","H22401-04-01",7,2,1102.41516113281
"P22503-015","H22503-04-01",19,2,1102.41516113281
"P22503-015","H22503-04-01",16,2,1102.41516113281
"P22503-015","H22503-04-01",99,2,1102.41516113281
"P22503-015","H22503-04-01",13,2,1102.41516113281
"P22503-015","H22503-04-01",7,2,1102.41516113281
"P22503-015","H22503-04-01",6,2,1102.41516113281
"P22503-015","H22503-04-01",1,2,1102.41516113281
"P22503-015","H22503-04-01",14,2,1102.41516113281
"P22503-015","H22503-04-01",12,2,1102.41516113281
"P22503-015","H22503-04-01",15,2,1102.41516113281
"P22503-015","H22503-04-01",11,2,1102.41516113281
"P22503-015","H22503-04-01",17,2,1102.41516113281
"P22503-015","H22503-04-01",2,2,1102.41516113281
"P22503-015","H22503-04-01",8,1,1102.41516113281
"P22503-015","H22503-04-01",18,2,1102.41516113281
"P22506-008","H22506-04-01",1,2,2204.83032226563
"P22506-008","H22506-04-01",7,2,2204.83032226563
"P22506-008","H22506-04-01",14,1,2204.83032226563
"P22506-008","H22506-04-01",17,2,2204.83032226563
"P22506-008","H22506-04-01",16,2,2204.83032226563
"P22506-008","H22506-04-01",8,1,2204.83032226563
"P22506-008","H22506-04-01",15,2,2204.83032226563
"P22506-008","H22506-04-01",99,2,2204.83032226563
"P22506-008","H22506-04-01",19,2,2204.83032226563
"P22506-008","H22506-04-01",11,2,2204.83032226563
"P22506-008","H22506-04-01",6,2,2204.83032226563
"P22506-008","H22506-04-01",12,2,2204.83032226563
"P22506-008","H22506-04-01",18,2,2204.83032226563
"P22506-008","H22506-04-01",13,2,2204.83032226563
"P22506-008","H22506-04-01",2,2,2204.83032226563
"P23104-008","H23104-04-01",13,2,1102.41516113281
"P23104-008","H23104-04-01",12,2,1102.41516113281
"P23104-008","H23104-04-01",1,2,1102.41516113281
"P23104-008","H23104-04-01",18,2,1102.41516113281
"P23104-008","H23104-04-01",99,2,1102.41516113281
"P23104-008","H23104-04-01",17,2,1102.41516113281
"P23104-008","H23104-04-01",6,2,1102.41516113281
"P23104-008","H23104-04-01",16,1,1102.41516113281
"P23104-008","H23104-04-01",2,2,1102.41516113281
"P23104-008","H23104-04-01",14,2,1102.41516113281
"P23104-008","H23104-04-01",7,2,1102.41516113281
"P23104-008","H23104-04-01",11,2,1102.41516113281
"P23104-008","H23104-04-01",8,2,1102.41516113281
"P23104-008","H23104-04-01",15,2,1102.41516113281
"P23104-008","H23104-04-01",19,2,1102.41516113281
"P23110-007","H23110-04-01",1,2,2204.83032226563
"P23110-007","H23110-04-01",2,2,2204.83032226563
"P23110-007","H23110-04-01",11,2,2204.83032226563
"P23110-007","H23110-04-01",7,2,2204.83032226563
"P23110-007","H23110-04-01",18,2,2204.83032226563
"P23110-007","H23110-04-01",8,1,2204.83032226563
"P23110-007","H23110-04-01",6,2,2204.83032226563
"P23110-007","H23110-04-01",17,2,2204.83032226563
"P23110-007","H23110-04-01",15,2,2204.83032226563
"P23110-007","H23110-04-01",14,2,2204.83032226563
"P23110-007","H23110-04-01",19,1,2204.83032226563
"P23110-007","H23110-04-01",12,2,2204.83032226563
"P23110-007","H23110-04-01",13,2,2204.83032226563
"P23110-007","H23110-04-01",16,2,2204.83032226563
"P23110-007","H23110-04-01",99,2,2204.83032226563
"P23307-013","H23307-04-01",16,2,1887.58166503906
"P23307-013","H23307-04-01",12,2,1887.58166503906
"P23307-013","H23307-04-01",14,2,1887.58166503906
"P23307-013","H23307-04-01",18,2,1887.58166503906
"P23307-013","H23307-04-01",19,2,1887.58166503906
"P23307-013","H23307-04-01",2,1,1887.58166503906
"P23307-013","H23307-04-01",17,2,1887.58166503906
"P23307-013","H23307-04-01",15,2,1887.58166503906
"P23307-013","H23307-04-01",6,2,1887.58166503906
"P23307-013","H23307-04-01",13,2,1887.58166503906
"P23307-013","H23307-04-01",1,2,1887.58166503906
"P23307-013","H23307-04-01",11,2,1887.58166503906
"P23307-013","H23307-04-01",8,2,1887.58166503906
"P23307-013","H23307-04-01",99,2,1887.58166503906
"P23307-013","H23307-04-01",7,2,1887.58166503906
"P23312-009","H23312-04-01",2,1,1887.58166503906
"P23312-009","H23312-04-01",15,2,1887.58166503906
"P23312-009","H23312-04-01",18,2,1887.58166503906
"P23312-009","H23312-04-01",19,2,1887.58166503906
"P23312-009","H23312-04-01",99,2,1887.58166503906
"P23312-009","H23312-04-01",17,2,1887.58166503906
"P23312-009","H23312-04-01",16,2,1887.58166503906
"P23312-009","H23312-04-01",11,2,1887.58166503906
"P23312-009","H23312-04-01",8,2,1887.58166503906
"P23312-009","H23312-04-01",1,2,1887.58166503906
"P23312-009","H23312-04-01",13,2,1887.58166503906
"P23312-009","H23312-04-01",7,2,1887.58166503906
"P23312-009","H23312-04-01",12,2,1887.58166503906
"P23312-009","H23312-04-01",6,2,1887.58166503906
"P23312-009","H23312-04-01",14,2,1887.58166503906
"P23402-011","H23402-04-01",15,2,1887.58166503906
"P23402-011","H23402-04-01",1,2,1887.58166503906
"P23402-011","H23402-04-01",13,2,1887.58166503906
"P23402-011","H23402-04-01",8,2,1887.58166503906
"P23402-010","H23402-04-01",15,2,1887.58166503906
"P23402-010","H23402-04-01",13,2,1887.58166503906
"P23402-011","H23402-04-01",19,2,1887.58166503906
"P23402-010","H23402-04-01",7,2,1887.58166503906
"P23402-011","H23402-04-01",99,2,1887.58166503906
"P23402-011","H23402-04-01",2,1,1887.58166503906
"P23402-010","H23402-04-01",2,1,1887.58166503906
"P23402-011","H23402-04-01",7,2,1887.58166503906
"P23402-010","H23402-04-01",16,2,1887.58166503906
"P23402-010","H23402-04-01",14,2,1887.58166503906
"P23402-010","H23402-04-01",8,2,1887.58166503906
"P23402-010","H23402-04-01",6,2,1887.58166503906
"P23402-010","H23402-04-01",12,2,1887.58166503906
"P23402-011","H23402-04-01",17,2,1887.58166503906
"P23402-011","H23402-04-01",14,2,1887.58166503906
"P23402-011","H23402-04-01",18,2,1887.58166503906
"P23402-010","H23402-04-01",99,2,1887.58166503906
"P23402-011","H23402-04-01",11,2,1887.58166503906
"P23402-011","H23402-04-01",12,2,1887.58166503906
"P23402-011","H23402-04-01",16,2,1887.58166503906
"P23402-010","H23402-04-01",11,2,1887.58166503906
"P23402-010","H23402-04-01",17,2,1887.58166503906
"P23402-010","H23402-04-01",19,2,1887.58166503906
"P23402-010","H23402-04-01",1,2,1887.58166503906
"P23402-011","H23402-04-01",6,2,1887.58166503906
"P23402-010","H23402-04-01",18,2,1887.58166503906
"P23404-014","H23404-04-01",13,2,943.790832519531
"P23404-014","H23404-04-01",14,2,943.790832519531
"P23404-014","H23404-04-01",12,2,943.790832519531
"P23404-014","H23404-04-01",18,2,943.790832519531
"P23404-014","H23404-04-01",6,2,943.790832519531
"P23404-014","H23404-04-01",8,2,943.790832519531
"P23404-014","H23404-04-01",15,2,943.790832519531
"P23404-014","H23404-04-01",1,2,943.790832519531
"P23404-014","H23404-04-01",16,2,943.790832519531
"P23404-014","H23404-04-01",99,2,943.790832519531
"P23404-014","H23404-04-01",17,2,943.790832519531
"P23404-014","H23404-04-01",19,2,943.790832519531
"P23404-014","H23404-04-01",7,2,943.790832519531
"P23404-014","H23404-04-01",2,1,943.790832519531
"P23404-014","H23404-04-01",11,2,943.790832519531
"P23503-024","H23503-04-02",99,2,616.130615234375
"P23503-024","H23503-04-02",14,2,616.130615234375
"P23503-024","H23503-04-02",16,2,616.130615234375
"P23503-024","H23503-04-02",2,1,616.130615234375
"P23503-024","H23503-04-02",13,2,616.130615234375
"P23503-024","H23503-04-02",18,2,616.130615234375
"P23503-024","H23503-04-02",15,2,616.130615234375
"P23503-024","H23503-04-02",17,2,616.130615234375
"P23503-024","H23503-04-02",6,2,616.130615234375
"P23503-024","H23503-04-02",8,2,616.130615234375
"P23503-024","H23503-04-02",19,2,616.130615234375
"P23503-024","H23503-04-02",7,2,616.130615234375
"P23503-024","H23503-04-02",1,2,616.130615234375
"P23503-024","H23503-04-02",11,2,616.130615234375
"P23503-024","H23503-04-02",12,2,616.130615234375
"P23506-016","H23506-04-02",1,2,1232.26123046875
"P23506-016","H23506-04-02",12,2,1232.26123046875
"P23506-016","H23506-04-02",7,2,1232.26123046875
"P23506-016","H23506-04-02",19,2,1232.26123046875
"P23506-016","H23506-04-02",13,2,1232.26123046875
"P23506-016","H23506-04-02",15,2,1232.26123046875
"P23506-016","H23506-04-02",99,2,1232.26123046875
"P23506-016","H23506-04-02",18,2,1232.26123046875
"P23506-016","H23506-04-02",6,2,1232.26123046875
"P23506-016","H23506-04-02",2,1,1232.26123046875
"P23506-016","H23506-04-02",8,1,1232.26123046875
"P23506-016","H23506-04-02",17,2,1232.26123046875
"P23506-016","H23506-04-02",14,2,1232.26123046875
"P23506-016","H23506-04-02",11,2,1232.26123046875
"P23506-016","H23506-04-02",16,2,1232.26123046875
"P23509-026","H23509-04-01",13,2,821.507507324219
"P23509-026","H23509-04-01",14,2,821.507507324219
"P23509-026","H23509-04-01",1,2,821.507507324219
"P23509-026","H23509-04-01",18,2,821.507507324219
"P23509-026","H23509-04-01",16,2,821.507507324219
"P23509-026","H23509-04-01",8,1,821.507507324219
"P23509-026","H23509-04-01",6,2,821.507507324219
"P23509-026","H23509-04-01",11,2,821.507507324219
"P23509-026","H23509-04-01",2,2,821.507507324219
"P23509-026","H23509-04-01",15,2,821.507507324219
"P23509-026","H23509-04-01",19,2,821.507507324219
"P23509-026","H23509-04-01",12,2,821.507507324219
"P23509-026","H23509-04-01",17,2,821.507507324219
"P23509-026","H23509-04-01",7,2,821.507507324219
"P23509-026","H23509-04-01",99,2,821.507507324219
"P23707-007","H23707-04-01",15,2,2464.5224609375
"P23707-007","H23707-04-01",12,2,2464.5224609375
"P23707-007","H23707-04-01",17,2,2464.5224609375
"P23707-007","H23707-04-01",99,2,2464.5224609375
"P23707-007","H23707-04-01",8,2,2464.5224609375
"P23707-007","H23707-04-01",13,2,2464.5224609375
"P23707-007","H23707-04-01",14,2,2464.5224609375
"P23707-007","H23707-04-01",18,2,2464.5224609375
"P23707-007","H23707-04-01",6,2,2464.5224609375
"P23707-007","H23707-04-01",1,2,2464.5224609375
"P23707-007","H23707-04-01",2,1,2464.5224609375
"P23707-007","H23707-04-01",16,2,2464.5224609375
"P23707-007","H23707-04-01",11,2,2464.5224609375
"P23707-007","H23707-04-01",19,2,2464.5224609375
"P23707-007","H23707-04-01",7,2,2464.5224609375
"P23708-024","H23708-04-03",17,2,821.507446289063
"P23708-024","H23708-04-03",1,2,821.507446289063
"P23708-024","H23708-04-03",2,2,821.507446289063
"P23708-024","H23708-04-03",11,2,821.507446289063
"P23708-024","H23708-04-03",6,2,821.507446289063
"P23708-024","H23708-04-03",18,2,821.507446289063
"P23708-024","H23708-04-03",8,1,821.507446289063
"P23708-024","H23708-04-03",12,2,821.507446289063
"P23708-024","H23708-04-03",13,2,821.507446289063
"P23708-024","H23708-04-03",15,2,821.507446289063
"P23708-024","H23708-04-03",14,2,821.507446289063
"P23708-024","H23708-04-03",7,2,821.507446289063
"P23708-024","H23708-04-03",99,2,821.507446289063
"P23708-024","H23708-04-03",16,2,821.507446289063
"P23708-024","H23708-04-03",19,2,821.507446289063
"P24207-007","H24207-04-01",99,2,2464.5224609375
"P24207-007","H24207-04-01",18,2,2464.5224609375
"P24207-007","H24207-04-01",17,2,2464.5224609375
"P24207-007","H24207-04-01",7,2,2464.5224609375
"P24207-007","H24207-04-01",6,2,2464.5224609375
"P24207-007","H24207-04-01",16,2,2464.5224609375
"P24207-007","H24207-04-01",13,2,2464.5224609375
"P24207-007","H24207-04-01",8,1,2464.5224609375
"P24207-007","H24207-04-01",15,2,2464.5224609375
"P24207-007","H24207-04-01",12,2,2464.5224609375
"P24207-007","H24207-04-01",11,2,2464.5224609375
"P24207-007","H24207-04-01",19,2,2464.5224609375
"P24207-007","H24207-04-01",2,1,2464.5224609375
"P24207-007","H24207-04-01",14,2,2464.5224609375
"P24207-007","H24207-04-01",1,2,2464.5224609375
"P24411-007","H24411-04-01",1,2,2464.5224609375
"P24411-007","H24411-04-01",2,2,2464.5224609375
"P24411-007","H24411-04-01",14,2,2464.5224609375
"P24411-007","H24411-04-01",8,1,2464.5224609375
"P24411-007","H24411-04-01",6,2,2464.5224609375
"P24411-007","H24411-04-01",19,2,2464.5224609375
"P24411-007","H24411-04-01",11,2,2464.5224609375
"P24411-007","H24411-04-01",16,2,2464.5224609375
"P24411-007","H24411-04-01",7,2,2464.5224609375
"P24411-007","H24411-04-01",18,2,2464.5224609375
"P24411-007","H24411-04-01",99,2,2464.5224609375
"P24411-007","H24411-04-01",12,2,2464.5224609375
"P24411-007","H24411-04-01",13,2,2464.5224609375
"P24411-007","H24411-04-01",17,2,2464.5224609375
"P24411-007","H24411-04-01",15,2,2464.5224609375
"P24511-018","H24511-04-01",15,2,1887.58166503906
"P24511-018","H24511-04-01",18,2,1887.58166503906
"P24511-018","H24511-04-01",2,1,1887.58166503906
"P24511-018","H24511-04-01",12,2,1887.58166503906
"P24511-018","H24511-04-01",17,2,1887.58166503906
"P24511-018","H24511-04-01",14,2,1887.58166503906
"P24511-018","H24511-04-01",8,2,1887.58166503906
"P24511-018","H24511-04-01",19,2,1887.58166503906
"P24511-018","H24511-04-01",99,2,1887.58166503906
"P24511-018","H24511-04-01",1,2,1887.58166503906
"P24511-018","H24511-04-01",6,2,1887.58166503906
"P24511-018","H24511-04-01",16,1,1887.58166503906
"P24511-018","H24511-04-01",11,2,1887.58166503906
"P24511-018","H24511-04-01",13,2,1887.58166503906
"P24511-018","H24511-04-01",7,2,1887.58166503906
"P25208-009","H25208-04-01",99,2,3443.49438476563
"P25208-009","H25208-04-01",15,2,3443.49438476563
"P25208-009","H25208-04-01",8,2,3443.49438476563
"P25208-009","H25208-04-01",11,2,3443.49438476563
"P25208-009","H25208-04-01",16,2,3443.49438476563
"P25208-009","H25208-04-01",13,2,3443.49438476563
"P25208-009","H25208-04-01",18,2,3443.49438476563
"P25208-009","H25208-04-01",19,2,3443.49438476563
"P25208-009","H25208-04-01",17,2,3443.49438476563
"P25208-009","H25208-04-01",2,1,3443.49438476563
"P25208-009","H25208-04-01",14,2,3443.49438476563
"P25208-009","H25208-04-01",7,2,3443.49438476563
"P25208-009","H25208-04-01",6,2,3443.49438476563
"P25208-009","H25208-04-01",1,2,3443.49438476563
"P25208-009","H25208-04-01",12,2,3443.49438476563
"P25406-005","H25406-04-01",1,2,2437.248046875
"P25406-005","H25406-04-01",7,2,2437.248046875
"P25406-005","H25406-04-01",15,2,2437.248046875
"P25406-005","H25406-04-01",16,2,2437.248046875
"P25406-005","H25406-04-01",13,2,2437.248046875
"P25406-005","H25406-04-01",6,2,2437.248046875
"P25406-005","H25406-04-01",17,2,2437.248046875
"P25406-005","H25406-04-01",2,2,2437.248046875
"P25406-005","H25406-04-01",99,2,2437.248046875
"P25406-005","H25406-04-01",14,2,2437.248046875
"P25406-005","H25406-04-01",11,2,2437.248046875
"P25406-005","H25406-04-01",18,2,2437.248046875
"P25406-005","H25406-04-01",19,2,2437.248046875
"P25406-005","H25406-04-01",8,2,2437.248046875
"P25406-005","H25406-04-01",12,2,2437.248046875
"P25408-015","H25408-04-01",1,2,1218.6240234375
"P25408-015","H25408-04-01",8,2,1218.6240234375
"P25408-015","H25408-04-01",15,2,1218.6240234375
"P25408-015","H25408-04-01",17,2,1218.6240234375
"P25408-015","H25408-04-01",19,2,1218.6240234375
"P25408-015","H25408-04-01",7,2,1218.6240234375
"P25408-015","H25408-04-01",12,2,1218.6240234375
"P25408-015","H25408-04-01",16,1,1218.6240234375
"P25408-015","H25408-04-01",11,2,1218.6240234375
"P25408-015","H25408-04-01",6,2,1218.6240234375
"P25408-015","H25408-04-01",14,2,1218.6240234375
"P25408-015","H25408-04-01",13,2,1218.6240234375
"P25408-015","H25408-04-01",2,2,1218.6240234375
"P25408-015","H25408-04-01",99,2,1218.6240234375
"P25408-015","H25408-04-01",18,2,1218.6240234375
"P25409-014","H25409-04-03",99,2,812.415954589844
"P25409-014","H25409-04-03",7,1,812.415954589844
"P25409-014","H25409-04-03",16,2,812.415954589844
"P25409-014","H25409-04-03",2,2,812.415954589844
"P25409-014","H25409-04-03",13,2,812.415954589844
"P25409-014","H25409-04-03",19,2,812.415954589844
"P25409-014","H25409-04-03",11,2,812.415954589844
"P25409-014","H25409-04-03",14,2,812.415954589844
"P25409-014","H25409-04-03",15,2,812.415954589844
"P25409-014","H25409-04-03",12,2,812.415954589844
"P25409-014","H25409-04-03",18,2,812.415954589844
"P25409-014","H25409-04-03",1,2,812.415954589844
"P25409-014","H25409-04-03",6,1,812.415954589844
"P25409-014","H25409-04-03",17,2,812.415954589844
"P25409-014","H25409-04-03",8,2,812.415954589844
"P26009-026","H26009-04-05",2,1,573.915710449219
"P26009-026","H26009-04-05",13,2,573.915710449219
"P26009-026","H26009-04-05",18,2,573.915710449219
"P26009-026","H26009-04-05",99,2,573.915710449219
"P26009-026","H26009-04-05",17,2,573.915710449219
"P26009-026","H26009-04-05",16,2,573.915710449219
"P26009-026","H26009-04-05",7,2,573.915710449219
"P26009-026","H26009-04-05",1,2,573.915710449219
"P26009-026","H26009-04-05",15,2,573.915710449219
"P26009-026","H26009-04-05",12,2,573.915710449219
"P26009-026","H26009-04-05",14,2,573.915710449219
"P26009-026","H26009-04-05",19,2,573.915710449219
"P26009-026","H26009-04-05",8,2,573.915710449219
"P26009-026","H26009-04-05",11,2,573.915710449219
"P26009-026","H26009-04-05",6,2,573.915710449219
"P26106-010","H26106-04-02",2,2,1721.74743652344
"P26106-010","H26106-04-02",99,2,1721.74743652344
"P26106-010","H26106-04-02",13,2,1721.74743652344
"P26106-010","H26106-04-02",8,2,1721.74743652344
"P26106-010","H26106-04-02",18,2,1721.74743652344
"P26106-010","H26106-04-02",1,2,1721.74743652344
"P26106-010","H26106-04-02",16,2,1721.74743652344
"P26106-010","H26106-04-02",17,2,1721.74743652344
"P26106-010","H26106-04-02",14,2,1721.74743652344
"P26106-010","H26106-04-02",19,2,1721.74743652344
"P26106-010","H26106-04-02",7,2,1721.74743652344
