"HHID","PID","h6q18","h6q18_1","wgt_X"
"H23606-04-01","P23606-009",2,,2464.5224609375
"H23606-04-01","P23606-006",9,,2464.5224609375
"H23606-04-01","P23606-006",2,,2464.5224609375
"H23606-04-01","P23606-006",1,,2464.5224609375
"H23606-04-01","P23606-009",9,,2464.5224609375
"H23606-04-01","P23606-008",2,,2464.5224609375
"H23606-04-01","P23606-009",8,,2464.5224609375
"H23606-04-01","P23606-008",10,,2464.5224609375
"H23606-04-01","P23606-008",8,,2464.5224609375
"H23606-04-01","P23606-009",10,,2464.5224609375
"H23606-04-01","P23606-008",9,,2464.5224609375
"H23606-04-01","P23606-008",1,,2464.5224609375
"H23606-04-01","P23606-009",1,,2464.5224609375
"H23607-04-01","P23607-017",8,,492.904541015625
"H23607-04-01","P23607-030",3,,492.904541015625
"H23607-04-01","P23607-030",10,,492.904541015625
"H23607-04-01","P23607-030",9,,492.904541015625
"H23607-04-01","P23607-030",1,,492.904541015625
"H23607-04-01","P23607-017",10,,492.904541015625
"H23607-04-01","P23607-017",2,,492.904541015625
"H23607-04-01","P23607-030",2,,492.904541015625
"H23607-04-01","P23607-017",9,,492.904541015625
"H23607-04-01","P23607-030",8,,492.904541015625
"H23607-04-01","P23607-017",3,,492.904541015625
"H23607-04-01","P23607-017",1,,492.904541015625
"H23607-04-03","P23607-002",2,,492.904541015625
"H23607-04-03","P23607-002",1,,492.904541015625
"H23607-04-03","P23607-002",8,,492.904541015625
"H23607-04-03","P23607-002",9,,492.904541015625
"H23607-04-03","P23607-002",10,,492.904541015625
"H23607-04-04","P23607-034",9,,492.904541015625
"H23607-04-04","P23607-034",1,,492.904541015625
"H23607-04-04","P23607-034",2,,492.904541015625
"H23607-04-04","P23607-028",2,,492.904541015625
"H23607-04-04","P23607-034",10,,492.904541015625
"H23607-04-04","P23607-028",8,,492.904541015625
"H23607-04-04","P23607-028",10,,492.904541015625
"H23607-04-04","P23607-028",9,,492.904541015625
"H23607-04-04","P23607-034",8,,492.904541015625
"H23607-04-04","P23607-028",1,,492.904541015625
"H23701-04-02","P23701-009",8,,1232.26123046875
"H23701-04-02","P23701-009",1,,1232.26123046875
"H23701-04-02","P23701-009",9,,1232.26123046875
"H23701-04-02","P23701-009",2,,1232.26123046875
"H23701-04-02","P23701-009",10,,1232.26123046875
"H23703-04-01","P23703-005",1,,2464.5224609375
"H23703-04-01","P23703-005",8,,2464.5224609375
"H23703-04-01","P23703-005",2,,2464.5224609375
"H23703-04-01","P23703-005",10,,2464.5224609375
"H23703-04-01","P23703-005",9,,2464.5224609375
"H23707-04-01","P23707-007",10,,2464.5224609375
"H23707-04-01","P23707-007",2,,2464.5224609375
"H23707-04-01","P23707-007",9,,2464.5224609375
"H23707-04-01","P23707-007",8,,2464.5224609375
"H23707-04-01","P23707-007",1,,2464.5224609375
"H23708-04-01","P23708-020",8,,821.507446289063
"H23708-04-01","P23708-020",2,,821.507446289063
"H23708-04-01","P23708-020",9,,821.507446289063
"H23708-04-01","P23708-020",1,,821.507446289063
"H23708-04-01","P23708-020",10,,821.507446289063
"H23708-04-03","P23708-013",10,,821.507446289063
"H23708-04-03","P23708-024",9,,821.507446289063
"H23708-04-03","P23708-024",1,,821.507446289063
"H23708-04-03","P23708-013",2,,821.507446289063
"H23708-04-03","P23708-024",8,,821.507446289063
"H23708-04-03","P23708-024",10,,821.507446289063
"H23708-04-03","P23708-024",2,,821.507446289063
"H23708-04-03","P23708-013",1,,821.507446289063
"H23708-04-03","P23708-013",9,,821.507446289063
"H23708-04-03","P23708-013",8,,821.507446289063
"H23804-04-01","P23804-009",1,,2464.5224609375
"H23804-04-01","P23804-009",8,,2464.5224609375
"H23804-04-01","P23804-009",10,,2464.5224609375
"H23804-04-01","P23804-009",9,,2464.5224609375
"H23804-04-01","P23804-009",2,,2464.5224609375
"H23806-04-02","P23806-017",1,,1232.26123046875
"H23806-04-02","P23806-017",2,,1232.26123046875
"H23806-04-02","P23806-017",9,,1232.26123046875
"H23806-04-02","P23806-017",8,,1232.26123046875
"H23806-04-02","P23806-017",10,,1232.26123046875
"H23811-04-01","P23811-004",2,,2464.5224609375
"H23811-04-01","P23811-004",10,,2464.5224609375
"H23811-04-01","P23811-004",8,,2464.5224609375
"H23811-04-01","P23811-004",9,,2464.5224609375
"H23811-04-01","P23811-004",1,,2464.5224609375
"H23813-04-01","P23813-012",1,,2464.5224609375
"H23813-04-01","P23813-012",2,,2464.5224609375
"H23813-04-01","P23813-012",8,,2464.5224609375
"H23813-04-01","P23813-012",9,,2464.5224609375
"H23813-04-01","P23813-012",10,,2464.5224609375
"H23902-04-01","P23902-008",8,,2464.5224609375
"H23902-04-01","P23902-008",1,,2464.5224609375
"H23902-04-01","P23902-009",1,,2464.5224609375
"H23902-04-01","P23902-008",2,,2464.5224609375
"H23902-04-01","P23902-009",8,,2464.5224609375
"H23902-04-01","P23902-008",9,,2464.5224609375
"H23902-04-01","P23902-009",2,,2464.5224609375
"H23902-04-01","P23902-008",10,,2464.5224609375
"H23902-04-01","P23902-009",9,,2464.5224609375
"H23902-04-01","P23902-009",10,,2464.5224609375
"H23905-04-01","P23905-014",2,,1232.26123046875
"H23905-04-01","P23905-014",8,,1232.26123046875
"H23905-04-01","P23905-013",8,,1232.26123046875
"H23905-04-01","P23905-014",9,,1232.26123046875
"H23905-04-01","P23905-014",1,,1232.26123046875
"H23905-04-01","P23905-013",10,,1232.26123046875
"H23905-04-01","P23905-013",9,,1232.26123046875
"H23905-04-01","P23905-013",1,,1232.26123046875
"H23905-04-01","P23905-014",10,,1232.26123046875
"H23905-04-01","P23905-013",2,,1232.26123046875
"H23906-04-01","P23906-009",9,,2464.5224609375
"H23906-04-01","P23906-009",1,,2464.5224609375
"H23906-04-01","P23906-009",2,,2464.5224609375
"H23906-04-01","P23906-009",8,,2464.5224609375
"H23906-04-01","P23906-009",10,,2464.5224609375
"H23908-04-01","P23908-007",8,,2464.5224609375
"H23908-04-01","P23908-007",9,,2464.5224609375
"H23908-04-01","P23908-007",2,,2464.5224609375
"H23908-04-01","P23908-007",1,,2464.5224609375
"H23908-04-01","P23908-007",10,,2464.5224609375
"H24202-04-01","P24202-013",10,,2464.5224609375
"H24202-04-01","P24202-013",2,,2464.5224609375
"H24202-04-01","P24202-006",9,,2464.5224609375
"H24202-04-01","P24202-012",2,,2464.5224609375
"H24202-04-01","P24202-006",2,,2464.5224609375
"H24202-04-01","P24202-006",10,,2464.5224609375
"H24202-04-01","P24202-012",8,,2464.5224609375
"H24202-04-01","P24202-006",8,,2464.5224609375
"H24202-04-01","P24202-006",1,,2464.5224609375
"H24202-04-01","P24202-013",9,,2464.5224609375
"H24202-04-01","P24202-013",8,,2464.5224609375
"H24202-04-01","P24202-012",9,,2464.5224609375
"H24202-04-01","P24202-013",1,,2464.5224609375
"H24202-04-01","P24202-012",1,,2464.5224609375
"H24202-04-01","P24202-012",10,,2464.5224609375
"H24203-04-01","P24203-011",1,,1232.26123046875
"H24203-04-01","P24203-011",9,,1232.26123046875
"H24203-04-01","P24203-012",2,,1232.26123046875
"H24203-04-01","P24203-012",1,,1232.26123046875
"H24203-04-01","P24203-011",8,,1232.26123046875
"H24203-04-01","P24203-012",9,,1232.26123046875
"H24203-04-01","P24203-012",8,,1232.26123046875
"H24203-04-01","P24203-012",10,,1232.26123046875
"H24203-04-01","P24203-011",2,,1232.26123046875
"H24203-04-01","P24203-011",10,,1232.26123046875
"H24203-04-02","P24203-014",10,,1232.26123046875
"H24203-04-02","P24203-014",9,,1232.26123046875
"H24203-04-02","P24203-014",8,,1232.26123046875
"H24203-04-02","P24203-014",1,,1232.26123046875
"H24203-04-02","P24203-014",2,,1232.26123046875
"H24204-04-01","P24204-010",8,,2464.5224609375
"H24204-04-01","P24204-010",1,,2464.5224609375
"H24204-04-01","P24204-010",2,,2464.5224609375
"H24204-04-01","P24204-010",10,,2464.5224609375
"H24204-04-01","P24204-010",9,,2464.5224609375
"H24206-04-01","P24206-006",8,,2464.5224609375
"H24206-04-01","P24206-007",1,,2464.5224609375
"H24206-04-01","P24206-007",8,,2464.5224609375
"H24206-04-01","P24206-007",9,,2464.5224609375
"H24206-04-01","P24206-006",2,,2464.5224609375
"H24206-04-01","P24206-006",1,,2464.5224609375
"H24206-04-01","P24206-006",9,,2464.5224609375
"H24206-04-01","P24206-006",10,,2464.5224609375
"H24206-04-01","P24206-007",10,,2464.5224609375
"H24206-04-01","P24206-007",2,,2464.5224609375
"H24207-04-01","P24207-007",2,,2464.5224609375
"H24207-04-01","P24207-008",1,,2464.5224609375
"H24207-04-01","P24207-007",8,,2464.5224609375
"H24207-04-01","P24207-008",9,,2464.5224609375
"H24207-04-01","P24207-008",2,,2464.5224609375
"H24207-04-01","P24207-008",10,,2464.5224609375
"H24207-04-01","P24207-007",1,,2464.5224609375
"H24207-04-01","P24207-008",8,,2464.5224609375
"H24207-04-01","P24207-007",9,,2464.5224609375
"H24207-04-01","P24207-007",10,,2464.5224609375
"H24208-04-01","P24208-006",1,,2464.5224609375
"H24208-04-01","P24208-007",8,,2464.5224609375
"H24208-04-01","P24208-006",10,,2464.5224609375
"H24208-04-01","P24208-006",8,,2464.5224609375
"H24208-04-01","P24208-006",2,,2464.5224609375
"H24208-04-01","P24208-006",9,,2464.5224609375
"H24208-04-01","P24208-007",1,,2464.5224609375
"H24208-04-01","P24208-007",10,,2464.5224609375
"H24208-04-01","P24208-007",2,,2464.5224609375
"H24208-04-01","P24208-007",9,,2464.5224609375
"H24209-04-01","P24209-007",9,,1232.26123046875
"H24209-04-01","P24209-007",10,,1232.26123046875
"H24209-04-01","P24209-014",1,,1232.26123046875
"H24209-04-01","P24209-014",9,,1232.26123046875
"H24209-04-01","P24209-014",2,,1232.26123046875
"H24209-04-01","P24209-014",8,,1232.26123046875
"H24209-04-01","P24209-007",8,,1232.26123046875
"H24209-04-01","P24209-007",2,,1232.26123046875
"H24209-04-01","P24209-007",1,,1232.26123046875
"H24209-04-01","P24209-014",10,,1232.26123046875
"H24401-04-01","P24401-006",8,,821.507507324219
"H24401-04-01","P24401-006",1,,821.507507324219
"H24401-04-01","P24401-014",10,,821.507507324219
"H24401-04-01","P24401-006",9,,821.507507324219
"H24401-04-01","P24401-014",1,,821.507507324219
"H24401-04-01","P24401-006",2,,821.507507324219
"H24401-04-01","P24401-014",2,,821.507507324219
"H24401-04-01","P24401-014",8,,821.507507324219
"H24401-04-01","P24401-006",10,,821.507507324219
"H24401-04-01","P24401-014",9,,821.507507324219
"H24403-04-02","P24403-006",2,,1232.26123046875
"H24403-04-02","P24403-006",10,,1232.26123046875
"H24403-04-02","P24403-006",1,,1232.26123046875
"H24403-04-02","P24403-006",9,,1232.26123046875
"H24403-04-02","P24403-006",8,,1232.26123046875
"H24407-04-01","P24407-011",10,,2464.5224609375
"H24407-04-01","P24407-011",1,,2464.5224609375
"H24407-04-01","P24407-011",9,,2464.5224609375
"H24407-04-01","P24407-011",8,,2464.5224609375
"H24407-04-01","P24407-011",2,,2464.5224609375
"H24409-04-01","P24409-012",1,,2464.5224609375
"H24409-04-01","P24409-012",10,,2464.5224609375
"H24409-04-01","P24409-012",9,,2464.5224609375
"H24409-04-01","P24409-012",2,,2464.5224609375
"H24409-04-01","P24409-012",8,,2464.5224609375
"H24411-04-01","P24411-007",1,,2464.5224609375
"H24411-04-01","P24411-007",8,,2464.5224609375
"H24411-04-01","P24411-007",2,,2464.5224609375
"H24411-04-01","P24411-007",9,,2464.5224609375
"H24411-04-01","P24411-007",10,,2464.5224609375
"H24502-04-01","P24502-004",8,,1887.58166503906
"H24502-04-01","P24502-004",2,,1887.58166503906
"H24502-04-01","P24502-004",1,,1887.58166503906
"H24502-04-01","P24502-004",10,,1887.58166503906
"H24502-04-01","P24502-004",9,,1887.58166503906
"H24505-04-01","P24505-015",9,,1887.58166503906
"H24505-04-01","P24505-015",1,,1887.58166503906
"H24505-04-01","P24505-010",8,,1887.58166503906
"H24505-04-01","P24505-010",9,,1887.58166503906
"H24505-04-01","P24505-010",2,,1887.58166503906
"H24505-04-01","P24505-010",10,,1887.58166503906
"H24505-04-01","P24505-015",2,,1887.58166503906
"H24505-04-01","P24505-010",1,,1887.58166503906
"H24505-04-01","P24505-015",8,,1887.58166503906
"H24505-04-01","P24505-015",10,,1887.58166503906
"H24506-04-01","P24506-016",2,,943.790832519531
"H24506-04-01","P24506-016",10,,943.790832519531
"H24506-04-01","P24506-016",1,,943.790832519531
"H24506-04-01","P24506-016",9,,943.790832519531
"H24506-04-01","P24506-016",8,,943.790832519531
"H24510-04-01","P24510-024",2,,1887.58166503906
"H24510-04-01","P24510-024",1,,1887.58166503906
"H24510-04-01","P24510-024",8,,1887.58166503906
"H24510-04-01","P24510-024",9,,1887.58166503906
"H24510-04-01","P24510-024",10,,1887.58166503906
"H24511-04-01","P24511-021",8,,1887.58166503906
"H24511-04-01","P24511-018",8,,1887.58166503906
"H24511-04-01","P24511-018",1,,1887.58166503906
"H24511-04-01","P24511-018",9,,1887.58166503906
"H24511-04-01","P24511-021",9,,1887.58166503906
"H24511-04-01","P24511-017",1,,1887.58166503906
"H24511-04-01","P24511-017",10,,1887.58166503906
"H24511-04-01","P24511-018",10,,1887.58166503906
"H24511-04-01","P24511-017",9,,1887.58166503906
"H24511-04-01","P24511-018",2,,1887.58166503906
"H24511-04-01","P24511-017",8,,1887.58166503906
"H24511-04-01","P24511-021",2,,1887.58166503906
"H24511-04-01","P24511-021",1,,1887.58166503906
"H24511-04-01","P24511-017",2,,1887.58166503906
"H24511-04-01","P24511-021",10,,1887.58166503906
"H24512-04-01","P24512-007",2,,1887.58166503906
"H24512-04-01","P24512-007",8,,1887.58166503906
"H24512-04-01","P24512-007",1,,1887.58166503906
"H24512-04-01","P24512-007",9,,1887.58166503906
"H24512-04-01","P24512-007",10,,1887.58166503906
"H24604-04-01","P24604-007",8,,1887.58166503906
"H24604-04-01","P24604-007",1,,1887.58166503906
"H24604-04-01","P24604-007",9,,1887.58166503906
"H24604-04-01","P24604-007",10,,1887.58166503906
"H24604-04-01","P24604-007",3,,1887.58166503906
"H24604-04-01","P24604-007",2,,1887.58166503906
"H24606-04-01","P24606-006",2,,1887.58166503906
"H24606-04-01","P24606-006",8,,1887.58166503906
"H24606-04-01","P24606-007",9,,1887.58166503906
"H24606-04-01","P24606-007",10,,1887.58166503906
"H24606-04-01","P24606-006",9,,1887.58166503906
"H24606-04-01","P24606-007",8,,1887.58166503906
"H24606-04-01","P24606-007",2,,1887.58166503906
"H24606-04-01","P24606-007",1,,1887.58166503906
"H24606-04-01","P24606-006",1,,1887.58166503906
"H24606-04-01","P24606-006",10,,1887.58166503906
"H24608-04-01","P24608-007",1,,1887.58166503906
"H24608-04-01","P24608-007",2,,1887.58166503906
"H24608-04-01","P24608-007",3,,1887.58166503906
"H24608-04-01","P24608-007",9,,1887.58166503906
"H24608-04-01","P24608-007",8,,1887.58166503906
"H24608-04-01","P24608-007",10,,1887.58166503906
"H24610-04-01","P24610-008",2,,1887.58166503906
"H24610-04-01","P24610-008",1,,1887.58166503906
"H24610-04-01","P24610-008",9,,1887.58166503906
"H24610-04-01","P24610-008",10,,1887.58166503906
"H24610-04-01","P24610-008",8,,1887.58166503906
"H24802-04-01","P24802-007",8,,1232.26123046875
"H24802-04-01","P24802-008",10,,1232.26123046875
"H24802-04-01","P24802-007",9,,1232.26123046875
"H24802-04-01","P24802-008",1,,1232.26123046875
"H24802-04-01","P24802-007",2,,1232.26123046875
"H24802-04-01","P24802-007",1,,1232.26123046875
"H24802-04-01","P24802-008",2,,1232.26123046875
"H24802-04-01","P24802-008",9,,1232.26123046875
"H24802-04-01","P24802-007",10,,1232.26123046875
"H24802-04-01","P24802-008",8,,1232.26123046875
"H24802-04-02","P24802-019",9,,1232.26123046875
"H24802-04-02","P24802-019",1,,1232.26123046875
"H24802-04-02","P24802-019",2,,1232.26123046875
"H24802-04-02","P24802-019",10,,1232.26123046875
"H24802-04-02","P24802-019",8,,1232.26123046875
"H24805-04-01","P24805-006",10,,2464.5224609375
"H24805-04-01","P24805-007",9,,2464.5224609375
"H24805-04-01","P24805-007",8,,2464.5224609375
"H24805-04-01","P24805-007",1,,2464.5224609375
"H24805-04-01","P24805-006",9,,2464.5224609375
"H24805-04-01","P24805-007",10,,2464.5224609375
"H24805-04-01","P24805-006",2,,2464.5224609375
"H24805-04-01","P24805-006",1,,2464.5224609375
"H24805-04-01","P24805-006",8,,2464.5224609375
"H24805-04-01","P24805-007",2,,2464.5224609375
"H24809-04-01","P24809-011",1,,2464.5224609375
"H24809-04-01","P24809-011",9,,2464.5224609375
"H24809-04-01","P24809-011",2,,2464.5224609375
"H24809-04-01","P24809-011",8,,2464.5224609375
"H24809-04-01","P24809-011",10,,2464.5224609375
"H25002-04-01","P25002-010",1,,2464.5224609375
"H25002-04-01","P25002-010",9,,2464.5224609375
"H25002-04-01","P25002-010",10,,2464.5224609375
"H25002-04-01","P25002-010",8,,2464.5224609375
"H25002-04-01","P25002-010",2,,2464.5224609375
"H25004-04-01","P25004-005",1,,2464.5224609375
"H25004-04-01","P25004-005",10,,2464.5224609375
"H25004-04-01","P25004-008",2,,2464.5224609375
"H25004-04-01","P25004-008",1,,2464.5224609375
"H25004-04-01","P25004-008",8,,2464.5224609375
"H25004-04-01","P25004-005",9,,2464.5224609375
"H25004-04-01","P25004-008",10,,2464.5224609375
"H25004-04-01","P25004-005",8,,2464.5224609375
"H25004-04-01","P25004-005",2,,2464.5224609375
"H25004-04-01","P25004-008",9,,2464.5224609375
"H25008-04-01","P25008-007",10,,2464.5224609375
"H25008-04-01","P25008-007",8,,2464.5224609375
"H25008-04-01","P25008-007",9,,2464.5224609375
"H25008-04-01","P25008-009",10,,2464.5224609375
"H25008-04-01","P25008-007",1,,2464.5224609375
"H25008-04-01","P25008-009",9,,2464.5224609375
"H25008-04-01","P25008-009",8,,2464.5224609375
"H25008-04-01","P25008-009",1,,2464.5224609375
"H25008-04-01","P25008-007",2,,2464.5224609375
"H25008-04-01","P25008-009",2,,2464.5224609375
"H25201-04-02","P25201-012",1,,1721.74719238281
"H25201-04-02","P25201-012",2,,1721.74719238281
"H25201-04-02","P25201-012",8,,1721.74719238281
"H25201-04-02","P25201-012",10,,1721.74719238281
"H25201-04-02","P25201-012",3,,1721.74719238281
"H25201-04-02","P25201-012",9,,1721.74719238281
"H25203-04-01","P25203-007",1,,3443.49438476563
"H25203-04-01","P25203-007",2,,3443.49438476563
"H25203-04-01","P25203-007",3,,3443.49438476563
"H25203-04-01","P25203-008",1,,3443.49438476563
"H25203-04-01","P25203-008",3,,3443.49438476563
"H25203-04-01","P25203-008",2,,3443.49438476563
"H25204-04-01","P25204-018",2,,1721.74719238281
"H25204-04-01","P25204-018",1,,1721.74719238281
"H25204-04-01","P25204-018",3,,1721.74719238281
"H25204-04-01","P25204-018",10,,1721.74719238281
"H25204-04-01","P25204-018",8,,1721.74719238281
"H25204-04-01","P25204-018",9,,1721.74719238281
"H25204-04-02","P25204-022",2,,1721.74719238281
"H25204-04-02","P25204-022",1,,1721.74719238281
"H25204-04-02","P25204-022",8,,1721.74719238281
"H25204-04-02","P25204-022",10,,1721.74719238281
"H25204-04-02","P25204-022",9,,1721.74719238281
"H25208-04-01","P25208-006",8,,3443.49438476563
"H25208-04-01","P25208-009",9,,3443.49438476563
"H25208-04-01","P25208-006",9,,3443.49438476563
"H25208-04-01","P25208-006",2,,3443.49438476563
"H25208-04-01","P25208-009",2,,3443.49438476563
"H25208-04-01","P25208-008",2,,3443.49438476563
"H25208-04-01","P25208-009",1,,3443.49438476563
"H25208-04-01","P25208-006",10,,3443.49438476563
"H25208-04-01","P25208-008",8,,3443.49438476563
"H25208-04-01","P25208-006",1,,3443.49438476563
"H25208-04-01","P25208-009",10,,3443.49438476563
"H25208-04-01","P25208-009",8,,3443.49438476563
"H25208-04-01","P25208-008",9,,3443.49438476563
"H25208-04-01","P25208-008",10,,3443.49438476563
"H25208-04-01","P25208-008",1,,3443.49438476563
"H25209-04-01","P25209-008",8,,3443.49438476563
"H25209-04-01","P25209-008",9,,3443.49438476563
"H25209-04-01","P25209-006",9,,3443.49438476563
"H25209-04-01","P25209-006",8,,3443.49438476563
"H25209-04-01","P25209-006",2,,3443.49438476563
"H25209-04-01","P25209-008",2,,3443.49438476563
"H25209-04-01","P25209-008",10,,3443.49438476563
"H25209-04-01","P25209-006",10,,3443.49438476563
"H25209-04-01","P25209-006",1,,3443.49438476563
"H25209-04-01","P25209-008",1,,3443.49438476563
"H25401-04-01","P25401-012",1,,2437.248046875
"H25401-04-01","P25401-012",8,,2437.248046875
"H25401-04-01","P25401-012",2,,2437.248046875
"H25401-04-01","P25401-012",10,,2437.248046875
"H25401-04-01","P25401-012",9,,2437.248046875
"H25402-04-02","P25402-008",9,,1218.6240234375
"H25402-04-02","P25402-008",8,,1218.6240234375
"H25402-04-02","P25402-008",10,,1218.6240234375
"H25402-04-02","P25402-008",1,,1218.6240234375
"H25402-04-02","P25402-008",2,,1218.6240234375
"H25404-04-01","P25404-005",1,,2437.248046875
"H25404-04-01","P25404-005",10,,2437.248046875
"H25404-04-01","P25404-005",9,,2437.248046875
"H25404-04-01","P25404-005",2,,2437.248046875
"H25404-04-01","P25404-005",8,,2437.248046875
"H25406-04-01","P25406-005",2,,2437.248046875
"H25406-04-01","P25406-005",9,,2437.248046875
"H25406-04-01","P25406-005",10,,2437.248046875
"H25406-04-01","P25406-004",10,,2437.248046875
"H25406-04-01","P25406-005",1,,2437.248046875
"H25406-04-01","P25406-004",1,,2437.248046875
"H25406-04-01","P25406-004",8,,2437.248046875
"H25406-04-01","P25406-004",2,,2437.248046875
"H25406-04-01","P25406-005",8,,2437.248046875
"H25406-04-01","P25406-004",9,,2437.248046875
"H25408-04-01","P25408-015",2,,1218.6240234375
"H25408-04-01","P25408-014",10,,1218.6240234375
"H25408-04-01","P25408-015",9,,1218.6240234375
"H25408-04-01","P25408-014",9,,1218.6240234375
"H25408-04-01","P25408-015",1,,1218.6240234375
"H25408-04-01","P25408-014",1,,1218.6240234375
"H25408-04-01","P25408-015",10,,1218.6240234375
"H25408-04-01","P25408-014",8,,1218.6240234375
"H25408-04-01","P25408-014",2,,1218.6240234375
"H25408-04-01","P25408-015",8,,1218.6240234375
"H25408-04-02","P25408-005",8,,1218.6240234375
"H25408-04-02","P25408-005",10,,1218.6240234375
"H25408-04-02","P25408-005",1,,1218.6240234375
"H25408-04-02","P25408-005",9,,1218.6240234375
"H25408-04-02","P25408-005",2,,1218.6240234375
"H25409-04-01","P25409-010",2,,812.415954589844
"H25409-04-01","P25409-010",10,,812.415954589844
"H25409-04-01","P25409-010",8,,812.415954589844
"H25409-04-01","P25409-010",9,,812.415954589844
"H25409-04-01","P25409-010",1,,812.415954589844
"H25409-04-02","P25409-012",10,,812.415954589844
"H25409-04-02","P25409-012",8,,812.415954589844
"H25409-04-02","P25409-012",1,,812.415954589844
"H25409-04-02","P25409-012",9,,812.415954589844
"H25409-04-02","P25409-012",2,,812.415954589844
"H25409-04-03","P25409-014",1,,812.415954589844
"H25409-04-03","P25409-014",2,,812.415954589844
"H25409-04-03","P25409-014",9,,812.415954589844
"H25409-04-03","P25409-014",10,,812.415954589844
"H25409-04-03","P25409-014",8,,812.415954589844
"H25410-04-02","P25410-011",10,,1218.6240234375
"H25410-04-02","P25410-011",1,,1218.6240234375
"H25410-04-02","P25410-011",8,,1218.6240234375
"H25410-04-02","P25410-011",9,,1218.6240234375
"H25410-04-02","P25410-011",2,,1218.6240234375
"H25603-04-01","P25603-009",10,,2437.24829101563
"H25603-04-01","P25603-010",8,,2437.24829101563
"H25603-04-01","P25603-010",1,,2437.24829101563
"H25603-04-01","P25603-009",1,,2437.24829101563
"H25603-04-01","P25603-010",9,,2437.24829101563
"H25603-04-01","P25603-009",8,,2437.24829101563
"H25603-04-01","P25603-009",9,,2437.24829101563
"H25603-04-01","P25603-009",2,,2437.24829101563
"H25603-04-01","P25603-010",10,,2437.24829101563
"H25603-04-01","P25603-010",2,,2437.24829101563
"H25605-04-01","P25605-007",10,,2437.24829101563
"H25605-04-01","P25605-007",8,,2437.24829101563
"H25605-04-01","P25605-007",1,,2437.24829101563
"H25605-04-01","P25605-007",9,,2437.24829101563
"H25605-04-01","P25605-007",2,,2437.24829101563
"H25607-04-01","P25607-010",10,,2437.24829101563
"H25607-04-01","P25607-009",8,,2437.24829101563
"H25607-04-01","P25607-010",9,,2437.24829101563
"H25607-04-01","P25607-010",2,,2437.24829101563
"H25607-04-01","P25607-009",1,,2437.24829101563
"H25607-04-01","P25607-009",2,,2437.24829101563
"H25607-04-01","P25607-009",10,,2437.24829101563
"H25607-04-01","P25607-009",9,,2437.24829101563
"H25607-04-01","P25607-010",1,,2437.24829101563
"H25607-04-01","P25607-010",8,,2437.24829101563
"H25609-04-05","P25609-037",9,,348.178344726563
"H25609-04-05","P25609-037",1,,348.178344726563
"H25609-04-05","P25609-037",10,,348.178344726563
"H25609-04-05","P25609-037",2,,348.178344726563
"H25609-04-05","P25609-037",8,,348.178344726563
"H25610-04-02","P25610-011",8,,812.416076660156
"H25610-04-02","P25610-011",2,,812.416076660156
"H25610-04-02","P25610-011",1,,812.416076660156
"H25610-04-02","P25610-016",1,,812.416076660156
"H25610-04-02","P25610-016",10,,812.416076660156
"H25610-04-02","P25610-016",8,,812.416076660156
"H25610-04-02","P25610-016",2,,812.416076660156
"H25610-04-02","P25610-011",10,,812.416076660156
"H25610-04-02","P25610-011",9,,812.416076660156
"H25610-04-02","P25610-016",9,,812.416076660156
"H25703-04-03","P25703-012",10,,1218.6240234375
"H25703-04-03","P25703-011",10,,1218.6240234375
"H25703-04-03","P25703-012",8,,1218.6240234375
"H25703-04-03","P25703-011",2,,1218.6240234375
"H25703-04-03","P25703-011",1,,1218.6240234375
"H25703-04-03","P25703-011",9,,1218.6240234375
"H25703-04-03","P25703-012",2,,1218.6240234375
"H25703-04-03","P25703-011",8,,1218.6240234375
"H25703-04-03","P25703-012",1,,1218.6240234375
"H25703-04-03","P25703-012",9,,1218.6240234375
"H25705-04-02","P25705-010",10,,1218.6240234375
"H25705-04-02","P25705-010",9,,1218.6240234375
"H25705-04-02","P25705-010",3,,1218.6240234375
"H25705-04-02","P25705-010",1,,1218.6240234375
"H25705-04-02","P25705-010",2,,1218.6240234375
"H25705-04-02","P25705-010",8,,1218.6240234375
"H25706-04-01","P25706-023",8,,609.31201171875
"H25706-04-01","P25706-023",1,,609.31201171875
"H25706-04-01","P25706-023",10,,609.31201171875
"H25706-04-01","P25706-023",9,,609.31201171875
"H25706-04-01","P25706-023",2,,609.31201171875
"H25707-04-01","P25707-008",9,,2437.248046875
"H25707-04-01","P25707-008",8,,2437.248046875
"H25707-04-01","P25707-006",9,,2437.248046875
"H25707-04-01","P25707-008",10,,2437.248046875
"H25707-04-01","P25707-006",2,,2437.248046875
"H25707-04-01","P25707-006",10,,2437.248046875
"H25707-04-01","P25707-008",1,,2437.248046875
"H25707-04-01","P25707-006",8,,2437.248046875
"H25707-04-01","P25707-008",2,,2437.248046875
"H25707-04-01","P25707-006",1,,2437.248046875
"H25901-04-01","P25901-002",10,,2437.24829101563
"H25901-04-01","P25901-002",9,,2437.24829101563
"H25901-04-01","P25901-002",1,,2437.24829101563
"H25901-04-01","P25901-002",8,,2437.24829101563
"H25901-04-01","P25901-002",2,,2437.24829101563
"H25902-04-01","P25902-007",8,,2437.24829101563
"H25902-04-01","P25902-007",1,,2437.24829101563
"H25902-04-01","P25902-005",2,,2437.24829101563
"H25902-04-01","P25902-005",9,,2437.24829101563
"H25902-04-01","P25902-005",10,,2437.24829101563
"H25902-04-01","P25902-005",8,,2437.24829101563
