"HHID","h9q0","h9q1","h9q2","h9q3","h9q4","h9q5","h9q6","h9q7","h9q8","h9q9a","h9q9b","h9q10","h9q11b","h9q12","h9q13","h9q14","h9q15a","h9q15b","h9q15c","h9q16","h9q17","h9q18","h9q19","h9q20","h9q21","h9q22","h9q22a","h9q22b","h9q23","wgt_X"
"H27803-04-01",1,10,10,4,10,16,14,17,96,6,0,0.100000001490116,8,2,,,"P27803-002","P27803-009","P27803-003",2,4,2,1,2,5,13,2,,1,3443.49438476563
"H27804-04-01",1,10,10,3,10,16,14,12,1,60,2,1,10,2,,,"P27804-002","P27804-003","P27804-005",9,4,2,1,1,1,15,2,,1,3443.49438476563
"H27805-04-01",1,10,10,2,10,16,14,16,6,20,0,0.400000005960464,10,2,,,"P27805-001","P27805-002",,1,4,2,1,2,5,13,2,,1,1721.74719238281
"H27805-04-02",1,10,10,2,10,12,14,15,,10,0,3,5,2,,,"P27805-013","P27805-012","P27805-014",1,3,2,1,,3,13,2,,1,1721.74719238281
"H27806-04-01",1,10,10,4,10,16,14,12,6,10,0,0.100000001490116,3,2,,,"P27806-001","P27806-004","P27806-008",1,4,1,2,2,5,13,2,,1,1721.74719238281
"H27806-04-02",1,10,10,1,10,16,14,12,6,40,0,0.400000005960464,4,2,,,"P27806-002","P27806-005",,1,4,2,1,2,5,13,2,,1,1721.74719238281
"H27807-04-01",1,10,10,3,10,16,14,17,96,10,0,0.100000001490116,10,2,,,"P27807-003","P27807-004","P27807-005",2,4,2,1,2,5,13,2,,1,3443.49438476563
"H27808-04-01",1,10,10,3,10,12,14,11,,,,,10,1,1,7000,,,,1,4,2,1,,5,12,1,2,1,1721.74719238281
"H27808-04-02",2,15,15,1,10,14,14,12,6,5,0,0,3,1,2,4500,"P27808-003",,,2,4,2,2,2,5,13,1,2,1,1721.74719238281
"H27810-04-01",1,10,10,4,10,16,14,15,,90,5,1.60000002384186,5,2,,,"P27810-001","P27810-004","P27810-005",9,4,2,1,,1,13,2,,1,3443.49438476563
"H27901-04-01",1,10,10,3,10,16,14,16,1,60,15,1.5,10,2,,,"P27901-002","P27901-005","P27901-006",1,4,2,1,2,1,13,2,,2,3443.49438476563
"H27902-04-01",1,10,10,3,10,13,14,15,,60,5,1,7,2,,,"P27902-003","P27902-002","P27902-004",1,4,2,1,,1,13,2,,1,3443.49438476563
"H27903-04-01",1,10,10,2,10,12,14,12,6,60,30,0.300000011920929,3,2,,,"P27903-002","P27903-003","P27903-004",1,4,2,1,2,5,13,2,,1,3443.49438476563
"H27904-04-01",1,10,10,2,10,12,14,12,1,30,5,0.5,10,2,,,"P27904-003","P27904-004","P27904-005",1,4,1,1,2,2,13,2,,1,3443.49438476563
"H27905-04-01",1,10,10,2,10,12,14,12,6,40,10,0.25,4,2,,,"P27905-001","P27905-003","Z01",1,4,1,1,2,5,13,2,,1,3443.49438476563
"H27906-04-01",2,11,15,1,10,12,13,10,,,,,5,1,1,30000,,,,2,4,2,2,,5,12,1,3,1,3443.49438476563
"H27907-04-01",1,10,10,3,11,16,14,15,,60,60,1,6,2,,,"P27907-002","P27907-004","P27907-006",1,4,2,2,,2,13,2,,1,1721.74719238281
"H27907-04-02",3,10,10,2,10,12,14,12,1,60,30,2,5,2,,,"P27907-003",,,1,4,2,1,2,1,13,2,,1,1721.74719238281
"H27908-04-01",1,10,10,4,10,12,14,17,2,60,5,0.5,10,2,,,"P27908-009","P27908-007","P27908-010",2,4,2,1,1,2,13,2,,1,1721.74719238281
"H27908-04-02",3,10,10,1,10,16,14,12,1,60,5,1,5,2,,,"P27908-006",,,9,1,2,1,2,2,13,2,,1,1721.74719238281
"H27909-04-01",2,10,10,3,10,12,14,14,6,30,15,0.5,10,2,,,"P27909-002","P27909-007","P27909-004",1,4,1,1,2,5,13,2,,1,3443.49438476563
"H27910-04-01",1,10,10,4,10,12,10,12,1,120,60,2.25,8,2,,,"P27910-002","P27910-004","P27910-003",1,2,1,1,3,1,13,2,,1,3443.49438476563
"H28003-04-01",1,10,10,5,10,12,13,14,6,14,10,0.300000011920929,14,2,,,"P28003-005","P28003-002","P28003-004",1,2,2,1,2,5,12,2,,1,3443.49487304688
"H28006-04-01",1,11,15,1,10,12,13,14,1,10,30,0.300000011920929,2,2,,,"P28006-004","Z03","Z03",1,4,1,1,2,2,12,1,12,1,3443.49487304688
"H28007-04-01",1,10,10,3,10,12,13,14,5,30,5,0.200000002980232,5,2,,,"P28007-002","P28007-003","P28007-004",1,1,1,1,1,2,12,2,,2,3443.49487304688
"H28102-04-01",1,10,10,3,10,16,14,14,1,120,5,2,5,2,,,"P28102-003","P28102-004","P28102-005",1,2,2,1,2,1,13,2,,2,3443.49438476563
"H28104-04-01",2,11,10,2,10,12,13,14,1,40,60,0.5,7,2,,,"P28104-002","P28104-003","P28104-005",1,2,1,1,2,2,13,1,2,1,3443.49438476563
"H28105-04-01",1,10,10,3,10,16,14,16,2,30,2,0.5,5,2,,,"P28105-002","P28105-003","P28105-005",9,2,2,1,2,2,13,2,,1,3443.49438476563
"H28106-04-01",1,10,10,4,10,12,16,14,6,40,10,1,8,2,,,"P28106-011","P28106-008","P28106-003",1,2,1,1,1,5,11,2,,2,3443.49438476563
"H28107-04-01",1,10,10,1,15,16,14,14,2,240,60,3,5,2,,,"P28107-005","P28107-001",,9,2,2,1,3,2,15,2,,1,3443.49438476563
"H28108-04-01",1,10,10,4,10,12,13,14,6,20,0,0.300000011920929,10,2,,,"P28108-001","P28108-004","P28108-008",1,2,2,1,2,5,13,2,,1,1721.74719238281
"H28108-04-02",3,11,10,3,10,12,16,17,96,60,0,2,4,1,8,60000,"Z03","Z03",,2,2,2,1,3,2,11,1,2,2,1721.74719238281
"H28109-04-01",1,10,10,2,10,16,14,14,3,60,6,1,3,2,,,"P28109-013",,,1,4,2,1,2,2,13,2,,1,1721.74719238281
"H28109-04-02",1,10,10,3,10,12,13,14,96,1,4,0.0500000007450581,9,2,,,"P28109-005","P28109-006","P28109-004",2,2,2,1,1,5,12,2,,1,1721.74719238281
"H28110-04-01",1,10,10,3,10,12,13,14,6,4,15,0.100000001490116,12,2,,,"P28110-002","P28110-007","P28110-004",2,4,2,1,1,5,13,2,,1,3443.49438476563
"H28202-04-01",1,10,10,2,15,16,14,16,1,30,5,0.5,5,2,,,"P28202-007","P28202-004","P28202-003",1,2,1,1,1,1,13,2,,1,3443.49487304688
"H28205-04-01",1,10,10,4,10,16,14,15,,30,5,0.5,5,2,,,"P28205-003","P28205-005",,9,2,2,2,,2,13,2,,1,1721.74743652344
"H28205-04-02",3,14,11,1,10,12,13,13,,,,,4,2,,,,,,1,4,2,2,,2,12,1,6,1,1721.74743652344
"H28206-04-01",1,10,10,4,10,16,14,12,1,60,15,1.60000002384186,15,2,,,"P28206-005","P28206-007","P28206-016",2,4,1,1,1,1,13,2,,1,1721.74743652344
"H28206-04-02",3,15,10,1,15,16,14,15,,20,40,0.600000023841858,2,2,,,"P28206-006",,,1,4,2,2,,5,13,2,,1,1721.74743652344
"H28207-04-01",1,15,16,1,10,16,14,15,,6,2,0.100000001490116,4,2,,,"P28207-004","P28207-005","P28207-006",1,4,2,1,,5,13,1,2,1,1721.74743652344
"H28207-04-02",1,10,10,1,15,16,14,15,,120,15,3,4,2,,,"P28207-001","P28207-002",,2,4,2,1,,1,13,2,,1,1721.74743652344
"H28209-04-01",1,10,10,4,10,16,14,16,1,30,5,0.5,20,2,,,"P28209-006","P28209-007","P28209-008",1,4,2,1,1,2,13,2,,2,3443.49487304688
"H28210-04-01",1,10,10,3,10,16,14,15,,60,30,2,5,2,,,"P28210-005","P28210-008","P28210-006",1,2,2,1,,1,14,2,,1,3443.49487304688
"H28211-04-01",2,10,10,2,10,16,14,15,,60,0,1,5,2,,,"P28211-001","P28211-004","P28211-005",1,4,2,2,,2,13,2,,1,3443.49487304688
"H28307-04-01",1,15,16,1,10,16,14,18,,,,,7,1,1,12000,"P28307-008","P28307-005","P28307-006",2,2,5,1,,2,13,1,5,1,3443.49438476563
"H28309-04-01",1,11,10,2,15,16,14,14,1,20,0,0,2,2,,,"P28309-002",,,1,4,1,1,2,1,13,2,,1,3443.49438476563
"H28310-04-01",1,10,10,4,10,12,14,16,1,55,5,1,20,2,,,"P28310-017","P28310-003","P28310-004",1,4,2,1,1,1,12,2,,1,3443.49438476563
"H28501-04-01",1,10,10,2,10,12,14,15,,30,10,1,3,2,,,"P28501-001",,,1,2,2,1,,5,13,1,4,1,2437.248046875
"H28502-04-01",1,10,10,3,10,16,14,15,,60,15,3,5,2,,,"P28502-001","P28502-003","P28502-004",9,4,2,2,,5,13,2,,1,2437.248046875
"H28503-04-01",1,10,10,3,10,12,14,15,,20,5,0.300000011920929,40,2,,,"P28503-001","P28503-002","P28503-003",1,4,2,2,,1,15,2,,1,2437.248046875
"H28504-04-01",1,10,10,3,10,16,14,16,1,20,0,0.300000011920929,40,2,,,"P28504-005","P28504-006","P28504-007",2,4,2,2,2,1,13,2,,1,2437.248046875
"H28505-04-01",1,10,10,3,10,16,14,16,1,30,0,0.5,2,2,,,"P28505-004","P28505-002",,9,1,1,1,2,1,15,2,,1,812.415954589844
"H28505-04-02",2,11,11,1,10,12,13,10,,,,,1,2,,,,,,1,1,5,1,,5,12,1,3,3,812.415954589844
"H28505-04-03",2,10,10,3,10,16,14,17,5,5,0,0,1,2,,,"P28505-011",,,9,4,2,2,2,1,15,2,,1,812.415954589844
"H28506-04-01",1,10,10,4,10,16,14,16,1,20,0,1,5,2,,,"P28506-008","P28506-009","P28506-004",2,2,2,2,2,1,13,2,,1,2437.248046875
"H28508-04-01",1,10,10,2,10,16,14,16,1,30,0,1.20000004768372,5,2,,,"P28508-002","P28508-003","P28508-004",2,4,2,2,2,1,13,2,,1,2437.248046875
"H28509-04-01",1,10,10,2,10,16,14,15,,20,0,0.300000011920929,3,2,,,"P28509-002","P28509-004",,1,4,2,1,,5,13,1,1,1,2437.248046875
"H28510-04-01",1,10,10,3,10,16,14,15,,20,0,0.200000002980232,0,2,,,"P28510-006",,,1,4,2,2,,5,13,2,,1,2437.248046875
"H28511-04-01",1,10,10,3,10,16,14,16,1,30,0,1,4,2,,,"P28511-002","P28511-003","P28511-004",2,2,2,2,2,1,13,2,,1,1218.6240234375
"H28511-04-02",3,15,16,1,10,13,13,11,,,,,3,1,1,6000,,,,2,2,2,2,,1,12,1,6,1,1218.6240234375
"H28702-04-01",1,15,16,2,10,13,13,12,2,10,2,0.100000001490116,5,1,1,12000,"P28702-003","P28702-004","P28702-005",9,4,2,1,1,1,12,2,,1,3443.49438476563
"H28703-04-01",1,15,16,2,10,12,14,12,1,5,0,0.200000002980232,3,1,1,13500,,,,2,2,1,1,2,1,14,1,2,1,3443.49438476563
"H28705-04-01",1,15,16,1,10,12,13,15,,60,0,3,7,2,,,"P28705-002","P28705-003","P28705-004",1,4,1,1,,1,12,1,3,1,3443.49438476563
"H28706-04-01",1,15,16,1,10,12,13,12,1,3,0,0.100000001490116,3,1,1,24000,"P28706-002","P28706-004",,2,2,2,1,2,5,12,1,3,1,3443.49438476563
"H28709-04-01",1,10,10,2,10,16,14,12,1,5,2,0.100000001490116,20,1,1,24000,"P28709-004","P28709-005","P28709-007",9,2,2,1,1,1,15,2,,1,3443.49438476563
"H28710-04-01",1,10,10,3,10,12,13,11,,,,,5,1,1,8000,,,,2,4,1,1,,5,12,2,,1,3443.49438476563
"H28803-04-01",2,11,10,1,10,12,13,11,,,,,10,2,,,,,,2,4,3,1,,5,12,1,3,2,3443.49438476563
"H28805-04-01",1,11,12,1,10,12,13,11,,,,,8,2,,,,,,2,2,2,1,,5,12,1,2,1,3443.49438476563
"H28807-04-01",1,14,12,2,10,13,13,12,2,3,0.5,0.0500000007450581,5,2,,,"P28807-002","P28807-003","P28807-004",1,4,2,1,1,5,13,2,,2,3443.49438476563
"H28810-04-01",2,15,16,2,10,12,13,12,1,30,5,0.5,5,2,,,"P28810-001","P28810-002","P28810-004",1,2,2,1,2,5,12,1,6,1,3443.49438476563
"H29002-04-01",1,10,10,1,15,16,14,15,,20,5,0.5,5,2,,,"P29002-002",,,1,4,2,2,,2,15,2,,1,3443.49438476563
"H29003-04-01",2,10,10,4,10,12,14,15,,30,5,1,10,2,,,"P29003-002","P29003-004","P29003-005",1,1,2,1,,1,13,2,,1,3443.49438476563
"H29004-04-01",2,10,10,1,10,16,14,17,1,60,0,2,20,2,,,"P29004-005","P29004-003","P29004-006",2,2,2,2,3,2,15,2,,1,3443.49438476563
"H29005-04-01",1,10,10,2,10,16,14,16,1,30,0,1,10,2,,,"P29005-001","P29005-004","P29005-005",2,4,2,1,1,1,13,2,,1,3443.49438476563
"H29006-04-01",1,10,10,2,15,16,14,15,,120,20,3,8,2,,,"P29006-002","P29006-003","P29006-004",1,4,2,1,,1,13,2,,1,3443.49438476563
"H29101-04-01",1,10,10,2,15,16,14,17,1,30,0,1,3,2,,,"P29101-009","P29101-002","P29101-006",2,4,1,1,2,1,13,2,,1,3443.49438476563
"H29202-04-01",1,10,10,3,10,12,13,10,,,,,5,1,1,35000,,,,2,2,2,1,,5,13,2,,2,2437.248046875
"H29203-04-01",2,10,10,3,10,12,13,10,,,,,2,1,1,40000,,,,2,1,2,1,,5,10,2,,3,2437.248046875
"H29205-04-01",1,10,10,3,10,12,13,11,,,,,3,1,1,20000,,,,1,1,2,1,,5,12,1,8,1,2437.248046875
"H29208-04-01",1,15,16,2,10,16,14,11,,,,,2,1,1,6000,,,,9,2,2,1,,5,13,1,7,1,2437.248046875
"H29209-04-01",1,15,10,4,10,16,14,11,,,,,3,1,1,10000,,,,2,8,1,1,,5,12,1,5,1,2437.248046875
"H29210-04-01",3,10,11,4,10,14,13,11,,,,,5,2,,,,,,2,2,2,1,,5,15,1,2,1,1218.6240234375
"H29210-04-02",2,10,10,3,10,12,16,10,,,,,5,1,1,30000,,,,9,1,2,1,,5,10,2,,3,1218.6240234375
"H29401-04-01",1,10,10,4,10,12,13,12,6,5,5,0.200000002980232,10,1,2,3000,"P29401-003","P29401-004","P29401-006",1,4,2,1,2,5,13,2,,2,2437.248046875
"H29402-04-01",1,10,10,2,10,12,13,10,,,,,10,1,1,120000,,,,2,1,2,1,,5,11,2,,1,2437.248046875
"H29403-04-01",1,10,10,3,10,13,13,12,4,5,0,0,3,1,1,9000,"P29403-004","P29403-003","P29403-005",2,1,8,1,1,2,12,1,3,1,2437.248046875
"H29404-04-01",1,10,10,3,10,13,13,12,96,10,0,0,3,1,1,9000,"P29404-006","P29404-008","P29404-007",2,2,2,1,1,3,15,2,,1,2437.248046875
"H29405-04-01",3,15,16,1,10,13,13,11,,,,,2,1,1,6000,,,,2,2,2,1,,5,10,1,3,1,2437.248046875
"H29406-04-01",1,10,10,3,10,12,13,11,,,,,4,1,1,6000,,,,9,2,2,2,,5,12,2,,1,2437.248046875
"H29407-04-01",1,10,10,3,10,14,14,12,6,5,0,0.100000001490116,5,1,1,10500,"P29407-003","P29407-004","P29407-005",1,2,2,1,1,5,12,2,,1,2437.248046875
"H29408-04-01",1,10,10,3,10,13,13,11,,,,,5,1,1,5000,,,,2,8,2,1,,3,13,2,,1,2437.248046875
"H29409-04-01",1,10,12,5,10,12,13,10,,,,,1,1,1,5000,,,,2,1,2,1,,5,11,2,,3,2437.248046875
"H29410-04-01",1,10,10,6,10,12,13,20,,0,0,0,5,1,1,12000,"Z03","Z03","Z03",2,1,2,1,,2,12,2,,3,1218.6240234375
"H29410-04-02",3,10,10,4,10,12,13,11,,,,,3,1,1,9000,,,,2,1,2,1,,5,10,2,,3,1218.6240234375
"H29501-04-01",1,10,10,2,10,12,14,16,1,60,10,2,3,2,,,"P29501-003","P29501-001","P29501-004",9,2,2,1,2,1,13,2,,1,2437.248046875
"H29502-04-01",1,10,10,5,10,12,13,16,1,90,5,2,5,2,,,"P29502-010","P29502-006","P29502-007",9,1,2,1,2,1,12,1,1,2,2437.248046875
"H29503-04-01",1,10,10,1,10,16,14,16,96,30,0,0.5,3,2,,,"P29503-003","P29503-004","P29503-005",9,1,2,1,2,2,15,1,2,1,2437.248046875
"H29504-04-01",1,10,10,1,15,16,14,16,96,20,0,0.5,2,2,,,"P29504-003","P29504-002",,9,8,2,2,2,2,15,1,1,1,2437.248046875
"H29505-04-01",1,10,10,4,10,14,14,17,1,60,0,2,5,2,,,"P29505-008","P29505-006","P29505-007",2,1,2,2,3,1,12,2,,1,2437.248046875
"H29507-04-01",1,10,10,2,10,16,14,16,1,45,5,2,3,2,,,"P29507-003","P29507-004","P29507-002",2,4,2,2,2,1,13,2,,1,2437.248046875
"H29508-04-01",1,10,10,2,10,16,14,16,1,60,5,1,2,2,,,"P29508-001","P29508-002",,2,2,2,2,2,1,12,2,,1,2437.248046875
"H29509-04-01",1,10,10,2,10,16,14,16,2,35,0,0.5,3,2,,,"P29509-003","P29509-002","P29509-004",1,1,2,1,2,2,13,2,,1,2437.248046875
"H29511-04-01",1,10,10,2,10,16,14,16,1,60,5,3,2,2,,,"P29511-003","P29511-005","P29511-006",2,4,2,2,3,1,13,1,2,1,2437.248046875
"H29602-04-01",1,10,10,3,10,16,14,16,1,30,0,0.300000011920929,5,2,,,"P29602-006","P29602-005","P29602-007",2,2,2,2,2,1,13,1,2,1,812.415954589844
"H29602-04-02",3,15,16,1,10,16,14,16,1,2,1,0.100000001490116,2,2,,,"P29602-003",,,2,2,2,1,2,1,12,1,2,1,812.415954589844
"H29602-04-03",3,11,10,1,10,16,14,16,1,10,3,0.400000005960464,2,2,,,"P29602-010",,,2,2,2,2,2,1,12,2,,1,812.415954589844
"H29603-04-01",1,10,10,3,10,16,14,15,,30,5,1,5,2,,,"P29603-001","P29603-003","P29603-005",9,4,2,2,,1,15,2,,1,1218.6240234375
"H29603-04-02",3,10,10,1,10,16,14,15,,8,2,0.100000001490116,5,2,,,"P29603-002",,,1,4,2,2,,1,13,1,3,1,1218.6240234375
"H29604-04-01",1,10,10,3,10,16,14,16,1,60,2,2,5,2,,,"P29604-001","P29604-003","P29604-005",9,2,2,1,2,1,13,1,2,1,812.415954589844
"H29604-04-02",3,10,10,2,15,16,14,16,1,30,0,0.300000011920929,3,2,,,"P29604-012",,,2,2,2,2,2,1,13,1,2,1,812.415954589844
"H29604-04-03",3,10,10,1,10,12,13,16,1,30,0,0.300000011920929,2,2,,,"P29604-008","Z01",,1,2,2,2,2,1,13,1,2,1,812.415954589844
"H29605-04-01",1,10,10,3,10,16,14,15,,0,0,0,10,1,1,4000,"Z01","Z03",,1,2,2,1,,1,13,2,,1,2437.248046875
"H29606-04-01",1,10,10,3,10,16,14,16,1,15,0,0.5,1,2,,,"P29606-005","P29606-002",,9,2,2,1,2,1,15,2,,1,2437.248046875
"H29607-04-01",1,10,10,2,10,16,14,16,1,30,0,0.200000002980232,2,2,,,"P29607-002",,,2,2,2,2,2,1,13,2,,1,2437.248046875
"H29608-04-01",1,10,10,4,10,16,13,16,1,10,0,0.100000001490116,4,2,,,"P29608-002","P29608-005","P29608-006",2,2,2,2,2,1,13,2,,1,1218.6240234375
"H29608-04-02",3,16,10,1,15,16,14,16,1,30,0,0.5,2,2,,,"P29608-004","P29608-009",,2,2,1,2,2,1,13,2,,1,1218.6240234375
"H29609-04-01",1,10,10,4,10,16,14,16,1,30,2,1,4,2,,,"P29609-006","P29609-007","P29609-005",2,1,2,1,2,1,12,2,,1,1218.6240234375
"H29609-04-02",1,15,16,1,10,16,13,15,,40,10,2,2,1,2,30000,"Z03",,,9,1,2,1,,5,12,1,2,1,1218.6240234375
"H29610-04-01",1,10,10,2,10,12,13,13,,,,,1,2,,,,,,1,1,2,2,,5,12,2,,2,2437.248046875
"H29611-04-01",1,10,10,1,10,13,14,15,,20,0,0.200000002980232,2,2,,,"P29611-001",,,2,1,2,1,,1,13,2,,1,2437.248046875
"H29701-04-01",1,10,10,2,10,16,14,12,6,2,1,0.100000001490116,3,2,,,"P29701-003","P29701-004","P29701-005",2,2,1,1,2,5,12,2,,1,2437.24829101563
"H29702-04-01",1,10,10,2,10,16,13,12,1,40,2,1,3,2,,,"P29702-002","P29702-004",,2,2,2,1,2,1,12,2,,1,1218.62414550781
"H29702-04-02",3,15,10,1,10,12,14,11,,,,,2,2,,,,,,2,4,2,2,,5,12,1,1,1,1218.62414550781
"H29703-04-01",1,10,10,2,10,13,14,11,,,,,6,2,,,,,,1,4,2,2,,5,17,,,,2437.24829101563
"H29704-04-01",2,10,10,3,10,12,14,11,,,,,0,2,,,,,,1,4,2,2,,5,13,2,,1,2437.24829101563
"H29705-04-01",1,10,10,3,10,12,14,20,,1,0,0,5,2,,,"P29705-004","P29705-005","P29705-006",2,4,2,2,,5,13,2,,1,2437.24829101563
"H29706-04-01",1,10,10,2,10,12,14,12,5,2,0,0.100000001490116,3,2,,,"P29706-001","P29706-003","P29706-004",1,2,2,2,2,5,13,1,1,1,812.416076660156
"H29706-04-02",3,10,10,2,10,16,13,16,2,5,0,0.100000001490116,3,2,,,"P29706-002","P29706-008",,2,4,2,2,2,1,13,2,,2,812.416076660156
"H29706-04-03",1,10,10,4,10,16,14,15,,10,0,0.100000001490116,5,2,,,"P29706-006","P29706-012","P29706-014",2,2,2,2,,1,13,2,,1,812.416076660156
"H29707-04-01",2,15,11,1,10,16,14,11,,,,,1,1,1,6000,,,,9,4,2,2,,5,12,1,2,1,609.312072753906
"H29707-04-02",1,10,10,3,10,12,13,11,,,,,2,2,,,,,,2,4,2,1,,5,12,2,,1,609.312072753906
"H29707-04-03",1,13,12,2,10,12,13,11,,,,,5,2,,,,,,2,1,2,2,,5,12,1,3,2,609.312072753906
"H29707-04-04",3,10,10,2,10,16,14,15,,20,2,0.300000011920929,2,2,,,"P29707-012",,,2,4,2,2,,5,14,1,1,1,609.312072753906
"H29708-04-01",1,10,10,2,10,16,14,15,,35,5,0.600000023841858,2,2,,,"P29708-006","P29708-005",,9,4,2,2,,1,12,2,,1,2437.24829101563
"H29709-04-01",3,10,10,5,10,12,13,11,,,,,3,1,2,4000,,,,1,2,2,2,,5,12,2,,2,1218.62414550781
"H29709-04-02",1,15,10,2,10,12,14,12,6,3,0,0.100000001490116,3,2,,,"P29709-007","P29709-008","P29709-009",1,4,2,2,2,5,12,2,,1,1218.62414550781
"H29710-04-01",1,10,10,7,10,12,13,10,,,,,0,2,,,,,,2,4,2,2,,5,12,2,,1,812.416076660156
"H29710-04-02",1,15,16,2,10,12,13,10,,,,,2,1,1,15000,,,,2,2,2,1,,3,12,1,1,1,812.416076660156
"H29710-04-03",1,15,16,1,10,12,13,12,6,5,2,0.100000001490116,2,1,8,6000,"P29710-005","P29710-019",,9,2,2,1,1,3,12,1,5,1,812.416076660156
"H29801-04-01",1,10,10,2,10,13,12,12,1,10,5,0,10,1,1,7000,"P29801-004","P29801-002","P29801-003",1,2,2,2,1,3,96,2,,1,2437.248046875
"H29802-04-01",1,10,10,3,10,14,13,21,,,,,3,2,,,,,,2,1,2,1,,2,13,2,,1,2437.248046875
"H29803-04-01",1,11,10,2,10,12,13,11,,,,,2,1,1,10340,,,,2,1,2,1,,5,11,1,4,1,1218.6240234375
"H29803-04-02",2,15,16,1,10,16,14,18,,,,,2,1,1,5000,"Z03",,,9,1,2,1,,2,12,2,,1,1218.6240234375
"H29805-04-01",2,10,10,3,10,12,13,12,1,15,0,0.100000001490116,5,1,1,6000,"P29805-001","P29805-002","Z01",2,2,2,2,2,1,13,2,,1,2437.248046875
"H29806-04-01",1,15,12,1,10,12,13,11,,,,,2,1,1,12000,,,,2,2,2,1,,5,11,1,5,1,2437.248046875
"H29807-04-01",1,10,10,3,10,16,14,21,,,,,2,2,,,,,,2,1,2,1,,5,12,2,,1,1218.6240234375
"H29807-04-02",3,15,16,1,10,12,13,11,,,,,1,1,1,6000,,,,2,1,2,1,,5,12,1,4,1,1218.6240234375
"H29809-04-01",1,10,10,4,10,12,13,21,,,,,6,2,,,,,,2,1,2,1,,2,12,2,,1,2437.248046875
"H29810-04-01",1,10,10,4,10,17,13,21,,,,,5,2,,,,,,2,4,8,2,,2,13,1,1,1,1218.6240234375
"H29810-04-02",3,10,15,2,10,13,13,11,,,,,2,1,1,2000,,,,2,2,2,2,,1,12,1,3,2,1218.6240234375
"H29901-04-01",1,11,10,2,10,12,13,11,,,,,3,2,,,,,,9,1,2,1,,5,13,2,,1,2437.248046875
"H29902-04-01",2,10,10,2,10,16,14,12,6,10,30,1,2,1,1,12000,"P29902-001","P29902-002",,1,1,2,1,1,5,13,2,,1,406.207977294922
"H29902-04-02",1,10,10,3,10,16,14,11,,,,,5,1,1,12000,,,,1,1,2,1,,5,13,2,,1,406.207977294922
"H29902-04-05",2,10,10,4,10,12,13,16,1,20,0,0.5,5,2,,,"P29902-008","P29902-005","P29902-011",1,2,2,1,2,1,12,2,,1,406.207977294922
"H29902-04-06",1,10,10,3,10,16,14,16,1,10,0,0.100000001490116,3,2,,,"P29902-024","P29902-033","P29902-034",2,4,2,2,2,1,13,2,,1,406.207977294922
"H29902-04-07",1,15,16,1,10,12,13,12,6,5,2,0.100000001490116,2,1,2,6000,"P29902-019",,,2,2,2,1,2,3,12,1,3,1,406.207977294922
"H29903-04-01",,10,10,3,10,16,14,16,2,10,0,0.100000001490116,40,2,,,"P29903-002","P29903-004","P29903-006",1,2,2,2,2,3,13,2,,1,1218.6240234375
"H29903-04-02",3,15,16,1,10,12,13,12,1,5,0,0.100000001490116,20,2,,,"P29903-005",,,2,2,2,2,2,5,14,2,,1,1218.6240234375
"H29904-04-01",1,10,10,3,10,16,13,21,,,,,40,2,,,,,,2,2,2,2,,5,13,2,,1,2437.248046875
"H29905-04-01",1,10,10,3,10,16,14,13,,,,,5,2,,,,,,9,4,2,2,,5,15,2,,1,2437.248046875
"H29906-04-01",1,10,10,3,10,16,14,16,4,20,0,0.400000005960464,2,2,,,"P29906-002","P29906-006","P29906-005",9,4,2,2,2,3,13,2,,1,1218.6240234375
"H29906-04-02",2,10,12,1,15,16,14,16,1,30,0,1,3,2,,,"P29906-013",,,1,2,2,1,3,2,15,1,1,1,1218.6240234375
"H29907-04-01",2,10,10,3,10,16,14,12,6,5,0,0.00999999977648258,5,2,,,"P29907-002","P29907-004","P29907-005",1,4,2,2,2,5,13,2,,1,2437.248046875
"H29908-04-01",1,10,10,3,10,16,14,21,,,,,2,2,,,,,,9,1,2,1,,2,13,2,,1,1218.6240234375
"H29908-04-02",2,10,10,4,10,16,14,12,1,20,2,0.25,3,2,,,"P29908-006","P29908-008",,1,4,2,2,1,1,13,2,,1,1218.6240234375
"H29909-04-01",1,10,10,2,10,16,14,16,1,30,0,0.300000011920929,5,2,,,"P29909-003","P29909-005","P29909-002",2,4,2,2,2,1,13,2,,1,1218.6240234375
"H29909-04-02",3,10,10,3,10,16,14,12,6,15,0,0.100000001490116,3,1,1,6000,"P29909-002","P29909-005",,1,2,2,1,1,5,13,2,,2,1218.6240234375
"H29910-04-01",1,10,10,3,10,16,14,15,,20,0,0.200000002980232,10,2,,,"P29910-006","P29910-011","P29910-008",2,1,2,1,,3,13,2,,2,2437.248046875
"H30002-04-01",1,15,16,1,10,12,13,12,1,15,2,0,5,1,1,12000,"P30002-001","P30002-004",,1,2,2,1,1,1,13,1,4,1,1218.6240234375
"H30002-04-02",2,10,16,1,10,16,13,16,1,50,0,1,2,2,,,"P30002-002","P30002-003","P30002-005",2,2,2,2,2,1,13,1,2,1,1218.6240234375
"H30006-04-01",1,10,10,3,10,13,14,11,,,,,5,2,,,,,,2,1,2,1,,5,12,2,,1,2437.248046875
"H30008-04-01",3,15,12,1,10,12,13,11,,,,,0,1,1,3000,,,,2,4,2,2,,5,12,1,4,1,1218.6240234375
