"HHID","ACrop2_ID","parcelID","plotID","cropID","cropID_other","a4bq6_1","a4bq7","a4bq8","a4bq9","a4bq9_1","a4bq9_2","a4bq16","a4bq11a","a4bq11b","a4bq12a","a4bq12b","a4bq13","a4bq14","a4bq10","a4bq15","hh","wgt_X"
264100401,6,1,6,620,,26410001,0.5,1,,8,14,1,12,66,,,1,,2,,"H26410-04-01",3443.49487304688
264110401,1,1,1,741,,26411001,0.5,1,,99,11,2,,,,,,,,,"H26411-04-01",860.873718261719
264110401,2,1,2,610,,26411001,0.5,1,,8,14,1,10,22,,,1,,1,80000,"H26411-04-01",860.873718261719
264110401,3,1,3,620,,26411001,0.25,1,,8,14,1,7,66,,,1,,2,,"H26411-04-01",860.873718261719
264110401,4,1,4,210,,26411001,0.5,1,,8,14,1,12,1,,,1,,2,,"H26411-04-01",860.873718261719
264110401,5,1,5,420,,26411001,0.25,1,,9,14,1,0.5,99,,,1,,1,5000,"H26411-04-01",860.873718261719
264110401,6,2,6,130,,26411001,0.5,1,,9,14,1,3,1,,,1,,2,,"H26411-04-01",860.873718261719
264110403,1,1,1,741,,26411013,0.699999988079071,1,,3,13,2,,,,,,,,,"H26411-04-03",860.873718261719
264110403,2,2,2,630,,26411013,0.5,1,,3,14,2,,,,,,,,,"H26411-04-03",860.873718261719
264110403,3,3,3,620,,26411013,0.300000011920929,1,,8,14,1,10,66,,,1,,2,,"H26411-04-03",860.873718261719
264110403,4,3,4,630,,26411013,0.5,1,,8,14,2,,,,,,,,,"H26411-04-03",860.873718261719
264110404,1,1,1,130,,26411006,1,1,,7,14,1,3,1,,,1,,2,,"H26411-04-04",860.873718261719
265020401,1,1,1,610,,26502007,1,1,,9,14,1,1,12,,,1,,1,30000,"H26502-04-01",812.415954589844
265020401,2,2,2,210,,26502007,1,1,,9,14,1,40,1,,,1,,1,80000,"H26502-04-01",812.415954589844
265020403,1,1,1,470,,26502001,0.0799999982118607,1,,4,14,2,,,,,,,,,"H26502-04-03",812.415954589844
265040401,1,1,1,130,,26504001,0.100000001490116,1,,10,14,1,0.100000001490116,1,,,1,,2,,"H26504-04-01",2437.248046875
265060401,3,1,1,222,,26506001,0.100000001490116,2,40,9,14,1,2,1,5,1,1,,2,,"H26506-04-01",2437.248046875
265060401,1,1,1,620,,26506001,0.100000001490116,2,20,10,14,2,,,,,,,,,"H26506-04-01",2437.248046875
265060401,2,1,1,210,,26506001,0.100000001490116,2,40,9,14,1,2,1,5,1,1,,2,,"H26506-04-01",2437.248046875
265110401,1,1,1,150,,26511002,0.100000001490116,1,,9,14,1,1,1,,,1,,2,,"H26511-04-01",1218.6240234375
265110401,2,2,2,150,,26511002,0.100000001490116,1,,8,14,1,2,1,,,1,,2,,"H26511-04-01",1218.6240234375
266020401,2,1,1,130,,26602001,0.200000002980232,2,40,8,14,1,1,1,1.5,,1,,2,,"H26602-04-01",1218.6240234375
266020401,1,1,1,210,,26602001,0.200000002980232,2,60,8,14,1,5,1,7,,1,,2,,"H26602-04-01",1218.6240234375
266020401,3,3,3,210,,26602001,0.75,1,,9,14,1,10,1,,,1,,2,,"H26602-04-01",1218.6240234375
266020401,5,4,4,130,,26602001,1.5,2,40,9,14,1,10,1,15,1,1,,2,,"H26602-04-01",1218.6240234375
266020401,4,4,4,210,,26602001,1.5,2,60,9,14,1,60,1,80,1,1,,2,,"H26602-04-01",1218.6240234375
266020402,1,1,1,150,,26602007,0.300000011920929,1,,2,14,1,5,99,,,1,,2,,"H26602-04-02",1218.6240234375
266020402,2,1,2,610,,26602007,0.300000011920929,1,,9,14,1,0.5,10,,,1,,2,,"H26602-04-02",1218.6240234375
266020402,4,2,3,130,,26602007,0.25,2,30,9,14,1,2,99,3,99,1,,2,,"H26602-04-02",1218.6240234375
266020402,3,2,3,210,,26602007,0.25,2,70,9,14,1,7,31,9,31,1,,2,,"H26602-04-02",1218.6240234375
266030401,1,1,3,130,,26603006,0.400000005960464,1,,9,14,1,1,1,,,1,,2,,"H26603-04-01",812.415954589844
266030401,2,1,3,210,,26603006,0.400000005960464,1,,9,14,1,4,1,,,1,,2,,"H26603-04-01",812.415954589844
266030401,3,2,4,620,,26603006,0.200000002980232,1,,6,14,2,,,,,,,,,"H26603-04-01",812.415954589844
266030401,4,3,1,130,,26603006,0.100000001490116,2,40,9,14,1,1,1,2,1,1,,2,,"H26603-04-01",812.415954589844
266030401,5,3,2,210,,26603006,0.150000005960464,2,60,9,14,1,5,22,5,1,1,,2,,"H26603-04-01",812.415954589844
266030402,1,1,1,150,,26603011,0.100000001490116,1,,2,14,1,3,1,,,1,,2,,"H26603-04-02",812.415954589844
266030402,3,1,2,130,,26603011,0.100000001490116,2,30,9,14,1,1,1,2,1,1,,2,,"H26603-04-02",812.415954589844
266030402,2,1,2,210,,26603011,0.100000001490116,2,70,9,14,1,5,1,7,1,1,,2,,"H26603-04-02",812.415954589844
266030402,4,1,3,610,,26603011,0.100000001490116,1,,9,14,1,1,37,,,1,,2,,"H26603-04-02",812.415954589844
266030402,5,1,4,620,,26603011,0.100000001490116,1,,4,14,2,,,,,,,,,"H26603-04-02",812.415954589844
266030403,1,1,1,210,,26603002,0.200000002980232,1,,9,14,1,4,1,,,1,,1,8000,"H26603-04-03",812.415954589844
266030403,2,2,2,620,,26603002,0.200000002980232,1,,10,14,2,,,,,,,,,"H26603-04-03",812.415954589844
266030403,3,3,3,222,,26603002,0.200000002980232,1,,9,14,1,5,1,,,1,,1,10000,"H26603-04-03",812.415954589844
266030403,4,4,4,620,,26603002,0.100000001490116,1,,6,14,2,,,,,,,,,"H26603-04-03",812.415954589844
266050401,1,2,1,210,,26605003,0.400000005960464,1,,9,14,1,5,1,,,1,,2,,"H26605-04-01",2437.248046875
266050401,2,3,2,620,,26605003,0.300000011920929,1,,9,14,1,2,66,,,1,,2,,"H26605-04-01",2437.248046875
266050401,3,4,3,620,,26605003,0.200000002980232,1,,9,14,1,2,66,,,1,,2,,"H26605-04-01",2437.248046875
266070401,1,1,1,620,,26607002,0.200000002980232,1,,9,14,1,2,66,,,1,,2,,"H26607-04-01",2437.248046875
266070401,2,2,2,620,,26607002,0.100000001490116,1,,9,14,1,2,66,,,1,,2,,"H26607-04-01",2437.248046875
266070401,3,3,3,620,,26607002,0.100000001490116,1,,10,14,1,2,66,,,1,,2,,"H26607-04-01",2437.248046875
266100401,1,1,1,620,,26610014,0.800000011920929,1,,9,14,2,,,,,,,,,"H26610-04-01",2437.248046875
266100401,2,2,2,741,,26610014,0.200000002980232,1,,1,1,2,,,,,,,,,"H26610-04-01",2437.248046875
266100401,3,2,3,610,,26610014,0.200000002980232,1,,8,14,1,1,22,,,1,,2,,"H26610-04-01",2437.248046875
266100401,4,2,4,410,,26610014,0.100000001490116,1,,7,14,2,,,,,,,,,"H26610-04-01",2437.248046875
266100401,5,3,5,130,,26610014,0.5,1,,8,14,1,3,1,,,1,,2,,"H26610-04-01",2437.248046875
270040401,2,1,1,210,,27004001,0.25,2,40,8,14,1,3,1,10,1,1,,2,,"H27004-04-01",3443.49438476563
270040401,1,1,1,741,,27004002,0.25,2,60,99,13,2,,,,,,,,,"H27004-04-01",3443.49438476563
270040401,3,2,2,141,,27004001,0.5,2,50,8,14,1,2,1,10,1,1,,2,,"H27004-04-01",3443.49438476563
270040401,4,2,2,630,,27004001,0.5,2,50,8,14,2,,,,,,,,,"H27004-04-01",3443.49438476563
270050401,1,1,1,420,,27005002,0.5,1,,8,14,1,1,99,,,1,,1,8500,"H27005-04-01",3443.49438476563
270050401,2,2,2,620,,27005002,0.25,1,,8,14,1,3,66,,,1,,2,,"H27005-04-01",3443.49438476563
270060401,1,1,1,610,,27006002,0.300000011920929,1,,8,14,1,2,22,,,1,,2,,"H27006-04-01",1721.74719238281
270060401,2,1,2,210,,27006002,0.25,1,,8,14,1,5,31,,,1,,2,,"H27006-04-01",1721.74719238281
270060401,3,1,3,130,,27006002,0.25,1,,8,14,1,3,31,,,1,,2,,"H27006-04-01",1721.74719238281
270070401,1,1,1,741,,27007001,0.5,2,50,99,1,2,,,,,,,,,"H27007-04-01",3443.49438476563
270070401,3,1,1,130,,27007001,0.5,2,20,8,14,1,3,1,10,1,1,,2,,"H27007-04-01",3443.49438476563
270070401,2,1,1,210,,27007001,0.5,2,30,8,14,1,5,1,10,1,1,,2,,"H27007-04-01",3443.49438476563
270080401,2,1,1,210,,27008012,0.349999994039536,2,40,8,14,1,7,1,15,1,1,,1,14000,"H27008-04-01",3443.49438476563
270080401,1,1,1,741,,27008012,0.349999994039536,2,30,8,14,2,,,,,,,,,"H27008-04-01",3443.49438476563
270080401,3,1,1,130,,27008012,0.349999994039536,2,30,8,14,1,2,85,2,85,1,,1,1000,"H27008-04-01",3443.49438476563
270080401,5,2,2,210,,27008012,0.5,2,30,8,14,1,10,1,10,1,1,,1,20000,"H27008-04-01",3443.49438476563
270080401,4,2,2,741,,27008012,0.5,2,50,8,14,1,40,85,40,85,1,,2,,"H27008-04-01",3443.49438476563
270080401,6,2,2,130,,27008012,0.5,2,20,8,14,1,10,1,10,1,1,,2,,"H27008-04-01",3443.49438476563
270100401,1,1,1,741,,27010002,1,1,,99,5,2,,,,,,,,,"H27010-04-01",1147.83142089844
270100401,2,1,2,141,,27010002,0.25,1,,8,14,1,1,31,,,1,,1,2000,"H27010-04-01",1147.83142089844
270100401,3,1,3,620,,27010002,0.5,1,,8,14,1,6,66,,,1,,2,,"H27010-04-01",1147.83142089844
270100401,4,1,4,210,,27010002,0.5,1,,8,14,1,12,31,,,1,,2,,"H27010-04-01",1147.83142089844
271020401,1,1,1,741,,27102001,1,1,,99,6,2,,,,,,,,,"H27102-04-01",3443.49438476563
271020401,2,1,2,630,,27102001,0.5,1,,8,14,2,,,,,,,,,"H27102-04-01",3443.49438476563
271020401,3,1,3,130,,27102001,1,1,,8,14,1,40,1,,,1,,2,,"H27102-04-01",3443.49438476563
271020401,4,1,4,620,,27102001,0.300000011920929,1,,8,14,1,7,66,,,1,,2,,"H27102-04-01",3443.49438476563
271020401,5,1,5,310,,27102001,0.200000002980232,1,,8,14,1,3,1,,,1,,2,,"H27102-04-01",3443.49438476563
271020401,6,2,6,210,,27102001,0.25,1,,9,14,1,3,1,,,1,,2,,"H27102-04-01",3443.49438476563
271020401,7,2,7,130,,27102001,0.25,1,,9,14,1,1,1,,,1,,2,,"H27102-04-01",3443.49438476563
271020401,8,2,8,620,,27102001,0.5,1,,9,14,1,15,66,,,1,,2,,"H27102-04-01",3443.49438476563
271030401,2,1,1,640,,27103001,1,2,5,6,14,2,,,,,,,,,"H27103-04-01",3443.49438476563
271030401,4,1,1,130,,27103001,1,2,5,7,14,1,0.5,1,,,1,,2,,"H27103-04-01",3443.49438476563
271030401,3,1,1,210,,27103001,1,2,10,7,14,1,5,1,,,1,,1,10000,"H27103-04-01",3443.49438476563
271030401,1,1,1,741,,27103001,1,2,80,1,1,,,,,,,,,,"H27103-04-01",3443.49438476563
271040401,3,1,1,130,,27104001,0.5,2,30,8,14,1,5,1,10,1,1,,2,,"H27104-04-01",3443.49438476563
271040401,2,1,1,210,,27104001,0.5,2,30,8,14,1,3,1,10,1,1,,2,,"H27104-04-01",3443.49438476563
271040401,1,1,1,630,,27104001,0.5,2,40,7,14,2,,,,,,,,,"H27104-04-01",3443.49438476563
271040401,4,1,2,741,,27104001,0.300000011920929,2,60,99,,2,,,,,,,,,"H27104-04-01",3443.49438476563
271040401,5,1,2,640,,27104001,0.300000011920929,2,40,,,2,,,,,,,,,"H27104-04-01",3443.49438476563
271040401,6,1,3,620,,27104001,0.200000002980232,1,,8,14,2,,,,,,,,,"H27104-04-01",3443.49438476563
271060401,1,1,1,741,,27106003,0.200000002980232,1,,8,14,2,,,,,,,,,"H27106-04-01",1147.83142089844
271060401,2,1,2,130,,27106003,0.100000001490116,1,,8,14,1,3,1,,,1,,2,,"H27106-04-01",1147.83142089844
271060401,3,1,3,210,,27106003,0.100000001490116,1,,8,14,1,10,1,,,1,,2,,"H27106-04-01",1147.83142089844
271060401,4,1,4,640,,27106003,0.100000001490116,1,,8,14,2,,,,,,,,,"H27106-04-01",1147.83142089844
271060402,3,1,1,610,,27106002,0.25,2,60,8,14,,,,,,,,,,"H27106-04-02",1147.83142089844
271060402,2,1,1,130,,27106002,0.25,2,20,7,14,,,,,,,,,,"H27106-04-02",1147.83142089844
271060402,1,1,1,210,,27106002,0.25,2,20,7,14,,,,,,,,,,"H27106-04-02",1147.83142089844
271060402,5,2,2,640,,27106002,0.5,2,40,3,14,,,,,,,,,,"H27106-04-02",1147.83142089844
271060402,4,2,2,741,,27106002,0.5,2,60,99,1,,,,,,,,,,"H27106-04-02",1147.83142089844
271060402,6,2,3,620,,27106002,0.5,2,40,9,14,,,,,,,,,,"H27106-04-02",1147.83142089844
271060402,7,2,3,630,,27106002,0.5,2,60,3,14,,,,,,,,,,"H27106-04-02",1147.83142089844
271070401,1,1,1,741,,27107001,0.25,1,,99,1,2,,,,,,,,,"H27107-04-01",3443.49438476563
271070401,2,1,2,630,,27107001,0.25,1,,5,14,,,,,,,,,,"H27107-04-01",3443.49438476563
271070401,4,1,3,130,,27107001,0.25,2,50,7,14,,,,,,,,,,"H27107-04-01",3443.49438476563
271070401,3,1,3,210,,27107001,0.25,2,50,7,14,,,,,,,,,,"H27107-04-01",3443.49438476563
271070401,5,1,4,610,,27107001,0.25,1,,7,14,,,,,,,,,,"H27107-04-01",3443.49438476563
271070401,6,1,5,620,,27107001,0.5,1,,9,14,,,,,,,,,,"H27107-04-01",3443.49438476563
271080401,1,1,1,741,,27108002,0.300000011920929,2,50,1,1,1,,,,,,,,,"H27108-04-01",3443.49438476563
271080401,2,1,1,744,,27108002,0.5,2,20,1,14,1,,,,,,,,,"H27108-04-01",3443.49438476563
271080401,3,1,1,770,,27108002,0.5,2,10,1,1,1,,,,,,,,,"H27108-04-01",3443.49438476563
271080401,4,1,1,640,,27108002,0.5,2,10,3,14,1,,,,,,,,,"H27108-04-01",3443.49438476563
271080401,5,1,2,630,,27108002,0.25,2,50,7,14,1,,,,,,,,,"H27108-04-01",3443.49438476563
271080401,8,1,3,130,,27108002,0.25,2,30,7,14,1,3,85,,,1,,2,,"H27108-04-01",3443.49438476563
271080401,7,1,3,310,,27108002,0.25,2,70,7,14,1,6,1,,,1,,1,27000,"H27108-04-01",3443.49438476563
271080401,9,1,4,610,,27108002,0.25,2,50,8,14,1,,,,,,,,,"H27108-04-01",3443.49438476563
271080401,6,1,4,210,,27108002,0.25,2,50,8,14,1,25,1,,,1,,1,50000,"H27108-04-01",3443.49438476563
271100401,1,1,1,741,,27110002,0.75,1,,99,2,2,,,,,,,,,"H27110-04-01",3443.49438476563
271100401,2,1,2,630,,27110002,0.25,1,,6,14,2,,,,,,,,,"H27110-04-01",3443.49438476563
271100401,6,1,5,130,,27110002,0.850000023841858,2,50,8,14,1,20,1,,,1,,2,,"H27110-04-01",3443.49438476563
271100401,5,1,5,210,,27110002,0.850000023841858,2,50,8,14,1,10,1,,,1,,2,,"H27110-04-01",3443.49438476563
271100401,7,1,6,620,,27110002,0.150000005960464,1,,9,14,1,4,66,,,1,,2,,"H27110-04-01",3443.49438476563
274020401,2,1,1,210,,27402001,0.5,2,30,8,14,1,20,1,20,1,1,,2,,"H27402-04-01",1721.74743652344
274020401,1,1,1,741,,27402001,0.5,2,70,1,1,2,,,,,,,,,"H27402-04-01",1721.74743652344
274020401,3,1,2,620,,27402001,0.25,1,,8,14,1,5,66,,,1,,2,,"H27402-04-01",1721.74743652344
274020401,4,1,3,420,,27402001,0.5,1,,8,14,1,5,99,,,1,,2,,"H27402-04-01",1721.74743652344
274020401,5,1,4,440,,27402001,0.5,1,,8,14,1,5,99,,,1,,1,1250,"H27402-04-01",1721.74743652344
274020401,6,1,5,610,,27402001,0.25,1,,8,14,1,3,22,,,1,,2,,"H27402-04-01",1721.74743652344
274020402,2,1,1,210,,27402004,0.5,2,50,7,14,1,20,1,40,1,1,,1,30000,"H27402-04-02",1721.74743652344
274020402,1,1,1,741,,27402004,0.5,2,50,1,1,2,,,,,,,,,"H27402-04-02",1721.74743652344
274020402,3,1,2,620,,27402004,0.100000001490116,1,,7,14,1,3,66,,,1,,2,,"H27402-04-02",1721.74743652344
274020402,5,1,3,210,,27402004,0.150000005960464,2,50,8,14,1,5,1,15,1,1,,1,7500,"H27402-04-02",1721.74743652344
274020402,4,1,3,630,,27402004,0.150000005960464,2,50,8,14,1,3,66,3,66,1,,2,,"H27402-04-02",1721.74743652344
274020402,6,1,4,610,,27402004,0.150000005960464,1,,8,14,1,1,22,,,1,,1,8000,"H27402-04-02",1721.74743652344
274020402,7,1,5,420,,27402004,0.150000005960464,1,,8,14,1,1,99,,,1,,2,,"H27402-04-02",1721.74743652344
274030401,2,1,1,210,,27403003,1,2,50,8,14,1,6,1,20,1,1,,2,,"H27403-04-01",3443.49487304688
274030401,3,1,1,130,,27403003,1,2,20,8,14,1,1,1,15,1,1,,2,,"H27403-04-01",3443.49487304688
274030401,1,1,1,741,,27403003,1,2,30,99,8,2,,,,,,,,,"H27403-04-01",3443.49487304688
274030401,4,2,2,440,,27403003,0.400000005960464,1,,8,14,1,2,1,,,1,,2,,"H27403-04-01",3443.49487304688
274030401,6,2,3,741,,27403003,0.600000023841858,2,40,99,1,2,,,,,,,,,"H27403-04-01",3443.49487304688
274030401,5,2,3,630,,27403003,0.600000023841858,2,60,3,14,2,,,,,,,,,"H27403-04-01",3443.49487304688
274040401,3,1,1,130,,27404001,0.5,2,20,8,14,1,6,1,10,1,1,,2,,"H27404-04-01",1721.74743652344
274040401,1,1,1,741,,27404001,0.5,2,50,1,1,2,,,,,,,,,"H27404-04-01",1721.74743652344
274040401,2,1,1,210,,27404001,0.5,2,25,7,14,1,17,1,34,1,1,,2,,"H27404-04-01",1721.74743652344
274040401,4,1,2,620,,27404001,0.25,1,,8,14,1,1,66,,,1,,2,,"H27404-04-01",1721.74743652344
274040402,1,1,1,630,,27404002,0.25,2,30,8,14,1,3,66,,,1,,2,,"H27404-04-02",1721.74743652344
274040402,2,1,1,210,,27404002,0.25,2,40,8,14,1,5,1,,,1,,2,,"H27404-04-02",1721.74743652344
274040402,3,1,1,130,,27404002,0.25,2,30,8,14,1,,,,,,,,,"H27404-04-02",1721.74743652344
274040402,4,1,2,610,,27404002,0.5,1,,8,14,1,1,22,,,1,,2,,"H27404-04-02",1721.74743652344
274040402,5,1,3,741,,27404002,0.5,1,,1,1,2,,,,,,,,,"H27404-04-02",1721.74743652344
274060401,2,1,1,210,,27406002,1,2,70,8,14,1,10,30,20,30,1,,1,20000,"H27406-04-01",3443.49487304688
274060401,1,1,1,741,,27406002,1,2,30,99,8,2,,,,,,,,,"H27406-04-01",3443.49487304688
274060401,3,1,2,610,,27406002,0.5,1,,8,14,1,6,22,,,1,,2,,"H27406-04-01",3443.49487304688
274060401,4,1,3,620,,27406002,0.5,1,,8,14,1,5,66,,,1,,2,,"H27406-04-01",3443.49487304688
274070401,1,1,1,741,,27407002,1,2,30,99,1,2,,,,,,,,,"H27407-04-01",3443.49487304688
274070401,2,1,1,210,,27407002,1,2,70,8,14,1,20,1,30,1,1,,2,,"H27407-04-01",3443.49487304688
274070401,3,2,2,410,,27407002,0.200000002980232,1,,8,14,1,1,99,,,2,3,1,1300,"H27407-04-01",3443.49487304688
274080401,1,1,1,741,,27408002,0.5,1,,99,1,2,,,,,,,,,"H27408-04-01",3443.49487304688
274080401,2,2,2,610,,27408002,0.5,1,,8,14,1,1,22,,,1,,2,,"H27408-04-01",3443.49487304688
274080401,3,3,3,630,,27408002,0.5,1,,3,14,2,,,,,,,,,"H27408-04-01",3443.49487304688
274090401,1,1,1,741,,27409002,0.5,2,50,1,1,2,,,,,,,,,"H27409-04-01",3443.49487304688
274090401,2,1,1,210,,27409002,0.5,2,30,8,14,1,,,,,,,,,"H27409-04-01",3443.49487304688
274090401,3,1,1,130,,27409002,0.5,2,20,8,14,1,,,,,,,,,"H27409-04-01",3443.49487304688
274100401,1,1,1,741,,27410003,1,1,,99,12,2,,,,,,,,,"H27410-04-01",3443.49487304688
274100401,2,1,2,630,,27410003,0.5,1,,99,12,2,,,,,,,,,"H27410-04-01",3443.49487304688
274100401,3,1,3,410,,27410003,0.25,1,,8,14,1,1,99,,,2,3,1,13000,"H27410-04-01",3443.49487304688
274100401,4,1,4,210,,27410003,0.25,1,,8,14,1,4,30,,,1,,1,8000,"H27410-04-01",3443.49487304688
278010401,1,1,1,630,,27801001,0.5,1,,8,12,2,,,,,,,,,"H27801-04-01",3443.49438476563
278010401,2,1,2,610,,27801001,0.25,1,,8,14,1,5,22,,,2,3,1,50000,"H27801-04-01",3443.49438476563
278010401,3,1,3,210,,27801001,0.5,1,,8,14,1,10,1,,,1,,1,18000,"H27801-04-01",3443.49438476563
278020401,2,1,1,741,,27802002,1.5,2,50,1,1,2,,,,,,,,,"H27802-04-01",3443.49438476563
278020401,1,1,1,811,,27802002,1.5,2,50,1,1,2,,,,,,,,,"H27802-04-01",3443.49438476563
278020401,4,2,2,630,,27802002,0.5,2,40,3,14,,,,,,,,,,"H27802-04-01",3443.49438476563
278020401,3,2,2,210,,27802002,0.5,2,60,7,14,1,16,1,20,1,1,,1,28000,"H27802-04-01",3443.49438476563
278030401,1,1,1,741,,27803002,1,1,,99,1,2,,,,,,,,,"H27803-04-01",3443.49438476563
278030401,2,1,2,812,,27803002,1,1,,99,1,2,,,,,,,,,"H27803-04-01",3443.49438476563
278030401,3,1,3,630,,27803002,0.25,1,,3,14,2,,,,,,,,,"H27803-04-01",3443.49438476563
278030401,4,1,4,610,,27803002,0.25,1,,8,14,1,5,22,,,1,,1,50000,"H27803-04-01",3443.49438476563
278030401,6,1,5,130,,27803002,0.5,2,50,9,14,1,3,1,6,1,1,,2,,"H27803-04-01",3443.49438476563
278030401,5,1,5,210,,27803002,0.5,2,50,9,14,1,10,1,20,1,1,,1,20000,"H27803-04-01",3443.49438476563
278040401,1,2,1,610,,27804002,0.5,1,,8,14,1,3,22,,,1,,2,,"H27804-04-01",3443.49438476563
278040401,2,3,2,811,,27804002,0.25,1,,99,1,2,,,,,,,,,"H27804-04-01",3443.49438476563
278040401,3,3,3,741,,27804002,0.25,1,,99,10,2,,,,,,,,,"H27804-04-01",3443.49438476563
278050401,1,1,1,210,,27805001,0.5,2,50,7,14,1,10,1,25,1,1,,1,20000,"H27805-04-01",1721.74719238281
278050401,2,1,1,310,,27805001,0.5,2,50,7,14,1,15,1,25,1,1,,1,35000,"H27805-04-01",1721.74719238281
278050401,6,1,3,610,,27805001,0.5,1,,8,14,1,10,22,,,1,,1,100000,"H27805-04-01",1721.74719238281
278050401,3,2,2,811,,27805001,0.5,2,47,1,1,2,,,,,,,,,"H27805-04-01",1721.74719238281
278050401,5,2,2,770,,27805001,0.5,2,3,1,1,2,,,,,,,,,"H27805-04-01",1721.74719238281
278050401,4,2,2,741,,27805001,0.5,2,50,1,1,2,,,,,,,,,"H27805-04-01",1721.74719238281
278050402,2,1,1,811,,27805012,1,2,70,1,14,2,,,,,,,,,"H27805-04-02",1721.74719238281
278050402,1,1,1,741,,27805012,1,2,30,1,1,2,,,,,,,,,"H27805-04-02",1721.74719238281
278050402,3,2,2,130,,27805012,0.25,2,50,7,14,1,2,1,5,1,1,,1,1200,"H27805-04-02",1721.74719238281
278050402,4,2,2,210,,27805012,0.25,2,50,7,14,1,5,1,10,1,1,,1,18000,"H27805-04-02",1721.74719238281
278050402,5,3,3,310,,27805012,0.25,2,50,8,14,1,1,22,5,1,1,,1,4500,"H27805-04-02",1721.74719238281
278050402,7,3,3,630,,27805012,0.25,2,40,2,14,1,1,10,1,10,1,,2,,"H27805-04-02",1721.74719238281
278050402,6,3,3,130,,27805012,0.25,2,30,7,14,1,2,1,5,1,1,,1,1200,"H27805-04-02",1721.74719238281
278060401,7,1,1,640,,27806001,1,2,10,1,14,2,,,,,,,,,"H27806-04-01",1721.74719238281
278060401,1,1,1,741,,27806001,1,2,50,1,1,2,,,,,,,,,"H27806-04-01",1721.74719238281
278060401,2,1,1,210,,27806001,1,2,30,7,14,1,4,1,40,1,1,,2,,"H27806-04-01",1721.74719238281
278060401,3,1,1,744,,27806001,1,2,20,1,1,2,,,,,,,,,"H27806-04-01",1721.74719238281
278060401,4,2,2,610,,27806001,1,2,70,8,14,1,5,22,,,1,,2,,"H27806-04-01",1721.74719238281
278060401,6,2,3,630,,27806001,2,2,30,3,14,2,,,,,,,,,"H27806-04-01",1721.74719238281
278060401,5,2,3,811,,27806001,2,2,70,1,1,2,,,,,,,,,"H27806-04-01",1721.74719238281
278060402,2,1,2,610,,27806002,0.5,2,40,8,14,1,5,22,7,22,1,,1,50000,"H27806-04-02",1721.74719238281
278060402,3,1,2,210,,27806002,0.5,2,30,7,14,1,7,1,15,1,1,,1,14000,"H27806-04-02",1721.74719238281
278060402,6,1,2,630,,27806002,1,2,30,7,14,2,,,,,,,,,"H27806-04-02",1721.74719238281
278060402,4,2,1,741,,27806002,1,2,40,1,1,2,,,,,,,,,"H27806-04-02",1721.74719238281
278060402,5,2,1,744,,27806002,1,2,20,1,1,2,,,,,,,,,"H27806-04-02",1721.74719238281
278060402,1,2,1,811,,27806002,1,2,40,1,1,2,,,,,,,,,"H27806-04-02",1721.74719238281
278070401,1,1,1,741,,27807001,1,1,,99,1,2,,,,,,,,,"H27807-04-01",3443.49438476563
278070401,2,1,2,811,,27807001,1,1,,99,1,2,,,,,,,,,"H27807-04-01",3443.49438476563
278070401,3,1,3,630,,27807001,0.5,1,,8,14,2,,,,,,,,,"H27807-04-01",3443.49438476563
278070401,4,1,4,210,,27807001,0.5,1,,8,14,1,15,1,,,1,,1,30000,"H27807-04-01",3443.49438476563
278080401,3,1,1,811,,27808001,0.959999978542328,2,60,99,1,2,,,,,,,,,"H27808-04-01",1721.74719238281
278080401,2,1,1,630,,27808001,0.959999978542328,2,20,8,14,2,,,,,,,,,"H27808-04-01",1721.74719238281
278080401,1,1,1,210,,27808001,0.959999978542328,2,20,8,14,1,10,1,25,1,1,,2,,"H27808-04-01",1721.74719238281
278100401,2,1,1,630,,27810004,1.5,2,50,3,14,2,,,,,,,,,"H27810-04-01",3443.49438476563
278100401,1,1,1,811,,27810004,1.5,2,50,3,14,2,,,,,,,,,"H27810-04-01",3443.49438476563
278100401,3,2,2,741,,27810004,0.25,1,,3,14,2,,,,,,,,,"H27810-04-01",3443.49438476563
278100401,4,2,3,630,,27810004,0.25,2,40,8,14,2,,,,,,,,,"H27810-04-01",3443.49438476563
278100401,5,3,4,741,,27810004,0.5,2,60,3,14,2,,,,,,,,,"H27810-04-01",3443.49438476563
279010401,1,1,1,741,,27901002,1,1,,99,12,2,,,,,,,,,"H27901-04-01",3443.49438476563
279010401,2,1,2,812,,27901002,0.5,1,,99,1,2,,,,,,,,,"H27901-04-01",3443.49438476563
279010401,3,1,3,630,,27901002,0.5,1,,3,14,2,,,,,,,,,"H27901-04-01",3443.49438476563
279010401,4,1,4,210,,27901002,0.5,1,,8,14,1,5,1,,,1,,2,,"H27901-04-01",3443.49438476563
279010401,6,2,5,130,,27901002,1.5,2,60,8,14,1,12,1,20,1,1,,2,,"H27901-04-01",3443.49438476563
279010401,5,2,5,210,,27901002,1.5,2,40,8,14,1,1,20,2,20,1,,2,,"H27901-04-01",3443.49438476563
279020401,1,1,1,811,,27902005,1,1,,99,7,2,,,,,,,,,"H27902-04-01",3443.49438476563
279020401,2,2,2,520,,27902005,1,1,,8,14,1,5,1,,,1,,1,3000,"H27902-04-01",3443.49438476563
279030401,8,1,6,130,,27903002,2,1,,8,14,1,10,1,,,1,,1,2500,"H27903-04-01",3443.49438476563
