"HHID","parcelID","plotID","a3aq3_1","a3aq3_2","a3aq3_3","a3aq3_4a","a3aq3_4b","a3aq3a","a3aq4","a3aq5","a3aq6","a3aq7","a3aq8","a3aq9","a3aq12","a3aq13","a3aq14","a3aq15","a3aq16","a3aq17","a3aq18","a3aq19","a3aq22","a3aq23","a3aq24b","a3aq24a","a3aq25","a3aq26","a3aq27","a3aq28","a3aq33a","a3aq33b","a3aq33c","a3aq33d","a3aq33e","a3aq33a_1","a3aq33b_1","a3aq33c_1","a3aq33d_1","a3aq33e_1","a3aq34","a3aq35a","a3aq35b","a3aq35c","a3aq36","a3aq33","hh","wgt_X"
224010401,1,1,22401001,2,,22401001,22401002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22401001,22401002,22401004,22401005,22401006,14,14,14,14,14,2,,,,,6,"H22401-04-01",1102.41516113281
224010401,2,2,22401001,2,,22401001,22401002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22401001,22401002,22401004,22401005,22401006,21,21,21,21,21,2,,,,,6,"H22401-04-01",1102.41516113281
224010401,3,3,22401001,2,,22401001,22401002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22401001,22401002,22401004,22401005,22401006,25,25,25,25,25,2,,,,,6,"H22401-04-01",1102.41516113281
224010402,1,1,22401003,2,,22401003,22401012,2,2,,,,,,,2,,,,,,,2,,,,,,,,22401003,22401012,,,,22,20,,,,2,,,,,2,"H22401-04-02",1102.41516113281
224010402,1,2,22401003,2,,22401003,22401012,2,2,,,,,,,2,,,,,,,2,,,,,,,,22401003,22401012,,,,17,16,,,,2,,,,,2,"H22401-04-02",1102.41516113281
224060401,1,1,22406001,1,22406001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22406001,22406003,22406004,,,24,8,8,,,2,,,,,3,"H22406-04-01",2204.83032226563
224060401,2,2,22406001,1,22406001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22406001,22406003,22406004,,,32,12,12,,,2,,,,,3,"H22406-04-01",2204.83032226563
224070401,1,1,22407009,1,22407003,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22407009,22407003,,,,8,12,,,,1,12,20,0,40000,2,"H22407-04-01",734.943359375
224070401,2,2,22407003,1,22407003,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22407003,22407006,22407007,,,12,3,8,,,1,0,20,0,30000,3,"H22407-04-01",734.943359375
224070402,1,1,22407004,1,22407004,,,2,2,,,,,,,2,,,,,,,1,1,0.100000001490116,2,1,0.100000001490116,2500,3,22407004,,,,,6,,,,,1,28,32,0,65000,1,"H22407-04-02",734.943359375
224070402,2,2,22407004,1,22407004,,,2,2,,,,,,,2,,,,,,,1,1,0.100000001490116,2,1,0.100000001490116,2500,3,22407004,,,,,4,,,,,1,24,24,0,60000,1,"H22407-04-02",734.943359375
224080401,1,1,22408001,1,22408001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22408001,22408003,22408002,,,30,10,25,,,2,,,,,3,"H22408-04-01",2204.83032226563
224080401,1,2,22408001,1,22408001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22408001,22408002,22408003,,,40,10,35,,,2,,,,,3,"H22408-04-01",2204.83032226563
224090401,1,1,22409001,2,,22409001,22409002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22409002,22409003,22409004,22409005,,10,6,6,6,,1,4,4,4,118000,4,"H22409-04-01",2204.83032226563
224100401,1,1,22410001,2,,22410001,22410002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22410002,,,,,11,,,,,2,,,,,1,"H22410-04-01",2204.83032226563
224100401,2,2,22410001,2,,22410001,22410002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22410002,,,,,28,,,,,2,,,,,1,"H22410-04-01",2204.83032226563
224100401,3,3,22410001,2,,22410001,22410002,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,1,1,0,0,12000,0,"H22410-04-01",2204.83032226563
225010401,1,1,22501001,1,22501001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22501001,22501002,,,,29,25,,,,2,,,,,2,"H22501-04-01",2204.83032226563
225010401,1,2,22501001,1,22501001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22501001,22501002,,,,23,30,,,,2,,,,,2,"H22501-04-01",2204.83032226563
225020401,2,1,22502001,2,,22502001,22502006,2,2,,,,,,,2,,,,,,,2,,,,,,,,22502001,22502006,,,,25,25,,,,1,3,0,0,15000,2,"H22502-04-01",1102.41516113281
225020401,2,2,22502001,2,,22502001,22502006,2,2,,,,,,,2,,,,,,,2,,,,,,,,22502001,22502006,,,,20,21,,,,1,3,0,0,15000,2,"H22502-04-01",1102.41516113281
225020401,3,3,22502001,2,,22502001,22502006,2,2,,,,,,,2,,,,,,,2,,,,,,,,22502001,22502006,,,,22,21,,,,1,6,0,0,15000,2,"H22502-04-01",1102.41516113281
225020402,1,1,22502009,1,22502009,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22502009,22502010,,,,15,10,,,,2,,,,,2,"H22502-04-02",1102.41516113281
225030401,1,1,22503006,1,22503006,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22503005,,,,,5,,,,,1,20,15,0,75000,1,"H22503-04-01",1102.41516113281
225030402,1,1,22503002,1,22503002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22503002,22503001,,,,12,25,,,,2,,,,,2,"H22503-04-02",1102.41516113281
225030402,1,2,22503002,1,22503002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22503002,22503001,,,,12,25,,,,2,,,,,2,"H22503-04-02",1102.41516113281
225030402,1,3,22503002,1,22503002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22503002,22503001,,,,10,15,,,,2,,,,,2,"H22503-04-02",1102.41516113281
225030402,1,4,22503002,1,22503002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22503002,22503001,,,,26,18,,,,1,20,12,0,26000,2,"H22503-04-02",1102.41516113281
225030402,3,5,22503002,1,22503002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,22503002,22503001,,,,16,15,,,,1,25,120,0,54000,2,"H22503-04-02",1102.41516113281
225040401,2,1,22504005,2,,22504001,22504003,2,2,,,,,,,2,,,,,,,2,,,,,,,,22504003,22504004,22504005,22504001,,25,25,24,12,,1,4,2,0,12000,4,"H22504-04-01",2204.83032226563
225040401,3,2,22504005,2,,22504001,22504003,2,2,,,,,,,2,,,,,,,2,,,,,,,,22504003,22504004,22504005,22504001,,35,35,30,14,,2,,,,,4,"H22504-04-01",2204.83032226563
225040401,4,3,22504005,2,,22504001,22504003,2,2,,,,,,,2,,,,,,,2,,,,,,,,22504003,22504004,22504005,22504001,,10,10,8,6,,2,,,,,4,"H22504-04-01",2204.83032226563
225050401,1,1,22505002,2,,22505001,22505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22505001,22505002,,,,45,54,,,,2,,,,,2,"H22505-04-01",2204.83032226563
225050401,3,2,22505002,2,,22505001,22505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22505001,22505002,,,,54,50,,,,1,3,0,0,15000,2,"H22505-04-01",2204.83032226563
225060401,2,1,22506001,2,,22506001,22506002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22506001,22506002,22506003,22506004,,24,26,14,14,,2,,,,,4,"H22506-04-01",2204.83032226563
225060401,2,2,22506001,2,,22506001,22506002,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H22506-04-01",2204.83032226563
225070401,1,1,22507002,2,,22507001,22507002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22507001,22507002,22507003,,,15,25,6,,,2,,,,,3,"H22507-04-01",2204.83032226563
225070401,1,3,22507002,2,,22507001,22507002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22507001,22507002,22507003,,,20,25,12,,,2,,,,,3,"H22507-04-01",2204.83032226563
225090401,1,1,22509002,2,,22509001,22509002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22509002,,,,,1,,,,,2,,,,,1,"H22509-04-01",2204.83032226563
225090401,1,2,22509002,2,,22509001,22509002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22509002,22509001,,,,32,15,,,,1,12,0,0,20000,2,"H22509-04-01",2204.83032226563
225100401,1,1,22510002,2,,22510001,22510002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22510001,22510002,22510003,22510004,22510005,22,28,20,21,19,2,,,,,6,"H22510-04-01",2204.83032226563
225100401,2,2,22510002,2,,22510001,22510002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22510001,22510002,22510003,22510004,22510005,22,25,15,15,13,2,,,,,7,"H22510-04-01",2204.83032226563
225100401,2,3,22510002,2,,22510001,22510002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22510001,22510002,22510003,22510004,22510005,20,27,24,24,20,2,,,,,7,"H22510-04-01",2204.83032226563
225100401,3,4,22510002,2,,22510001,22510002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22510001,22510002,22510003,22510004,22510005,25,30,26,25,15,1,2,8,0,120000,7,"H22510-04-01",2204.83032226563
228020401,2,1,22802002,2,,22802001,22802002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22802001,22802002,22802003,,,18,25,18,,,2,,,,,3,"H22802-04-01",2204.83032226563
228020401,2,2,22802002,2,,22802001,22802002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22802001,22802002,,,,15,19,,,,2,,,,,2,"H22802-04-01",2204.83032226563
228020401,4,3,22802002,2,,22802001,22802002,2,2,,,,,,,2,,,,,,,2,,,,,,,,22802001,22802002,,,,23,21,,,,1,3,3,0,25000,2,"H22802-04-01",2204.83032226563
228030401,1,1,22803004,2,,22803004,22803001,2,2,,,,,,,2,,,,,,,2,,,,,,,,22803004,22803001,,,,18,24,,,,2,,,,,2,"H22803-04-01",2204.83032226563
228030401,3,2,22803004,2,,22803004,22803001,2,2,,,,,,,2,,,,,,,2,,,,,,,,22803004,22803001,,,,8,18,,,,1,14,4,0,35000,2,"H22803-04-01",2204.83032226563
228050401,1,1,22805002,1,22805002,,,1,2,,,,,,,2,,,,,,,2,,,,,,,,22805002,22805004,,,,45,15,,,,2,,,,,2,"H22805-04-01",2204.83032226563
228050401,1,2,22805002,1,22805002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H22805-04-01",2204.83032226563
228050401,2,3,22805002,1,22805002,,,1,2,,,,,,,2,,,,,,,2,,,,,,,,22805002,22805004,,,,42,15,,,,2,,,,,2,"H22805-04-01",2204.83032226563
228060401,1,1,22806001,2,,22806001,22806006,2,2,,,,,,,2,,,,,,,2,,,,,,,,22806001,22806006,,,,30,28,,,,1,1,1,0,34000,2,"H22806-04-01",2204.83032226563
228060401,2,2,22806001,2,,22806001,22806006,2,2,,,,,,,2,,,,,,,2,,,,,,,,22806001,22806006,,,,28,28,,,,1,2,0,0,64000,2,"H22806-04-01",2204.83032226563
228070401,1,1,22807001,1,22807001,,,1,2,,,,,,,2,,,,,,,2,,,,,,,,22807001,22807006,,,,40,15,,,,2,,,,,2,"H22807-04-01",2204.83032226563
228070401,1,2,22807001,1,22807001,,,1,2,,,,,,,2,,,,,,,2,,,,,,,,22807001,22807006,,,,36,10,,,,2,,,,,2,"H22807-04-01",2204.83032226563
231010401,1,1,23101001,1,23101001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23101001,23101002,,,,23,15,,,,2,,,,,2,"H23101-04-01",2204.83032226563
231010401,1,2,23101001,1,23101001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23101001,23101002,,,,18,8,,,,2,,,,,2,"H23101-04-01",2204.83032226563
231010401,1,3,23101001,1,23101001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23101001,23101002,,,,15,7,,,,2,,,,,2,"H23101-04-01",2204.83032226563
231020401,1,1,23102001,2,,23102001,23102002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23102001,23102002,23102003,23102004,,12,12,10,10,,1,1,1,0,24000,4,"H23102-04-01",2204.83032226563
231020401,1,2,23102001,2,,23102001,23102002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23102001,23102002,23102003,23102004,,15,14,10,10,,2,,,,,4,"H23102-04-01",2204.83032226563
231020401,1,3,23102001,2,,23102001,23102002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23102001,23102002,23102003,23102004,,14,10,11,10,,2,,,,,4,"H23102-04-01",2204.83032226563
231020401,1,4,23102001,2,,23102001,23102002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23102001,23102002,23102003,23102004,,16,10,13,13,,2,,,,,4,"H23102-04-01",2204.83032226563
231020401,2,5,23102001,2,,23102001,23102002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23102001,23102002,,,,12,15,,,,2,,,,,2,"H23102-04-01",2204.83032226563
231020401,2,6,23102001,2,,23102001,23102002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23102001,23102002,23102003,23102004,,14,6,8,8,,2,,,,,4,"H23102-04-01",2204.83032226563
231030401,1,1,23103001,2,,23103001,23103002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23103001,23103002,,,,12,12,,,,1,2,0,0,40000,2,"H23103-04-01",1102.41516113281
231030401,1,2,23103001,2,,23103001,23103002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23103001,23103002,,,,8,9,,,,1,2,0,0,20000,2,"H23103-04-01",1102.41516113281
231030401,1,3,23103001,2,,23103001,23103002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23103001,23103002,,,,22,20,,,,2,,,,,2,"H23103-04-01",1102.41516113281
231030401,2,4,23103001,2,,23103001,23103002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23103002,23103001,,,,20,22,,,,1,4,0,0,72000,2,"H23103-04-01",1102.41516113281
231030402,1,1,23103003,2,,23103003,23103008,2,2,,,,,,,2,,,,,,,2,,,,,,,,23103003,23103008,,,,36,45,,,,2,,,,,2,"H23103-04-02",1102.41516113281
231030402,2,2,23103003,2,,23103003,23103008,2,2,,,,,,,2,,,,,,,2,,,,,,,,23103003,23103008,,,,20,30,,,,2,,,,,2,"H23103-04-02",1102.41516113281
231040401,1,1,23104001,1,23104001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23104001,23104003,23104005,23104006,,15,8,8,8,,2,,,,,4,"H23104-04-01",1102.41516113281
231040401,1,2,23104001,1,23104001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23104001,23104003,23104006,23104005,,22,10,10,10,,2,,,,,4,"H23104-04-01",1102.41516113281
231040401,1,3,23104001,1,23104001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23104001,23104003,23104005,23104006,,27,20,8,8,,2,,,,,4,"H23104-04-01",1102.41516113281
231040402,1,1,23104009,1,23104004,,,2,2,,,,,,,2,,,,,,,1,1,0.300000011920929,2,1,0.300000011920929,8000,3,23104009,,,,,42,,,,,2,,,,,1,"H23104-04-02",1102.41516113281
231050401,1,1,23105001,1,23105001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23105001,23105004,,,,8,8,,,,2,,,,,2,"H23105-04-01",2204.83032226563
231050401,1,2,23105001,1,23105001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23105001,23105004,23105008,,,9,9,9,,,2,,,,,3,"H23105-04-01",2204.83032226563
231050401,2,3,23105001,1,23105001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23105001,23105004,23105006,23105008,,12,12,12,12,,2,,,,,4,"H23105-04-01",2204.83032226563
231050401,2,4,23105001,1,23105001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23105001,23105008,23105004,,,10,10,10,,,2,,,,,3,"H23105-04-01",2204.83032226563
231050401,3,5,23105001,1,23105001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23105001,23105008,,,,10,5,,,,1,0,6,0,12500,2,"H23105-04-01",2204.83032226563
231050401,3,6,23105001,1,23105001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23105001,23105008,23105004,23105006,,23,20,7,7,,1,0,6,0,30000,4,"H23105-04-01",2204.83032226563
231060401,1,1,23106002,2,,23106001,23106002,1,2,,,,,,,2,,,,,,,2,,,,,,,,23106001,23106002,,,,24,22,,,,1,2,2,0,110000,2,"H23106-04-01",2204.83032226563
231060401,2,2,23106002,2,,23106001,23106002,1,2,,,,,,,2,,,,,,,2,,,,,,,,23106001,23106002,,,,22,29,,,,1,2,5,0,50000,2,"H23106-04-01",2204.83032226563
231060401,2,3,23106002,2,,23106001,23106002,1,2,,,,,,,2,,,,,,,2,,,,,,,,23106002,,,,,30,,,,,1,5,5,0,132000,1,"H23106-04-01",2204.83032226563
231070401,1,1,23107001,2,,23107001,23107002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23107001,23107004,,,,12,12,,,,2,,,,,2,"H23107-04-01",2204.83032226563
231070401,1,2,23107001,2,,23107001,23107002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23107001,23107002,,,,10,10,,,,2,,,,,2,"H23107-04-01",2204.83032226563
231080401,1,1,23108002,2,,23108001,23108002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23108001,23108002,,,,9,9,,,,2,,,,,2,"H23108-04-01",2204.83032226563
231080401,1,2,23108002,2,,23108001,23108002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23108001,23108002,,,,9,9,,,,2,,,,,2,"H23108-04-01",2204.83032226563
231080401,2,3,23108002,2,,23108001,23108002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23108001,23108002,,,,6,6,,,,2,,,,,2,"H23108-04-01",2204.83032226563
231080401,3,4,23108002,2,,23108001,23108002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23108001,23108002,,,,23,20,,,,2,,,,,2,"H23108-04-01",2204.83032226563
231090401,1,1,23109002,2,,23109002,23109001,2,2,,,,,,,2,,,,,,,2,,,,,,,,23109002,23109004,23109005,23109006,23109001,28,8,16,12,6,2,,,,,5,"H23109-04-01",734.943359375
231090401,2,2,23109002,2,,23109001,23109002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23109002,23109005,23109006,23109007,23109001,22,8,8,8,6,2,,,,,5,"H23109-04-01",734.943359375
231090401,2,3,23109002,2,,23109001,23109002,2,2,,,,,,,2,,,,,,,1,1,0.150000005960464,2,1,0.150000005960464,6000,3,23109002,23109004,23109006,,,21,8,8,,,2,,,,,3,"H23109-04-01",734.943359375
231090403,1,1,23109020,2,,23109017,23109020,2,2,,,,,,,2,,,,,,,2,,,,,,,,23109017,23109020,,,,12,12,,,,1,0,40,0,37000,2,"H23109-04-03",734.943359375
231090403,3,2,23109017,2,,23109017,23109020,2,2,,,,,,,2,,,,,,,2,,,,,,,,23109020,23109017,,,,5,5,,,,2,,,,,2,"H23109-04-03",734.943359375
231100401,1,1,23110001,2,,23110001,23110002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23110001,23110002,23110003,,,8,7,4,,,2,,,,,3,"H23110-04-01",2204.83032226563
231100401,1,2,23110001,2,,23110001,23110002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23110001,23110002,23110003,,,8,8,4,,,1,0,2,0,8000,3,"H23110-04-01",2204.83032226563
231100401,2,3,23110001,2,,23110001,23110002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23110001,23110002,23110003,,,15,14,5,,,1,0,2,0,8000,3,"H23110-04-01",2204.83032226563
231100401,3,4,23110001,2,,23110001,23110002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23110001,23110002,23110003,,,6,10,4,,,1,0,2,0,8000,3,"H23110-04-01",2204.83032226563
233010401,1,1,23301001,1,23301001,,,1,2,,,,,,,2,,,,,,,2,,,,,,,,23301001,23301007,,,,6,6,,,,1,2,5,0,14000,2,"H23301-04-01",1887.58166503906
233020401,1,1,23302002,2,,23302001,23302002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23302001,23302002,23302003,23302004,23302005,10,12,8,8,8,2,,,,,5,"H23302-04-01",1887.58166503906
233020401,2,2,23302002,2,,23302001,23302002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23302001,23302002,23302003,23302004,23302005,12,14,10,7,7,2,,,,,5,"H23302-04-01",1887.58166503906
233030401,1,1,23303014,2,,23303001,23303002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23303002,23303003,23303008,23303014,,12,12,12,12,,2,,,,,4,"H23303-04-01",1887.58166503906
233030401,1,2,23303014,1,23303001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H23303-04-01",1887.58166503906
233030401,2,3,23303014,2,,23303002,23303003,2,2,,,,,,,2,,,,,,,2,,,,,,,,23303001,23303002,23303003,23303008,23303014,8,14,14,14,14,2,,,,,5,"H23303-04-01",1887.58166503906
233030401,2,4,23303014,2,,23303003,23303008,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H23303-04-01",1887.58166503906
233030401,2,5,23303014,2,,23303008,23303009,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H23303-04-01",1887.58166503906
233030401,3,6,23303014,2,,23303014,23303001,2,2,,,,,,,2,,,,,,,2,,,,,,,,23303002,23303008,23303014,23303003,23303001,15,15,15,15,5,2,,,,,5,"H23303-04-01",1887.58166503906
233030401,3,7,23303014,2,,23303014,23303008,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H23303-04-01",1887.58166503906
233030401,3,8,23303014,2,,23303001,23303002,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H23303-04-01",1887.58166503906
233040401,1,1,23304001,1,23304001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23304002,23304003,23304005,23304006,,10,10,10,10,,2,,,,,4,"H23304-04-01",1887.58166503906
233040401,1,2,23304001,1,23304001,,,1,2,,,,,,,2,,,,,,,2,,,,,,,,23304002,23304003,23304005,23304006,,5,5,5,5,,2,,,,,4,"H23304-04-01",1887.58166503906
233060401,1,1,23306001,1,23306001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23306002,23306003,,,,21,18,,,,2,,,,,2,"H23306-04-01",1887.58166503906
233060401,1,2,23306001,1,23306001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H23306-04-01",1887.58166503906
233060401,1,3,23306001,1,23306001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H23306-04-01",1887.58166503906
233060401,1,4,23306001,1,23306001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H23306-04-01",1887.58166503906
233070401,1,1,23307005,2,,23307005,23307006,2,2,,,,,,,2,,,,,,,2,,,,,,,,23307005,23307006,23307010,,,6,6,6,,,2,,,,,3,"H23307-04-01",1887.58166503906
233070401,1,2,23307005,2,,23307005,23307006,2,2,,,,,,,2,,,,,,,2,,,,,,,,23307005,23307006,23307010,,,8,8,8,,,2,,,,,3,"H23307-04-01",1887.58166503906
233080401,1,1,23308001,1,23308001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,1,2,0,0,15000,0,"H23308-04-01",1887.58166503906
233080401,1,2,23308001,1,23308001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,1,2,0,0,15000,0,"H23308-04-01",1887.58166503906
233100401,1,1,23310002,2,,23310001,23310002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23310001,23310002,23310003,,,10,10,6,,,2,,,,,3,"H23310-04-01",1887.58166503906
233100401,1,2,23310002,2,,23310001,23310002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23310001,23310002,23310003,,,10,10,4,,,2,,,,,3,"H23310-04-01",1887.58166503906
233120401,1,1,23312001,2,,23312001,23312007,2,2,,,,,,,2,,,,,,,2,,,,,,,,23312001,23312008,23312007,,,12,12,12,,,2,,,,,3,"H23312-04-01",1887.58166503906
233120401,1,2,23312001,2,,23312001,23312007,1,2,,,,,,,2,,,,,,,2,,,,,,,,23312001,23312007,23312008,,,10,10,10,,,2,,,,,3,"H23312-04-01",1887.58166503906
233120401,2,3,23312001,2,,23312001,23312007,1,2,,,,,,,2,,,,,,,2,,,,,,,,23312001,23312007,23312008,,,12,12,12,,,2,,,,,3,"H23312-04-01",1887.58166503906
234010401,1,1,23401004,1,23401004,,,1,2,,,,,,,2,,,,,,,2,,,,,,,,23401004,23401001,23401006,,,10,10,8,,,2,,,,,3,"H23401-04-01",1887.58166503906
234020401,1,1,23402002,2,,23402001,23402002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23402001,23402002,23402007,,,3,3,3,,,2,,,,,3,"H23402-04-01",1887.58166503906
234020401,2,2,23402002,2,,23402001,23402002,1,2,,,,,,,2,,,,,,,2,,,,,,,,23402001,23402002,23402007,,,10,10,10,,,1,1,4,0,25000,3,"H23402-04-01",1887.58166503906
234040401,1,1,23404003,1,23404003,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23404003,23404010,23404011,23404012,,30,30,30,30,,2,,,,,4,"H23404-04-01",943.790832519531
234050401,1,1,23405001,1,23405002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23405002,23405003,23405004,23405001,23405005,30,30,30,30,30,2,,,,,5,"H23405-04-01",1887.58166503906
234050401,2,2,23405001,1,23405002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23405001,23405002,23405003,23405004,23405005,15,20,20,20,20,2,,,,,5,"H23405-04-01",1887.58166503906
234060401,1,1,23406001,1,23406001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23406001,23406002,23406003,,,12,12,9,,,1,2,4,2,20000,3,"H23406-04-01",1887.58166503906
234060401,2,2,23406001,1,23406001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23406001,23406002,23406003,,,16,16,2,,,1,4,10,0,30000,3,"H23406-04-01",1887.58166503906
234070401,1,1,23407001,1,23407001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23407001,23407003,,,,24,24,,,,1,4,6,0,20000,2,"H23407-04-01",943.790832519531
234080401,1,1,23408002,1,23408004,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23408002,23408004,,,,24,12,,,,1,3,8,0,60000,2,"H23408-04-01",1887.58166503906
234080401,1,2,23408002,1,23408004,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23408002,23408004,,,,18,54,,,,1,3,2,0,15000,2,"H23408-04-01",1887.58166503906
234110401,1,1,23411002,2,,23411002,23411007,2,2,,,,,,,2,,,,,,,2,,,,,,,,23411007,23411002,23411006,23411003,,42,42,30,30,,2,,,,,4,"H23411-04-01",1887.58166503906
234120401,1,1,23412007,2,,23412007,23412002,2,2,,,,,,,2,,,,,,,2,,,,,,,,23412007,23412002,,,,18,14,,,,1,3,3,0,6000,2,"H23412-04-01",1887.58166503906
235020401,1,1,23502001,1,23502001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23502001,,,,,60,,,,,2,,,,,1,"H23502-04-01",2464.5224609375
235030401,1,1,23503019,1,23503019,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23503019,23503020,23503022,,,13,11,15,,,2,,,,,3,"H23503-04-01",616.130615234375
235030401,1,2,23503019,1,23503019,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,23503019,23503020,23503022,,,15,11,11,,,2,,,,,3,"H23503-04-01",616.130615234375
235030402,1,1,23503013,2,,23503014,23503013,2,2,,,,,,,2,,,,,,,2,,,,,,,,23503014,23503013,,,,5,5,,,,1,4,0,0,45000,2,"H23503-04-02",616.130615234375
