"District_Name","SubCounty","Parish","Villagecode","Health_Water_ID","C4KQ103","C4KQ103_Other","C4KQ104","C4KQ105","Health_Response","Reason_Health_Not_Done"
214,214113,21411303,2141130307,4,4,,,,1,
214,214113,21411303,2141130307,4,4,,,,,
214,214113,21411303,2141130307,4,,,,,1,
214,214113,21411303,2141130307,4,,,,,,
214,214113,21411303,2141130307,5,,,,,,
214,214113,21411303,2141130307,5,,,,,1,
214,214113,21411303,2141130307,5,4,,,,1,
214,214113,21411303,2141130307,5,4,,,,,
214,214113,21411303,2141130307,6,4,,,,,
214,214113,21411303,2141130307,6,4,,,,1,
214,214113,21411303,2141130307,6,,,,,1,
214,214113,21411303,2141130307,6,,,,,,
214,214113,21411303,2141130307,7,,,,,1,
214,214113,21411303,2141130307,7,,,,,,
214,214113,21411303,2141130307,7,4,,,,,
214,214113,21411303,2141130307,7,4,,,,1,
215,215109,21510902,2151090208,1,4,,,,1,
215,215109,21510902,2151090208,2,3,,2,2,1,
215,215109,21510902,2151090208,3,4,,,,1,
215,215109,21510902,2151090208,4,2,,0,2,1,
215,215109,21510902,2151090208,5,4,,,,1,
215,215109,21510902,2151090208,6,4,,,,1,
215,215109,21510902,2151090208,7,1,"gravity flow water",0,1,1,
215,215115,21511502,2151150202,1,4,,,,1,
215,215115,21511502,2151150202,2,1,,0,1,1,
215,215115,21511502,2151150202,3,4,,,,1,
215,215115,21511502,2151150202,4,2,,0,2,1,
215,215115,21511502,2151150202,5,4,,,,1,
215,215115,21511502,2151150202,6,3,,2,1,1,
215,215115,21511502,2151150202,7,4,,,,1,
215,215120,21512002,2151200204,1,1,,0,1,1,
215,215120,21512002,2151200204,2,2,,0.200000002980232,1,1,
215,215120,21512002,2151200204,3,4,,,,1,
215,215120,21512002,2151200204,4,3,,0,2,1,
215,215120,21512002,2151200204,5,4,,,,1,
215,215120,21512002,2151200204,6,4,,,,1,
215,215120,21512002,2151200204,7,4,,,,1,
216,216202,21620203,2162020306,1,4,,,,1,
216,216202,21620203,2162020306,1,4,,,,1,
216,216202,21620203,2162020306,2,1,,0,1,1,
216,216202,21620203,2162020306,2,1,,0,1,1,
216,216202,21620203,2162020306,3,4,,,,1,
216,216202,21620203,2162020306,3,4,,,,1,
216,216202,21620203,2162020306,4,2,,0,2,1,
216,216202,21620203,2162020306,4,2,,0,2,1,
216,216202,21620203,2162020306,5,4,,,,1,
216,216202,21620203,2162020306,5,4,,,,1,
216,216202,21620203,2162020306,6,4,,,,1,
216,216202,21620203,2162020306,6,4,,,,1,
216,216202,21620203,2162020306,7,4,,,,1,
216,216202,21620203,2162020306,7,4,,,,1,
218,218103,21810302,2181030213,1,4,,,,1,
218,218103,21810302,2181030213,2,4,,,,1,
218,218103,21810302,2181030213,3,1,,0.300000011920929,1,1,
218,218103,21810302,2181030213,4,4,,,,1,
218,218103,21810302,2181030213,5,4,,,,1,
218,218103,21810302,2181030213,6,4,,,,1,
218,218103,21810302,2181030213,7,4,,,,1,
218,218115,21811504,2181150401,1,4,,,,1,
218,218115,21811504,2181150401,2,4,,,,1,
218,218115,21811504,2181150401,3,3,,3,1,1,
218,218115,21811504,2181150401,4,2,,0,2,1,
218,218115,21811504,2181150401,5,1,,0.200000002980232,1,1,
218,218115,21811504,2181150401,6,4,,,,1,
218,218115,21811504,2181150401,7,4,,,,1,
219,219103,21910313,2191031301,1,4,,,,1,
219,219103,21910313,2191031301,2,4,,,,1,
219,219103,21910313,2191031301,3,4,,,,1,
219,219103,21910313,2191031301,4,1,,0,2,1,
219,219103,21910313,2191031301,5,4,,,,1,
219,219103,21910313,2191031301,6,4,,,,1,
219,219103,21910313,2191031301,7,4,,,,1,
219,219103,21910317,2191031702,1,4,,,,1,
219,219103,21910317,2191031702,1,4,,,,1,
219,219103,21910317,2191031702,2,4,,,,1,
219,219103,21910317,2191031702,2,4,,,,1,
219,219103,21910317,2191031702,3,4,,,,1,
219,219103,21910317,2191031702,3,4,,,,1,
219,219103,21910317,2191031702,4,1,,0,2,1,
219,219103,21910317,2191031702,4,1,,0,2,1,
219,219103,21910317,2191031702,5,4,,,,1,
219,219103,21910317,2191031702,5,4,,,,1,
219,219103,21910317,2191031702,6,4,,,,1,
219,219103,21910317,2191031702,6,4,,,,1,
219,219103,21910317,2191031702,7,4,,,,1,
219,219103,21910317,2191031702,7,4,,,,1,
221,221109,22110902,2211090203,1,2,,0,2,1,
221,221109,22110902,2211090203,2,1,,0,1,1,
221,221109,22110902,2211090203,3,4,,,,1,
221,221109,22110902,2211090203,4,3,,0,2,1,
221,221109,22110902,2211090203,5,4,,,,1,
221,221109,22110902,2211090203,6,4,,,,1,
221,221109,22110902,2211090203,7,4,,,,1,
221,221109,22110905,2211090505,1,4,,,,1,
221,221109,22110905,2211090505,2,1,,3,1,1,
221,221109,22110905,2211090505,3,4,,,,1,
221,221109,22110905,2211090505,4,4,,,,1,
221,221109,22110905,2211090505,5,4,,,,1,
221,221109,22110905,2211090505,6,4,,,,1,
221,221109,22110905,2211090505,7,4,,,,1,
222,222106,22210602,2221060201,1,4,,,,1,
222,222106,22210602,2221060201,2,2,,0.400000005960464,1,1,
222,222106,22210602,2221060201,3,4,,,,1,
222,222106,22210602,2221060201,4,1,,0,2,1,
222,222106,22210602,2221060201,5,4,,,,1,
222,222106,22210602,2221060201,6,4,,,,1,
222,222106,22210602,2221060201,7,4,,,,1,
223,223108,22310805,2231080506,1,4,,,,1,
223,223108,22310805,2231080506,2,1,,0.300000011920929,2,1,
223,223108,22310805,2231080506,3,2,,0.5,1,1,
223,223108,22310805,2231080506,4,4,,,,1,
223,223108,22310805,2231080506,5,3,,1,1,1,
223,223108,22310805,2231080506,6,4,,,,1,
223,223108,22310805,2231080506,7,4,,,,1,
223,223120,22312002,2231200204,1,4,,,,2,
223,223120,22312002,2231200204,2,1,,0.200000002980232,2,2,
223,223120,22312002,2231200204,3,4,,,,2,
223,223120,22312002,2231200204,4,2,,0,2,2,
223,223120,22312002,2231200204,5,3,,2,1,2,
223,223120,22312002,2231200204,6,4,,,,2,
223,223120,22312002,2231200204,7,4,,,,2,
223,223121,22312101,2231210104,1,1,,0,2,1,
223,223121,22312101,2231210104,2,2,,0,1,1,
223,223121,22312101,2231210104,3,3,,4,1,1,
223,223121,22312101,2231210104,4,4,,,,1,
223,223121,22312101,2231210104,5,4,,,,1,
223,223121,22312101,2231210104,6,4,,,,1,
223,223121,22312101,2231210104,7,4,,,,1,
223,223121,22312101,2231210105,1,1,,0,1,3,
223,223121,22312101,2231210105,2,4,,,,3,
223,223121,22312101,2231210105,3,3,,3,1,3,
223,223121,22312101,2231210105,4,2,,0,2,3,
223,223121,22312101,2231210105,5,4,,,,3,
223,223121,22312101,2231210105,6,4,,,,3,
223,223121,22312101,2231210105,7,4,,,,3,
223,223121,22312103,2231210302,1,1,,0,1,1,
223,223121,22312103,2231210302,2,4,,,,1,
223,223121,22312103,2231210302,3,3,,3,1,1,
223,223121,22312103,2231210302,4,2,,0,2,1,
223,223121,22312103,2231210302,5,4,,,,1,
223,223121,22312103,2231210302,6,4,,,,1,
223,223121,22312103,2231210302,7,4,,,,1,
223,223126,22312601,2231260115,1,4,,,,1,
223,223126,22312601,2231260115,2,1,,1,1,1,
223,223126,22312601,2231260115,3,4,,,,1,
223,223126,22312601,2231260115,4,2,,0,2,1,
223,223126,22312601,2231260115,5,4,,,,1,
223,223126,22312601,2231260115,6,4,,,,1,
223,223126,22312601,2231260115,7,4,,,,1,
223,223128,22312801,2231280102,1,1,,0,1,2,
223,223128,22312801,2231280102,2,2,,1,1,2,
223,223128,22312801,2231280102,3,4,,,,2,
223,223128,22312801,2231280102,4,3,,0,2,2,
223,223128,22312801,2231280102,5,4,,,,2,
223,223128,22312801,2231280102,6,4,,,,2,
223,223128,22312801,2231280102,7,4,,,,2,
224,224105,22410505,2241050511,1,4,,,,,
224,224105,22410505,2241050511,2,1,,1,1,,
224,224105,22410505,2241050511,3,4,,,,,
224,224105,22410505,2241050511,4,2,,0,2,,
224,224105,22410505,2241050511,5,4,,,,,
224,224105,22410505,2241050511,6,4,,,,,
224,224105,22410505,2241050511,7,4,,,,,
225,225103,22510304,2251030415,1,4,,,,1,
225,225103,22510304,2251030415,2,4,,,,1,
225,225103,22510304,2251030415,3,2,,1,1,1,
225,225103,22510304,2251030415,4,1,,0,2,1,
225,225103,22510304,2251030415,5,3,,3,1,1,
225,225103,22510304,2251030415,6,4,,,,1,
225,225103,22510304,2251030415,7,4,,,,1,
225,225111,22511103,2251110322,1,4,,,,2,
225,225111,22511103,2251110322,2,4,,,,2,
225,225111,22511103,2251110322,3,4,,,,2,
225,225111,22511103,2251110322,4,2,,0,2,2,
225,225111,22511103,2251110322,5,1,,0.100000001490116,1,2,
225,225111,22511103,2251110322,6,4,,,,2,
225,225111,22511103,2251110322,7,4,,,,2,
226,226101,22610101,2261010102,1,4,,,,1,
226,226101,22610101,2261010102,2,1,,1,1,1,
226,226101,22610101,2261010102,3,4,,,,1,
226,226101,22610101,2261010102,4,2,,0,2,1,
226,226101,22610101,2261010102,5,4,,,,1,
226,226101,22610101,2261010102,6,4,,,,1,
226,226101,22610101,2261010102,7,4,,,,1,
226,226103,22610302,2261030205,1,4,,,,1,
226,226103,22610302,2261030205,2,1,,0.5,1,1,
226,226103,22610302,2261030205,3,4,,,,1,
226,226103,22610302,2261030205,4,2,,0,2,1,
226,226103,22610302,2261030205,5,4,,,,1,
226,226103,22610302,2261030205,6,4,,,,1,
226,226103,22610302,2261030205,7,4,,,,1,
226,226103,22610303,2261030301,1,4,,,,,
226,226103,22610303,2261030301,2,1,,0.200000002980232,1,,
226,226103,22610303,2261030301,3,4,,,,,
226,226103,22610303,2261030301,4,4,,,,,
226,226103,22610303,2261030301,5,4,,,,,
226,226103,22610303,2261030301,6,4,,,,,
226,226103,22610303,2261030301,7,4,,,,,
226,226104,22610405,2261040510,1,4,,,,1,
226,226104,22610405,2261040510,2,1,,0.300000011920929,1,1,
226,226104,22610405,2261040510,3,4,,,,1,
226,226104,22610405,2261040510,4,4,,,,1,
226,226104,22610405,2261040510,5,4,,,,1,
226,226104,22610405,2261040510,6,4,,,,1,
226,226104,22610405,2261040510,7,4,,,,1,
228,228102,22810203,2281020304,1,4,,,,1,
228,228102,22810203,2281020304,2,4,,,,1,
228,228102,22810203,2281020304,3,4,,,,1,
228,228102,22810203,2281020304,4,3,,0,2,1,
228,228102,22810203,2281020304,5,4,,,,1,
228,228102,22810203,2281020304,6,1,,0.5,1,1,
228,228102,22810203,2281020304,7,2,"GRAVITY FLOW WATER",1,1,1,
230,230107,23010709,2301070905,1,,,,,,
230,230107,23010709,2301070905,2,,,,,,
230,230107,23010709,2301070905,3,,,,,,
230,230107,23010709,2301070905,4,,,,,,
230,230107,23010709,2301070905,5,,,,,,
230,230107,23010709,2301070905,6,,,,,,
230,230107,23010709,2301070905,7,,,,,,
232,232101,23210104,2321010406,1,4,,,,1,
232,232101,23210104,2321010406,2,1,,0,1,1,
232,232101,23210104,2321010406,3,4,,,,1,
232,232101,23210104,2321010406,4,2,,0,2,1,
232,232101,23210104,2321010406,5,4,,,,1,
232,232101,23210104,2321010406,6,4,,,,1,
232,232101,23210104,2321010406,7,3,"BORE HOLE OUTSIDE THE FACILITY",1,1,1,
232,232203,23220304,2322030405,1,4,,,,1,
232,232203,23220304,2322030405,2,1,,0.5,1,1,
232,232203,23220304,2322030405,3,4,,,,1,
232,232203,23220304,2322030405,4,2,,0,2,1,
232,232203,23220304,2322030405,5,4,,,,1,
232,232203,23220304,2322030405,6,4,,,,1,
232,232203,23220304,2322030405,7,4,,,,1,
302,302101,30210102,3021010215,1,4,,,,,
302,302101,30210102,3021010215,2,1,,0,1,,
302,302101,30210102,3021010215,3,4,,,,,
302,302101,30210102,3021010215,4,2,,0,2,,
302,302101,30210102,3021010215,5,4,,,,,
302,302101,30210102,3021010215,6,4,,,,,
302,302101,30210102,3021010215,7,4,,,,,
302,302201,30220105,3022010508,1,4,,,,1,
302,302201,30220105,3022010508,2,1,,1,1,1,
302,302201,30220105,3022010508,3,4,,,,1,
302,302201,30220105,3022010508,4,4,,,,1,
302,302201,30220105,3022010508,5,4,,,,1,
302,302201,30220105,3022010508,6,4,,,,1,
302,302201,30220105,3022010508,7,4,,,,1,
302,302201,30220107,3022010708,1,4,,,,2,
302,302201,30220107,3022010708,2,1,,0,1,2,
302,302201,30220107,3022010708,3,4,,,,2,
302,302201,30220107,3022010708,4,2,,0,2,2,
302,302201,30220107,3022010708,5,3,,0.5,1,2,
302,302201,30220107,3022010708,6,4,,,,2,
302,302201,30220107,3022010708,7,4,,,,2,
302,302203,30220302,3022030205,1,,,,,,
302,302203,30220302,3022030205,2,,,,,,
302,302203,30220302,3022030205,3,,,,,,
302,302203,30220302,3022030205,4,,,,,,
302,302203,30220302,3022030205,5,,,,,,
302,302203,30220302,3022030205,6,,,,,,
302,302203,30220302,3022030205,7,,,,,,
302,302204,30220405,3022040505,1,4,,,,1,
302,302204,30220405,3022040505,2,1,,0,1,1,
302,302204,30220405,3022040505,3,4,,,,1,
302,302204,30220405,3022040505,4,2,,0,2,1,
302,302204,30220405,3022040505,5,4,,,,1,
302,302204,30220405,3022040505,6,4,,,,1,
302,302204,30220405,3022040505,7,4,,,,1,
302,302205,30220505,3022050502,1,4,,,,1,
302,302205,30220505,3022050502,2,1,,0,1,1,
302,302205,30220505,3022050502,3,4,,,,1,
302,302205,30220505,3022050502,4,2,,0,2,1,
302,302205,30220505,3022050502,5,4,,,,1,
302,302205,30220505,3022050502,6,4,,,,1,
302,302205,30220505,3022050502,7,4,,,,1,
303,303201,30320102,3032010205,1,4,,,,1,
303,303201,30320102,3032010205,2,1,,0,1,1,
303,303201,30320102,3032010205,3,3,,0.5,1,1,
303,303201,30320102,3032010205,4,2,,0,2,1,
303,303201,30320102,3032010205,5,4,,,,1,
303,303201,30320102,3032010205,6,4,,,,1,
303,303201,30320102,3032010205,7,4,,,,1,
303,303202,30320207,3032020706,1,4,,,,1,
303,303202,30320207,3032020706,2,1,,0,1,1,
303,303202,30320207,3032020706,3,2,,1,1,1,
303,303202,30320207,3032020706,4,4,,,,1,
303,303202,30320207,3032020706,5,4,,,,1,
303,303202,30320207,3032020706,6,4,,,,1,
303,303202,30320207,3032020706,7,4,,,,1,
303,303204,30320405,3032040506,1,,,,,3,"The Community uses the Referal Hospital"
303,303204,30320405,3032040506,2,,,,,3,"The Community uses the Referal Hospital"
303,303204,30320405,3032040506,3,,,,,3,"The Community uses the Referal Hospital"
303,303204,30320405,3032040506,4,,,,,3,"The Community uses the Referal Hospital"
303,303204,30320405,3032040506,5,,,,,3,"The Community uses the Referal Hospital"
303,303204,30320405,3032040506,6,,,,,3,"The Community uses the Referal Hospital"
303,303204,30320405,3032040506,7,,,,,3,"The Community uses the Referal Hospital"
303,303402,30340204,3034020408,1,4,,,,1,
303,303402,30340204,3034020408,2,1,,1,1,1,
303,303402,30340204,3034020408,3,4,,,,1,
303,303402,30340204,3034020408,4,2,,0,2,1,
303,303402,30340204,3034020408,5,4,,,,1,
303,303402,30340204,3034020408,6,4,,,,1,
303,303402,30340204,3034020408,7,4,,,,1,
303,303404,30340401,3034040102,1,2,,0,1,1,
303,303404,30340401,3034040102,2,1,,0,1,1,
303,303404,30340401,3034040102,3,4,,,,1,
303,303404,30340401,3034040102,4,3,,3,2,1,
303,303404,30340401,3034040102,5,4,,,,1,
303,303404,30340401,3034040102,6,4,,,,1,
303,303404,30340401,3034040102,7,4,,,,1,
303,303404,30340403,3034040304,1,2,,0,1,1,
303,303404,30340403,3034040304,2,1,,0,1,1,
303,303404,30340403,3034040304,3,4,,,,1,
303,303404,30340403,3034040304,4,3,,0,2,1,
303,303404,30340403,3034040304,5,4,,,,1,
303,303404,30340403,3034040304,6,4,,,,1,
303,303404,30340403,3034040304,7,4,,,,1,
303,303405,30340507,3034050711,1,4,,,,1,
303,303405,30340507,3034050711,2,1,,0,1,1,
303,303405,30340507,3034050711,3,4,,,,1,
303,303405,30340507,3034050711,4,4,,,,1,
303,303405,30340507,3034050711,5,4,,,,1,
303,303405,30340507,3034050711,6,4,,,,1,
303,303405,30340507,3034050711,7,4,,,,1,
303,303503,30350304,3035030411,1,1,,0,1,,
303,303503,30350304,3035030411,2,4,,,,,
303,303503,30350304,3035030411,3,2,,0.100000001490116,1,,
303,303503,30350304,3035030411,4,3,,0,2,,
303,303503,30350304,3035030411,5,4,,,,,
303,303503,30350304,3035030411,6,4,,,,,
303,303503,30350304,3035030411,7,4,,,,,
303,303504,30350402,3035040205,1,4,,,,1,
303,303504,30350402,3035040205,2,4,,,,1,
303,303504,30350402,3035040205,3,4,,,,1,
303,303504,30350402,3035040205,4,1,,0,2,1,
303,303504,30350402,3035040205,5,2,,2,1,1,
303,303504,30350402,3035040205,6,4,,,,1,
303,303504,30350402,3035040205,7,4,,,,1,
304,304102,30410201,3041020101,1,1,,0,1,,
304,304102,30410201,3041020101,2,2,,0.5,1,,
304,304102,30410201,3041020101,3,4,,,,,
304,304102,30410201,3041020101,4,3,,0,2,,
304,304102,30410201,3041020101,5,4,,,,,
304,304102,30410201,3041020101,6,4,,,,,
304,304102,30410201,3041020101,7,4,,,,,
304,304204,30420401,3042040105,1,1,,0,2,1,
304,304204,30420401,3042040105,2,2,,0.5,1,1,
304,304204,30420401,3042040105,3,4,,,,1,
304,304204,30420401,3042040105,4,4,,,,1,
304,304204,30420401,3042040105,5,4,,,,1,
304,304204,30420401,3042040105,6,4,,,,1,
304,304204,30420401,3042040105,7,4,,,,1,
304,304204,30420402,3042040201,1,1,,0,1,1,
304,304204,30420402,3042040201,2,3,,0.5,1,1,
304,304204,30420402,3042040201,3,2,,0.699999988079071,1,1,
304,304204,30420402,3042040201,4,4,,,,1,
304,304204,30420402,3042040201,5,4,,,,1,
304,304204,30420402,3042040201,6,4,,,,1,
304,304204,30420402,3042040201,7,4,,,,1,
304,304301,30430104,3043010404,1,4,,,,1,
304,304301,30430104,3043010404,2,1,,0,1,1,
304,304301,30430104,3043010404,3,2,,0.5,1,1,
304,304301,30430104,3043010404,4,4,,,,1,
304,304301,30430104,3043010404,5,4,,,,1,
304,304301,30430104,3043010404,6,4,,,,1,
304,304301,30430104,3043010404,7,4,,,,1,
305,305102,30510208,3051020803,1,,,,,,
305,305102,30510208,3051020803,2,,,,,,
305,305102,30510208,3051020803,3,,,,,,
305,305102,30510208,3051020803,4,,,,,,
305,305102,30510208,3051020803,5,,,,,,
305,305102,30510208,3051020803,6,,,,,,
305,305102,30510208,3051020803,7,,,,,,
306,306102,30610203,3061020306,1,1,,0,1,1,
306,306102,30610203,3061020306,2,2,,0,1,1,
306,306102,30610203,3061020306,3,4,,,,1,
306,306102,30610203,3061020306,4,4,,,,1,
306,306102,30610203,3061020306,5,4,,,,1,
306,306102,30610203,3061020306,6,4,,,,1,
306,306102,30610203,3061020306,7,4,,,,1,
306,306103,30610301,3061030101,1,1,,0,1,1,
306,306103,30610301,3061030101,1,1,,0,1,1,
306,306103,30610301,3061030101,2,2,,0,1,1,
306,306103,30610301,3061030101,2,2,,0,1,1,
306,306103,30610301,3061030101,3,4,,,,1,
306,306103,30610301,3061030101,3,4,,,,1,
306,306103,30610301,3061030101,4,3,,0,2,1,
306,306103,30610301,3061030101,4,3,,0,2,1,
306,306103,30610301,3061030101,5,4,,,,1,
306,306103,30610301,3061030101,5,4,,,,1,
306,306103,30610301,3061030101,6,4,,,,1,
306,306103,30610301,3061030101,6,4,,,,1,
306,306103,30610301,3061030101,7,4,,,,1,
306,306103,30610301,3061030101,7,4,,,,1,
306,306106,30610601,3061060103,1,4,,,,1,
306,306106,30610601,3061060103,2,1,,6,1,1,
306,306106,30610601,3061060103,3,4,,,,1,
306,306106,30610601,3061060103,4,2,,0.00999999977648258,2,1,
306,306106,30610601,3061060103,5,4,,,,1,
306,306106,30610601,3061060103,6,4,,,,1,
306,306106,30610601,3061060103,7,4,,,,1,
307,307108,30710802,3071080206,1,1,,0,1,,
307,307108,30710802,3071080206,2,4,,,,,
307,307108,30710802,3071080206,3,4,,,,,
307,307108,30710802,3071080206,4,4,,,,,
307,307108,30710802,3071080206,5,4,,,,,
307,307108,30710802,3071080206,6,4,,,,,
307,307108,30710802,3071080206,7,4,,,,,
307,307108,30710803,3071080301,1,4,,,,,
307,307108,30710803,3071080301,2,1,,0,1,,
307,307108,30710803,3071080301,3,2,,2,1,,
307,307108,30710803,3071080301,4,4,,,,,
307,307108,30710803,3071080301,5,4,,,,,
307,307108,30710803,3071080301,6,4,,,,,
307,307108,30710803,3071080301,7,4,,,,,
307,307202,30720203,3072020302,1,,,,,3,"FACILITY MAINLY USED IS HOSPITAL"
307,307202,30720203,3072020302,2,,,,,3,"FACILITY MAINLY USED IS HOSPITAL"
307,307202,30720203,3072020302,3,,,,,3,"FACILITY MAINLY USED IS HOSPITAL"
307,307202,30720203,3072020302,4,,,,,3,"FACILITY MAINLY USED IS HOSPITAL"
307,307202,30720203,3072020302,5,,,,,3,"FACILITY MAINLY USED IS HOSPITAL"
307,307202,30720203,3072020302,6,,,,,3,"FACILITY MAINLY USED IS HOSPITAL"
307,307202,30720203,3072020302,7,,,,,3,"FACILITY MAINLY USED IS HOSPITAL"
308,308102,30810206,3081020606,1,4,,,,1,
308,308102,30810206,3081020606,2,1,,0,1,1,
308,308102,30810206,3081020606,3,4,,,,1,
308,308102,30810206,3081020606,4,2,,0,2,1,
308,308102,30810206,3081020606,5,4,,,,1,
308,308102,30810206,3081020606,6,4,,,,1,
308,308102,30810206,3081020606,7,4,,,,1,
309,309102,30910205,3091020502,1,2,,0,1,1,
309,309102,30910205,3091020502,2,1,,0,1,1,
309,309102,30910205,3091020502,3,4,,,,1,
309,309102,30910205,3091020502,4,3,,0,2,1,
309,309102,30910205,3091020502,5,4,,,,1,
309,309102,30910205,3091020502,6,4,,,,1,
309,309102,30910205,3091020502,7,4,,,,1,
309,309103,30910305,3091030501,1,4,,,,1,
309,309103,30910305,3091030501,2,1,,0,1,1,
309,309103,30910305,3091030501,3,4,,,,1,
309,309103,30910305,3091030501,4,2,,0,2,1,
309,309103,30910305,3091030501,5,4,,,,1,
309,309103,30910305,3091030501,6,4,,,,1,
309,309103,30910305,3091030501,7,4,,,,1,
309,309204,30920406,3092040606,1,3,,0,2,1,
309,309204,30920406,3092040606,2,1,,0.100000001490116,1,1,
309,309204,30920406,3092040606,3,2,,2,1,1,
309,309204,30920406,3092040606,4,4,,,,1,
309,309204,30920406,3092040606,5,4,,,,1,
309,309204,30920406,3092040606,6,4,,,,1,
309,309204,30920406,3092040606,7,4,,,,1,
310,310102,31010202,3101020203,1,4,,,,1,
310,310102,31010202,3101020203,2,1,,0.100000001490116,1,1,
310,310102,31010202,3101020203,3,4,,,,1,
310,310102,31010202,3101020203,4,2,,0,2,1,
310,310102,31010202,3101020203,5,3,,4,1,1,
310,310102,31010202,3101020203,6,4,,,,1,
310,310102,31010202,3101020203,7,4,,,,1,
310,310206,31020603,3102060309,1,4,,,,1,
310,310206,31020603,3102060309,2,1,,2,1,1,
310,310206,31020603,3102060309,3,4,,,,1,
310,310206,31020603,3102060309,4,2,,0,2,1,
310,310206,31020603,3102060309,5,3,,1.5,1,1,
310,310206,31020603,3102060309,6,4,,,,1,
310,310206,31020603,3102060309,7,4,,,,1,
310,310206,31020604,3102060408,1,4,,,,1,
310,310206,31020604,3102060408,2,1,,2,1,1,
310,310206,31020604,3102060408,3,4,,,,1,
310,310206,31020604,3102060408,4,2,,0,2,1,
310,310206,31020604,3102060408,5,3,,1.5,1,1,
310,310206,31020604,3102060408,6,4,,,,1,
310,310206,31020604,3102060408,7,4,,,,1,
310,310207,31020706,3102070603,1,,,,,3,"THE COMMUNITY USES THE HOSPITAL"
310,310207,31020706,3102070603,2,,,,,3,"THE COMMUNITY USES THE HOSPITAL"
310,310207,31020706,3102070603,3,,,,,3,"THE COMMUNITY USES THE HOSPITAL"
310,310207,31020706,3102070603,4,,,,,3,"THE COMMUNITY USES THE HOSPITAL"
310,310207,31020706,3102070603,5,,,,,3,"THE COMMUNITY USES THE HOSPITAL"
310,310207,31020706,3102070603,6,,,,,3,"THE COMMUNITY USES THE HOSPITAL"
310,310207,31020706,3102070603,7,,,,,3,"THE COMMUNITY USES THE HOSPITAL"
311,311103,31110302,3111030202,1,4,,,,1,
311,311103,31110302,3111030202,1,4,,,,1,
311,311103,31110302,3111030202,2,1,,3,1,1,
311,311103,31110302,3111030202,2,1,,3,1,1,
311,311103,31110302,3111030202,3,4,,,,1,
311,311103,31110302,3111030202,3,4,,,,1,
311,311103,31110302,3111030202,4,2,,0,2,1,
311,311103,31110302,3111030202,4,2,,0,2,1,
311,311103,31110302,3111030202,5,4,,,,1,
311,311103,31110302,3111030202,5,4,,,,1,
311,311103,31110302,3111030202,6,4,,,,1,
311,311103,31110302,3111030202,6,4,,,,1,
311,311103,31110302,3111030202,7,4,,,,1,
311,311103,31110302,3111030202,7,4,,,,1,
311,311302,31130201,3113020101,1,1,,0,1,1,
311,311302,31130201,3113020101,2,2,,0,1,1,
311,311302,31130201,3113020101,3,4,,,,1,
311,311302,31130201,3113020101,4,3,,0,2,1,
311,311302,31130201,3113020101,5,4,,,,1,
311,311302,31130201,3113020101,6,4,,,,1,
311,311302,31130201,3113020101,7,4,,,,1,
312,312105,31210502,3121050202,1,4,,,,,
312,312105,31210502,3121050202,2,1,,0,1,,
312,312105,31210502,3121050202,3,4,,,,,
312,312105,31210502,3121050202,4,4,,,,,
312,312105,31210502,3121050202,5,4,,,,,
312,312105,31210502,3121050202,6,4,,,,,
312,312105,31210502,3121050202,7,4,,,,,
313,313102,31310205,3131020505,1,4,,,,1,
313,313102,31310205,3131020505,2,1,,0.5,1,1,
313,313102,31310205,3131020505,3,4,,,,1,
313,313102,31310205,3131020505,4,2,,0,2,1,
313,313102,31310205,3131020505,5,4,,,,1,
313,313102,31310205,3131020505,6,3,,0.400000005960464,2,1,
313,313102,31310205,3131020505,7,4,,,,1,
313,313104,31310403,3131040312,1,4,,,,1,
313,313104,31310403,3131040312,2,1,,2,1,1,
313,313104,31310403,3131040312,3,4,,,,1,
313,313104,31310403,3131040312,4,2,,0,2,1,
313,313104,31310403,3131040312,5,4,,,,1,
313,313104,31310403,3131040312,6,3,,0.699999988079071,2,1,
313,313104,31310403,3131040312,7,4,,,,1,
314,314103,31410304,3141030403,1,4,,,,1,
314,314103,31410304,3141030403,2,1,,0,1,1,
314,314103,31410304,3141030403,3,4,,,,1,
314,314103,31410304,3141030403,4,4,,,,1,
314,314103,31410304,3141030403,5,4,,,,1,
314,314103,31410304,3141030403,6,4,,,,1,
314,314103,31410304,3141030403,7,4,,,,1,
317,317101,31710101,3171010102,1,4,,,,,
317,317101,31710101,3171010102,2,1,,0,2,,
317,317101,31710101,3171010102,3,4,,,,,
317,317101,31710101,3171010102,4,4,,,,,
317,317101,31710101,3171010102,5,4,,,,,
317,317101,31710101,3171010102,6,4,,,,,
317,317101,31710101,3171010102,7,4,,,,,
317,317102,31710202,3171020201,1,4,,,,1,
317,317102,31710202,3171020201,2,1,,0,1,1,
317,317102,31710202,3171020201,3,4,,,,1,
317,317102,31710202,3171020201,4,2,,0,2,1,
317,317102,31710202,3171020201,5,4,,,,1,
317,317102,31710202,3171020201,6,4,,,,1,
317,317102,31710202,3171020201,7,4,,,,1,
317,317106,31710605,3171060512,1,2,,0,2,2,
317,317106,31710605,3171060512,2,1,,0,1,2,
317,317106,31710605,3171060512,3,4,,,,2,
317,317106,31710605,3171060512,4,4,,,,2,
317,317106,31710605,3171060512,5,4,,,,2,
317,317106,31710605,3171060512,6,4,,,,2,
317,317106,31710605,3171060512,7,4,,,,2,
