"HHID","parcelID","plotID","Production2_ID","cropID","a5bq5_1","a5bq5_2","a5bq6a","a5bq6b","a5bq6c","a5bq6d","a5bq6a_1","a5bq6a_2","a5bq6a_3","a5bq6a_4","a5bq6e","a5bq6e_1","a5bq6f","a5bq6f_1","a5bq7a","a5bq7b","a5bq7c","a5bq7d","a5bq8","a5bq9","a5bq10","a5bq11e","a5bq11f","a5bq11g","a5bq11h","a5bq12","a5bq13","a5bq14a","a5bq14b","a5bq15","a5bq16","a5bq17","a5bq18","a5bq19","a5bq20","a5bq21","a5bq22","a5bq23a","a5bq23b","hh","wgt_X"
299050401,1,1,1,610,29905002,2,2,20,10,100,1,29905002,,,12,2013,1,2014,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,"H29905-04-01",2437.248046875
299050401,1,2,2,141,29905002,2,1,42,10,100,1,29905002,,,1,2014,1,2014,0,,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,0.5,,3,,"H29905-04-01",2437.248046875
299050401,2,3,4,741,29905002,2,102,20,68,9,1,29905002,,,7,2013,12,2013,30,20,68,10,450000,2,0,1,29905002,,,0,72,0,0,0,0,,6,2,,0,,3,,"H29905-04-01",2437.248046875
299050401,2,4,3,130,29905002,2,2,23,89,0.100000001490116,1,29905002,,,2,2014,2,2014,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,"H29905-04-01",2437.248046875
299060401,1,1,6,141,29906002,2,1,42,10,100,1,29906002,,,11,2013,12,2013,0,,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,0.5,,3,,"H29906-04-01",1218.6240234375
299060401,1,2,1,630,29906002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H29906-04-01",1218.6240234375
299060401,1,2,3,210,29906002,2,3,35,20,20,1,29906002,,,1,2014,2,2014,1,35,20,20,30000,2,0,1,29906002,,,0,1.5,0,0,0.5,0,,4,2,,0,,3,,"H29906-04-01",1218.6240234375
299060401,1,2,4,741,29906002,2,90,20,68,12,2,,29906002,29906001,7,2013,12,2013,30,20,68,12,300000,2,0,2,,29906001,29906002,0,60,0,0,0,0,,6,2,,0,,3,,"H29906-04-01",1218.6240234375
299060401,1,2,2,210,29906002,2,2,14,37,20,1,29906002,,,1,2014,1,2014,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,"H29906-04-01",1218.6240234375
299060401,1,3,5,620,29906002,2,20,20,39,10,1,29906002,,,12,2013,12,2013,0,,,,,,,,,,,0,20,0,0,0,0,,6,2,,0,,3,,"H29906-04-01",1218.6240234375
299060402,1,1,1,210,29906007,2,1,14,20,20,1,29906007,,,12,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,"H29906-04-02",1218.6240234375
299060402,1,1,2,210,29906007,2,40,35,1,,1,29906007,,,12,2013,12,2013,5,35,1,,4000,2,0,1,29906007,,,0,30,0,0,5,0,,4,1,3,0,,3,,"H29906-04-02",1218.6240234375
299060402,1,1,3,741,29906007,2,24,20,69,9,1,29906007,,,7,2013,12,2013,0,,,,,,,,,,,0,24,0,0,0,0,,6,2,,0,,3,,"H29906-04-02",1218.6240234375
299070401,1,1,1,741,29907001,2,18,20,68,15,1,29907002,,,7,2013,12,2013,18,20,68,15,120000,2,0,1,29907002,,,0,0,0,0,0,0,,6,2,,0,,3,,"H29907-04-01",2437.248046875
299070401,1,1,2,741,29907001,2,19,20,69,10,1,29907002,,,7,2013,12,2013,0,,,,,,,,,,,0,19,0,0,0,0,,6,2,,0,,3,,"H29907-04-01",2437.248046875
299070401,2,2,3,210,29907002,2,100,45,1,,1,29907002,,,12,2013,12,2013,12,45,1,,18000,2,0,1,29907002,,,0,60,0,0,10,0,,4,2,,1.79999995231628,,3,,"H29907-04-01",2437.248046875
299070401,3,3,5,741,29907002,2,48,20,69,10,1,29907002,,,7,2013,12,2013,0,,,,,,,,,,,0,48,0,0,0,0,,6,2,,0,,3,,"H29907-04-01",2437.248046875
299070401,3,3,4,741,29907002,2,24,20,68,15,1,29907002,,,7,2013,12,2013,24,20,68,15,240000,2,12000,1,29907002,,,0,0,0,0,0,0,,,,,,,3,,"H29907-04-01",2437.248046875
299070401,3,4,8,150,29907002,2,10,45,1,,1,29907002,,,12,2013,12,2013,0,,,,,,,,,,,0,10,0,0,0,0,,4,2,,0,,3,,"H29907-04-01",2437.248046875
299070401,3,5,6,141,29907002,2,25,45,1,,1,29907002,,,1,2014,1,2014,0,,,,,,,,,,,0,25,0,0,0,0,,4,2,,0,,3,,"H29907-04-01",2437.248046875
299070401,3,6,7,620,29907002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H29907-04-01",2437.248046875
299070401,4,7,9,141,29907002,2,30,45,1,,1,29907002,,,12,2013,12,2013,0,,,,,,,,,,,0,20,0,0,0,0,,4,2,,10,,3,,"H29907-04-01",2437.248046875
299080401,1,3,2,210,29908001,2,7,35,20,20,1,29908001,,,1,2013,1,2013,5,35,20,20,70000,2,0,1,29908001,,,0,1,0,0,1,0,,4,1,1,0,,3,,"H29908-04-01",1218.6240234375
299080401,1,3,1,210,29908001,2,3,14,20,20,1,29908001,,,11,2013,11,2013,0,,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,"H29908-04-01",1218.6240234375
299080401,1,5,3,141,29908001,2,2,42,22,15,1,29908001,,,1,2014,1,2014,0,,,,,,,,,,,0,2,0,0,0,0,,4,2,,0,,3,,"H29908-04-01",1218.6240234375
299080401,2,1,4,310,29908001,2,3,45,22,15,1,29908001,,,2,2014,2,2014,0,,,,,,,,,,,0,2.70000004768372,0,0,0.300000011920929,0,,4,2,,0,,3,,"H29908-04-01",1218.6240234375
299080401,2,4,6,210,29908001,2,15,35,1,,1,29908001,,,2,2014,2,2014,0,,,,,,,,,,,0,15,0,0,0,0,,4,2,,0,,3,,"H29908-04-01",1218.6240234375
299080401,2,4,5,210,29908001,2,3,14,22,15,1,29908001,,,2,2014,2,2014,0,,,,,,,,,,,0.5,2.5,0,0,0,0,,4,2,,0,,3,,"H29908-04-01",1218.6240234375
299080401,3,2,7,741,29908001,2,70,20,69,6,1,29908001,,,7,2013,12,2013,0,,,,,,,,,,,0,70,0,0,0,0,,6,2,,0,,1,96,"H29908-04-01",1218.6240234375
299080402,1,1,1,741,29908007,2,35,20,68,13,2,,29908007,29908006,7,2013,12,2013,15,20,68,13,90000,2,0,2,,29908007,29908006,2,13,0,0,0,0,,6,2,,0,,2,96,"H29908-04-02",1218.6240234375
299080402,1,2,2,210,29908006,2,6,14,38,6,1,29908006,,,11,2013,11,2013,0,,,,,,,,,,,1,5,0,0,0,0,,6,2,,0,,2,96,"H29908-04-02",1218.6240234375
299080402,1,2,3,210,29908006,2,4,45,20,20,2,,29908006,29908007,12,2013,12,2013,3,45,20,20,60000,2,0,2,,29908006,29908007,0,1,0,0,0,0,,4,1,1,0,,2,96,"H29908-04-02",1218.6240234375
299080402,2,3,5,210,29908006,2,1.5,45,10,100,2,,29908006,29908007,12,2013,12,2013,1,45,10,100,120000,2,0,2,,29908006,29908007,0.100000001490116,0.400000005960464,0,0,0,0,,4,1,1,0,,2,96,"H29908-04-02",1218.6240234375
299080402,2,3,4,630,29908006,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H29908-04-02",1218.6240234375
299080402,3,4,6,210,29908006,2,0.25,45,10,100,2,,29908006,29908007,12,2013,12,2013,0,,,,,,,,,,,0,0,0,0,0,0,,4,1,1,0.25,,3,,"H29908-04-02",1218.6240234375
299080402,3,4,8,130,29908006,2,1,33,37,16,1,29908006,,,12,2013,1,2014,0,,,,,,,,,,,0,0.5,0,0,0.5,0,,4,2,,0,,2,96,"H29908-04-02",1218.6240234375
299080402,3,4,7,130,29908006,2,10,13,39,3,1,29908006,,,12,2013,12,2013,0,,,,,,,,,,,3,7,0,0,0,0,,6,2,,0,,2,96,"H29908-04-02",1218.6240234375
299090401,1,1,1,141,29909001,2,2,42,10,80,1,29909001,,,12,2013,1,2014,0,,,,,,,,,,,0,1,0,0,0.5,0,,4,2,,0.5,,3,,"H29909-04-01",1218.6240234375
299090401,2,2,2,741,29909001,2,30,20,68,15,1,29909001,,,7,2013,12,2013,30,20,68,15,210000,2,15000,1,29909003,,,0,0,0,0,0,0,,6,2,,0,,3,,"H29909-04-01",1218.6240234375
299090401,2,2,3,741,29909001,2,88,20,69,10,1,29909001,,,7,2013,12,2013,0,,,,,,,,,,,0,88,0,0,0,0,,6,2,,0,,3,,"H29909-04-01",1218.6240234375
299090401,2,3,4,210,29909001,2,50,45,1,,1,29909001,,,12,2013,12,2013,0,,,,,,,,,,,0,45,0,0,0,0,,4,2,,0,,3,,"H29909-04-01",1218.6240234375
299090402,1,1,1,630,29909002,2,20,20,38,10,1,29909002,,,9,2013,12,2013,0,,,,,,,,,,,0,20,0,0,0,0,,6,2,,0,,3,,"H29909-04-02",1218.6240234375
299090402,2,2,2,741,29909002,2,56,20,68,15,1,29909002,,,7,2013,12,2013,56,20,68,15,420000,2,0,1,29909002,,,0,0,0,0,0,0,,6,2,,0,,3,,"H29909-04-02",1218.6240234375
299090402,2,2,3,741,29909002,2,77,20,69,10,1,29909002,,,7,2013,12,2013,0,,,,,,,,,,,0,77,0,0,0,0,,6,2,,0,,3,,"H29909-04-02",1218.6240234375
299090402,2,3,5,210,29909002,2,50,45,1,,1,29909002,,,12,2013,12,2013,0,,,,,,,,,,,0,40,0,0,0,0,,6,2,,10,,3,,"H29909-04-02",1218.6240234375
299090402,2,3,4,210,29909002,2,15,24,1,,1,29909002,,,11,2013,11,2013,0,,,,,,,,,,,0,15,0,0,0,0,,6,2,,0,,3,,"H29909-04-02",1218.6240234375
299100401,1,1,1,741,29910001,2,48,20,68,15,2,,29910001,29910002,7,2013,12,2013,30,20,68,12,390000,2,0,2,,29910001,29910002,0,18,0,0,0,0,,6,2,,0,,3,,"H29910-04-01",2437.248046875
299100401,2,2,2,210,29910001,2,3,45,20,20,2,,29910001,29910002,12,2013,12,2013,0,,,,,,,,,,,0,2,0,0,0.5,0,,4,1,1,0.5,,3,,"H29910-04-01",2437.248046875
299100401,3,3,3,741,29910001,2,200,20,68,15,2,,29910001,29910002,7,2013,12,2013,90,20,68,15,1170000,2,0,2,,29910001,29910002,0,110,0,0,0,0,,6,2,,0,,3,,"H29910-04-01",2437.248046875
299100401,3,3,4,812,29910001,2,1.5,24,10,100,2,,29910001,29910002,7,2013,12,2013,1,24,10,100,25000,2,0,2,,29910001,29910002,0,0,0,0,0,0,,4,2,,0,,3,,"H29910-04-01",2437.248046875
300020402,1,1,3,741,30002002,2,45,20,68,15,1,30002002,,,7,2013,12,2013,45,20,68,15,300000,2,0,1,30002002,,,0,0,0,0,0,0,,6,2,,0,,3,,"H30002-04-02",1218.6240234375
300020402,1,1,1,210,30002002,2,5,45,22,20,1,30002002,,,12,2013,12,2013,1,45,22,20,30000,2,0,1,30002002,,,1,2,0,0,0,0,,4,1,1,1,,3,,"H30002-04-02",1218.6240234375
300020402,1,1,4,741,30002002,2,64,20,69,10,1,30002002,,,7,2013,12,2013,0,,,,,,,,,,,0,64,0,0,0,0,,6,2,,0,,3,,"H30002-04-02",1218.6240234375
300020402,1,1,2,210,30002002,2,20,24,1,,1,30002002,,,11,2013,11,2013,0,,,,,,,,,,,0,20,0,0,0,0,,6,2,,0,,3,,"H30002-04-02",1218.6240234375
300060401,1,1,1,141,30006002,2,2,45,22,20,1,30006002,,,1,2014,1,2014,0,,,,,,,,,,,0,2,0,0,0,0,,4,2,,0,,3,,"H30006-04-01",2437.248046875
300060401,2,2,2,210,30006002,2,3,45,20,20,1,30006002,,,11,2013,12,2013,0,,,,,,,,,,,1,2,0,0,0,0,,4,2,,0,,3,,"H30006-04-01",2437.248046875
300080401,1,1,1,470,30008010,2,5,20,22,15,1,30008010,,,10,2013,12,2013,5,20,22,15,100000,2,0,1,30008010,,,0,0,0,0,0,0,,6,2,,0,,3,,"H30008-04-01",1218.6240234375
300080402,1,1,1,741,30008004,2,120,20,68,10,2,,30008002,30008003,7,2013,12,2013,80,20,68,10,400000,2,0,2,,30008002,30008003,0,40,0,0,0,0,,6,2,,0,,3,,"H30008-04-02",1218.6240234375
300080402,2,2,2,741,30008004,2,60,20,68,9,2,,30008002,30008003,7,2013,12,2013,0,,,,,,,,,,,0,60,0,0,0,0,,6,2,,0,,3,,"H30008-04-02",1218.6240234375
300080402,2,3,3,310,30008004,2,1,45,10,100,2,,30008002,30008003,12,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,"H30008-04-02",1218.6240234375
300080402,2,4,4,610,30008004,2,1.5,20,12,50,1,30008002,,,11,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,"H30008-04-02",1218.6240234375
300090401,1,1,1,741,30009002,2,20,20,69,10,1,30009001,,,,2013,,2013,0,,,,,,,,,,,0,20,0,0,0,0,,4,2,,0,,3,,"H30009-04-01",2437.248046875
300090401,2,2,3,210,30009002,2,6,45,20,20,1,30009001,,,,2013,,2013,3,45,20,20,105000,2,0,1,30009001,,,1,2,0,0,0,0,,3,2,,0,,3,,"H30009-04-01",2437.248046875
300090401,2,2,2,210,30009002,2,1,14,20,15,1,30009002,,,,2013,,2013,0,,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,3,,"H30009-04-01",2437.248046875
300100401,1,1,2,210,30010002,2,3,35,22,20,1,30010002,,,12,2013,12,2013,0,,,,,,,,,,,1,1,0,0,0,0,,4,2,,1,,3,,"H30010-04-01",2437.248046875
300100401,1,1,1,130,30010002,2,4,45,22,15,1,30010002,,,2,2014,2,2014,0,,,,,,,,,,,0,4,0,0,0,0,,4,2,,0,,3,,"H30010-04-01",2437.248046875
300100401,1,1,4,130,30010002,2,4,23,10,100,1,30010002,,,2,2014,2,2014,4,23,10,100,40000,2,0,1,30010002,,,0,0,0,0,0,0,,6,2,,0,,3,,"H30010-04-01",2437.248046875
300100401,1,2,3,222,30010002,2,2,24,22,15,1,30010002,,,1,2014,1,2014,0,,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,"H30010-04-01",2437.248046875
300120401,1,1,1,741,30012001,2,130,20,68,15,2,,30012001,30012002,7,2013,12,2013,130,20,68,15,770000,2,0,2,,30012001,30012002,0,0,0,0,0,0,,6,2,,0,,3,,"H30012-04-01",2437.248046875
300120401,1,1,2,741,30012001,2,90,20,69,10,1,30012002,,,7,2013,12,2013,30,20,69,10,100000,3,0,1,30012002,,,0,60,0,0,0,0,,6,2,,0,,3,,"H30012-04-01",2437.248046875
300120401,2,2,4,210,30012001,2,50,45,1,,1,30012001,,,12,2013,12,2013,0,,,,,,,,,,,0,40,0,0,10,0,,4,1,1,0,,3,,"H30012-04-01",2437.248046875
300120401,2,2,6,741,30012001,2,62,20,69,10,1,30012002,,,7,2013,12,2013,0,,,,,,,,,,,12,40,0,0,0,0,,6,2,,0,,3,,"H30012-04-01",2437.248046875
300120401,2,2,3,210,30012001,2,30,24,1,,1,30012002,,,11,2013,12,2013,0,,,,,,,,,,,0,30,0,0,0,0,,6,2,,0,,3,,"H30012-04-01",2437.248046875
300120401,2,2,5,741,30012001,2,30,20,68,15,1,30012002,,,7,2013,12,2013,30,20,68,15,180000,3,0,1,30012002,,,0,0,0,0,0,0,,6,2,,0,,2,3,"H30012-04-01",2437.248046875
300120401,2,3,7,310,30012001,2,2,42,12,40,1,30012002,,,12,2013,12,2013,1,42,12,40,800000,3,0,1,30012002,,,0,0.5,0,0,0,0,,6,2,,0.5,,3,,"H30012-04-01",2437.248046875
303020401,2,1,1,741,30302002,2,180,20,68,13,1,30302002,,,7,2013,12,2013,20,20,68,13,60000,2,0,1,30302002,,,0,160,0,0,0,0,,4,2,,0,,3,,"H30302-04-01",2437.248046875
303020401,2,2,3,210,30302002,2,1,35,22,14,1,30302002,,,12,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,3,,"H30302-04-01",2437.248046875
303020401,2,2,2,141,30302002,2,4,45,20,20,1,30302002,,,1,2014,1,2014,0,,,,,,,,,,,0,3,0,0,1,0,,4,2,,0,,3,,"H30302-04-01",2437.248046875
303020401,4,3,4,310,30302002,2,1,42,22,10,1,30302002,,,1,2014,1,2014,0,,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,3,,"H30302-04-01",2437.248046875
303030401,1,1,1,741,30303003,2,200,20,68,12,1,30303001,,,7,2013,12,2013,0,,,,,,,,,,,0,200,0,0,0,0,,4,2,,0,,3,,"H30303-04-01",2437.248046875
303030401,1,2,2,210,30303003,2,4,45,10,100,1,30303001,,,12,2013,1,2014,3,45,10,100,360000,2,0,1,30303001,,,0,0.800000011920929,0,0,0,0,,4,2,,0.200000002980232,,3,,"H30303-04-01",2437.248046875
303030401,1,2,3,130,30303003,2,2,45,12,50,1,30303001,,,1,2014,2,2014,0,,,,,,,,,,,0,2,0,0,0,0,,4,2,,0,,3,,"H30303-04-01",2437.248046875
303040401,1,1,2,620,30304001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H30304-04-01",2437.248046875
303040401,1,1,1,741,30304001,2,72,20,68,8,1,30304001,,,7,2013,12,2013,0,,,,,,,,,,,0,72,0,0,0,0,,6,2,,0,,3,,"H30304-04-01",2437.248046875
303040401,1,4,3,141,30304001,2,10,45,20,20,1,30304001,,,12,2013,1,2014,5,45,20,10,150000,2,0,1,30304001,,,0,3,0,0,0,0,,4,2,,2,,3,,"H30304-04-01",2437.248046875
303040401,2,2,5,741,30304001,2,40,20,68,12,1,30304001,,,7,2013,12,2013,30,20,68,12,300000,2,0,1,30304001,,,0,10,0,0,0,0,,6,2,,0,,3,,"H30304-04-01",2437.248046875
303040401,2,2,4,210,30304001,2,11,45,20,20,1,30304001,,,12,2013,12,2013,6,45,20,20,150000,2,0,1,30304001,,,0,3,0,0,1,0,,4,2,,0,,3,,"H30304-04-01",2437.248046875
303040401,3,3,6,741,30304001,2,78,20,22,15,1,30304001,,,7,2013,12,2013,40,20,68,10,400000,2,0,1,30304001,,,0,38,0,0,0,0,,1,2,,0,,3,,"H30304-04-01",2437.248046875
303060401,1,1,4,210,30306002,2,80,45,1,,1,30306002,,,12,2013,12,2013,0,,,,,,,,,,,0,80,0,0,0,0,,4,2,,0,,3,,"H30306-04-01",2437.248046875
303060401,1,1,3,210,30306002,2,22,24,1,,1,30306002,,,11,2013,11,2013,0,,,,,,,,,,,0,22,0,0,0,0,,6,2,,0,,3,,"H30306-04-01",2437.248046875
303060401,1,1,6,630,30306002,2,14,20,22,10,1,30306002,,,7,2013,12,2012,0,,,,,,,,,,,0,12,0,0,0,0,,6,2,,0,,3,,"H30306-04-01",2437.248046875
303060401,1,1,2,741,30306002,2,122,20,69,10,1,30306002,,,7,2013,12,2013,0,,,,,,,,,,,0,122,0,0,0,0,,6,2,,0,,3,,"H30306-04-01",2437.248046875
303060401,1,1,1,741,30306002,2,48,20,68,15,1,30306002,,,7,2013,12,2013,0,,,,,,,,,,,0,48,0,0,0,0,,6,2,,0,,3,,"H30306-04-01",2437.248046875
303070401,1,1,4,741,30307001,2,30,20,68,15,1,30307001,,,7,2013,12,2013,30,20,68,15,150000,2,0,1,30307001,,,0,0,0,0,0,0,,6,2,,0,,3,,"H30307-04-01",2437.248046875
303070401,1,1,2,210,30307001,2,24,24,1,,1,30307001,,,11,2013,11,2013,0,,,,,,,,,,,0,24,0,0,0,0,,6,2,,0,,3,,"H30307-04-01",2437.248046875
303070401,1,1,5,741,30307001,2,48,20,69,10,1,30307001,,,7,2013,12,2013,0,,,,,,,,,,,0,48,0,0,0,0,,6,2,,0,,3,,"H30307-04-01",2437.248046875
303070401,1,1,1,630,30307001,2,3,20,91,8,1,30307001,,,11,2013,11,2013,0,,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,"H30307-04-01",2437.248046875
303070401,1,1,3,210,30307001,2,80,45,1,,1,30307001,,,12,2013,12,2013,20,45,1,,20000,2,0,1,30307001,,,0,50,0,0,10,0,,4,1,1,0,,3,,"H30307-04-01",2437.248046875
303070401,1,2,6,141,30307001,2,4,45,20,20,1,30307001,,,12,2013,1,2014,0,,,,,,,,,,,0,3,0,0,0,0,,4,2,,1,,3,,"H30307-04-01",2437.248046875
303080401,1,1,4,741,30308010,2,88,20,69,10,1,30308010,,,7,2013,12,2013,0,,,,,,,,,,,10,78,0,0,0,0,,6,2,,0,,3,,"H30308-04-01",2437.248046875
303080401,1,1,2,210,30308010,2,100,45,1,,2,,30308009,30308010,11,2013,1,2014,80,45,1,,80000,2,0,2,,30308009,30308010,0,20,0,0,0,0,,4,2,,0,,3,,"H30308-04-01",2437.248046875
303080401,1,1,1,210,30308010,2,15,24,1,,1,30308010,,,11,2013,12,2013,0,,,,,,,,,,,0,15,0,0,0,0,,6,2,,0,,3,,"H30308-04-01",2437.248046875
303080401,1,1,3,741,30308010,2,60,20,68,15,1,30308009,,,7,2013,12,2013,60,20,68,15,300000,3,0,1,30308009,,,0,0,0,0,0,0,,6,2,,0,,3,,"H30308-04-01",2437.248046875
303080401,1,2,5,141,30308010,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"H30308-04-01",2437.248046875
303080401,1,2,6,130,30308010,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"H30308-04-01",2437.248046875
303090401,1,1,2,210,30309006,2,100,35,1,,1,30309006,,,11,2013,12,2013,40,35,1,,40000,2,0,2,,30309006,30309005,0,40,0,0,20,0,,4,2,,0,,3,,"H30309-04-01",812.415954589844
303090401,1,1,3,741,30309006,2,210,20,68,9,2,,30309005,30309006,7,2013,12,2013,120,20,68,9,480000,2,0,2,,30309005,30309006,0,90,0,0,0,0,,6,2,,0,,3,,"H30309-04-01",812.415954589844
303090401,1,1,1,210,30309006,2,40,14,1,,1,30309006,,,11,2013,11,2013,0,,,,,,,,,,,0,40,0,0,0,0,,6,2,,0,,3,,"H30309-04-01",812.415954589844
303100401,1,1,2,812,30310001,2,100,44,1,,1,30310001,,,11,2013,12,2013,100,44,1,,50000,2,0,1,30310001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H30310-04-01",2437.248046875
303100401,1,1,4,130,30310001,2,1,45,20,18,1,30310001,,,1,2014,1,2014,0,,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,3,,"H30310-04-01",2437.248046875
303100401,1,1,1,741,30310001,2,300,20,68,14,1,30310001,,,7,2014,12,2013,120,20,68,14,600000,2,0,1,30310001,,,5,175,0,0,0,0,,4,2,,0,,3,,"H30310-04-01",2437.248046875
303100401,1,1,3,210,30310001,2,3,35,20,20,1,30310001,,,12,2013,1,2014,0,,,,,,,,,,,0,3,0,0,0,0,,4,2,,0,,3,,"H30310-04-01",2437.248046875
304020401,1,1,2,741,30402002,2,88,20,69,10,1,30402002,,,7,2013,12,2013,0,,,,,,,,,,,0,88,0,0,0,0,,6,2,,0,,3,,"H30402-04-01",2437.248046875
304020401,1,1,1,741,30402002,2,15,20,68,15,1,30402002,,,7,2013,1,2013,15,20,68,15,100000,2,0,1,30402002,,,0,0,0,0,0,0,,6,2,,0,,3,,"H30402-04-01",2437.248046875
304020401,1,2,3,811,30402002,2,80,24,1,,1,30402002,,,11,2013,12,2013,80,24,1,,40000,2,0,1,30402002,,,0,0,0,0,0,0,,6,2,,0,,3,,"H30402-04-01",2437.248046875
304020401,1,3,5,210,30402002,2,6,45,37,20,1,30402002,,,11,2013,12,2013,3,45,37,20,60000,2,0,1,30402002,,,0,2,0,0,1,0,,4,2,,0,,3,,"H30402-04-01",2437.248046875
304020401,1,3,4,210,30402002,2,12,24,1,,1,30402002,,,10,2013,11,2013,0,,,,,,,,,,,0,12,0,0,0,0,,6,2,,0,,3,,"H30402-04-01",2437.248046875
304020401,1,4,6,141,30402002,2,10,42,12,50,1,30402002,,,12,2013,1,2013,4,42,12,50,80000,2,0,1,30402002,,,0,4,0,0,0,0,,4,2,,2,,3,,"H30402-04-01",2437.248046875
304030401,1,1,1,741,30403001,2,200,20,68,14,1,30403001,,,7,2013,12,2013,80,20,68,14,140000,2,0,1,30403001,,,0,120,0,0,0,0,,4,2,,0,,3,,"H30403-04-01",2437.248046875
304030401,1,1,2,812,30403001,2,2,24,10,80,1,30403001,,,7,2013,12,2013,2,24,10,80,160000,2,0,1,30403001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H30403-04-01",2437.248046875
304030401,1,2,3,210,30403001,2,4,45,20,20,2,,30403001,30403002,11,2013,12,2013,0,,,,,,,,,,,0,3,0,0,0,0,,4,2,,1,,3,,"H30403-04-01",2437.248046875
304030401,2,3,4,741,30403001,2,100,20,68,14,1,30403001,,,7,2013,12,2013,100,20,68,14,800000,2,0,1,30403001,,,0,0,0,0,0,0,,1,2,,0,,3,,"H30403-04-01",2437.248046875
304040401,1,1,1,741,30404004,2,30,20,68,9,2,,30404003,30404004,7,2013,12,2013,0,,,,,,,,,,,0,30,0,0,0,0,,6,2,,0,,3,,"H30404-04-01",2437.248046875
304040401,1,1,2,741,30404004,2,15,20,69,6,2,,30404003,30404004,10,2013,1,2014,0,,,,,,,,,,,0,15,0,0,0,0,,6,2,,0,,3,,"H30404-04-01",2437.248046875
304040401,2,3,3,210,30404004,2,3,14,20,20,2,,30404003,30404004,11,2013,12,2013,0,,,,,,,,,,,1,2,0,0,0,0,,6,2,,0,,3,,"H30404-04-01",2437.248046875
304040401,2,3,4,210,30404004,2,5,35,20,20,2,,30404003,30404004,12,2013,12,2013,1,35,20,20,60000,2,0,2,,30404003,30404004,0,2,0,0,1.5,0,,4,2,,0.5,,3,,"H30404-04-01",2437.248046875
304050401,1,1,1,741,30405001,2,180,20,68,13,1,30405001,,,7,2013,12,2013,100,20,68,14,500000,2,0,1,30405001,,,10,70,0,0,0,0,,4,2,,0,,3,,"H30405-04-01",2437.248046875
304050401,1,2,2,812,30405001,2,1,24,10,100,1,30405001,,,7,2013,12,2013,1,24,10,100,60000,2,0,1,30405001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H30405-04-01",2437.248046875
304050401,1,3,3,141,30405001,2,1,45,10,100,1,30405001,,,2,2014,2,2014,0,,,,,,,,,,,0,0.200000002980232,0,0,0,0,,4,2,,0.800000011920929,,3,,"H30405-04-01",2437.248046875
304050401,1,4,4,420,30405001,2,21,20,20,25,1,30405001,,,7,2013,12,2013,20,20,20,25,700000,2,0,1,30405001,,,0.200000002980232,0.800000011920929,0,0,0,0,,4,2,,0,,3,,"H30405-04-01",2437.248046875
304050401,1,5,5,410,30405001,2,2200,20,88,1,1,30405001,,,12,2013,1,2013,2000,20,88,1,2000000,2,0,1,30405001,,,50,150,0,0,0,0,,4,2,,0,,3,,"H30405-04-01",2437.248046875
304050401,1,6,6,210,30405001,2,7,14,10,60,1,30405001,,,1,2014,1,2014,7,14,10,60,420000,2,0,1,30405001,,,0,1,0,0,0,0,,4,2,,0,,3,,"H30405-04-01",2437.248046875
304050401,1,7,7,510,30405001,2,100,20,88,3,1,30405001,,,8,2013,1,2014,0,,,,,,,,,,,30,70,0,0,0,0,,4,2,,0,,3,,"H30405-04-01",2437.248046875
304050401,2,8,8,741,30405001,2,400,20,68,13,1,30405001,,,7,2013,12,2013,300,20,68,13,1500000,2,0,1,30405001,,,20,80,0,0,0,0,,4,2,,0,,3,,"H30405-04-01",2437.248046875
304060401,1,1,3,210,30406002,2,14,24,1,,1,30406002,,,11,2013,11,2013,0,,,,,,,,,,,0,14,0,0,0,0,,6,2,,0,,3,,"H30406-04-01",2437.248046875
