"District_Name","SubCounty","Parish","Villagecode","HSD_ID","C4H_Element","C4H_Month","C4H_Year","C4HQ82","C4HQ83","C4HQ84","C4HQ85","C4HQ86","C4H_Element_V2","C4H_Month_V2","C4H_Year_V2","C4HQ82_V2","C4HQ83_V2","C4HQ84_V2","C4HQ85_V2","C4HQ86_V2","Health_Response","Reason_Health_Not_Done"
205,205104,20510401,2051040101,,,,,,,,,,,,,,,,,,3,"they use a gov''t hospital (kamuli hospital)"
207,207103,20710301,2071030105,1,1,1,4,689,"689","736",1,"REATTENDENCES",1,3,4,669,"669",705,1,"RE ATTENDENCE",1,
207,207103,20710301,2071030105,2,1,2,4,665,"665","681",1,"RE ATTENDENCES",1,4,4,784,"784",844,1,"re attendence",1,
207,207103,20710301,2071030105,3,2,1,4,0,"0","0",2,,2,3,4,0,"0",0,2,,1,
207,207103,20710301,2071030105,4,2,2,4,0,"0","0",2,,2,4,4,0,"0",0,2,,1,
207,207103,20710301,2071030105,5,3,1,4,3,"3","3",2,,3,3,4,25,"25",25,2,,1,
207,207103,20710301,2071030105,6,3,2,4,37,"37","37",2,,3,4,4,32,"32",32,2,,1,
208,208102,20810214,2081021402,1,1,2,4,0,"0","0",2,,1,3,4,0,"0",0,2,,1,
208,208102,20810214,2081021402,1,1,2,4,0,"0","0",2,,1,3,4,0,"0",0,2,,1,
208,208102,20810214,2081021402,1,1,2,4,0,"0","0",2,,,,,,,,,,1,
208,208102,20810214,2081021402,1,1,2,4,0,"0","0",2,,,,,,,,,,1,
208,208102,20810214,2081021402,2,1,1,4,0,"0","0",2,,1,4,4,174,"174",207,1,,1,
208,208102,20810214,2081021402,2,1,1,4,0,"0","0",2,,1,4,4,174,"174",207,1,,1,
208,208102,20810214,2081021402,2,1,1,4,0,"0","0",2,,,,,,,,,,1,
208,208102,20810214,2081021402,2,1,1,4,0,"0","0",2,,,,,,,,,,1,
208,208102,20810214,2081021402,3,2,2,4,0,"0","0",2,,2,3,4,0,"0",0,2,,1,
208,208102,20810214,2081021402,3,2,2,4,0,"0","0",2,,2,3,4,0,"0",0,2,,1,
208,208102,20810214,2081021402,3,2,2,4,0,"0","0",2,,,,,,,,,,1,
208,208102,20810214,2081021402,3,2,2,4,0,"0","0",2,,,,,,,,,,1,
208,208102,20810214,2081021402,4,2,1,4,0,"0","0",2,,,,,,,,,,1,
208,208102,20810214,2081021402,4,2,1,4,0,"0","0",2,,,,,,,,,,1,
208,208102,20810214,2081021402,4,2,1,4,0,"0","0",2,,2,4,4,0,"0",0,2,,1,
208,208102,20810214,2081021402,4,2,1,4,0,"0","0",2,,2,4,4,0,"0",0,2,,1,
208,208102,20810214,2081021402,5,3,2,4,0,"0","0",2,,,,,,,,,,1,
208,208102,20810214,2081021402,5,3,2,4,0,"0","0",2,,,,,,,,,,1,
208,208102,20810214,2081021402,5,3,2,4,0,"0","0",2,,3,3,4,0,"0",0,2,,1,
208,208102,20810214,2081021402,5,3,2,4,0,"0","0",2,,3,3,4,0,"0",0,2,,1,
208,208102,20810214,2081021402,6,3,1,4,0,"0","0",2,,3,4,4,34,"34",34,2,,1,
208,208102,20810214,2081021402,6,3,1,4,0,"0","0",2,,3,4,4,34,"34",34,2,,1,
208,208102,20810214,2081021402,6,3,1,4,0,"0","0",2,,,,,,,,,,1,
208,208102,20810214,2081021402,6,3,1,4,0,"0","0",2,,,,,,,,,,1,
208,208104,20810404,2081040401,1,1,1,4,3474,"3474","3666",1,"RE ATTENDENCES",1,,,,,,,,1,
208,208104,20810404,2081040401,2,1,2,4,2938,"2938","3009",1,"RE ATTENDENCES",,,,,,,,,1,
208,208104,20810404,2081040401,3,2,1,4,34,"34","34",2,,,,,,,,,,1,
208,208104,20810404,2081040401,4,2,2,4,61,"61","61",2,,,,,,,,,,1,
208,208104,20810404,2081040401,5,3,1,4,107,"107","107",2,,,,,,,,,,1,
208,208104,20810404,2081040401,6,3,2,4,109,"109","109",2,,,,,,,,,,1,
208,208107,20810713,2081071301,1,1,1,4,612,"612","752",1,"RE ATTENDENCES",1,3,4,1505,"1505",1505,2,,1,
208,208107,20810713,2081071301,2,1,2,4,774,"774","796",1,"RE ATTENDENCES",1,4,4,1363,"1363",1363,2,,1,
208,208107,20810713,2081071301,3,2,1,4,35,"34","34",2,,2,3,4,49,"49",49,2,,1,
208,208107,20810713,2081071301,4,2,2,4,41,"41","41",2,,2,4,4,31,"31",31,2,,1,
208,208107,20810713,2081071301,5,3,1,4,81,"81","81",2,,3,3,4,132,"132",132,2,,1,
208,208107,20810713,2081071301,6,3,2,4,53,"53","53",2,,3,4,4,316,"316",316,2,,1,
209,209201,20920101,2092010105,1,1,1,4,100,,"1006",2,,,,,,,,,,1,
209,209201,20920101,2092010105,2,2,1,4,8,,"08",2,,,,,,,,,,1,
209,209201,20920101,2092010105,3,3,1,4,54,,"54",2,,,,,,,,,,1,
209,209201,20920101,2092010105,4,1,2,4,139,,"1391",2,,,,,,,,,,1,
209,209201,20920101,2092010105,5,2,2,4,4,,"4",2,,,,,,,,,,1,
209,209201,20920101,2092010105,6,3,2,4,69,,"69",2,,,,,,,,,,1,
209,209201,20920101,2092010105,7,1,3,4,163,,"1633",2,,,,,,,,,,1,
209,209201,20920101,2092010105,8,2,3,4,2,,"2",2,,,,,,,,,,1,
209,209201,20920101,2092010105,9,3,3,4,79,,"79",2,,,,,,,,,,1,
209,209201,20920101,2092010105,10,1,4,4,122,,"1225",2,,,,,,,,,,1,
209,209201,20920101,2092010105,11,2,4,4,9,,"09",2,,,,,,,,,,1,
209,209201,20920101,2092010105,12,3,4,4,62,,"62",2,,,,,,,,,,1,
209,209201,20920104,2092010401,,,,,,,,,,,,,,,,,,3,"weekend"
210,210205,21020504,2102050401,1,1,1,4,481,,"481",2,,,,,,,,,,1,
210,210205,21020504,2102050401,1,1,1,4,481,,"481",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,2,2,1,4,60,,"60",2,,,,,,,,,,1,
210,210205,21020504,2102050401,2,2,1,4,60,,"60",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,3,3,1,4,74,,"74",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,3,3,1,4,74,,"74",2,,,,,,,,,,1,
210,210205,21020504,2102050401,4,1,2,4,986,,"986",2,,,,,,,,,,1,
210,210205,21020504,2102050401,4,1,2,4,986,,"986",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,5,2,2,4,82,,"82",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,5,2,2,4,82,,"82",2,,,,,,,,,,1,
210,210205,21020504,2102050401,6,3,2,4,75,,"75",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,6,3,2,4,75,,"75",2,,,,,,,,,,1,
210,210205,21020504,2102050401,7,1,3,4,343,,"343",2,,,,,,,,,,1,
210,210205,21020504,2102050401,7,1,3,4,343,,"343",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,8,2,3,4,67,,"67",2,,,,,,,,,,1,
210,210205,21020504,2102050401,8,2,3,4,67,,"67",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,9,3,3,4,66,,"66",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,9,3,3,4,66,,"66",2,,,,,,,,,,1,
210,210205,21020504,2102050401,10,1,4,4,167,,"1675",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,10,1,4,4,167,,"1675",2,,,,,,,,,,1,
210,210205,21020504,2102050401,11,2,4,4,50,,"50",2,,,,,,,,,,1,
210,210205,21020504,2102050401,11,2,4,4,50,,"50",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,12,3,4,4,66,,"66",2,,,,,,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,12,3,4,4,66,,"66",2,,,,,,,,,,1,
211,211101,21110105,2111010504,1,1,1,4,884,"884","884",2,,1,3,4,584,"584",584,2,,1,
211,211101,21110105,2111010504,2,1,2,4,697,"697","697",2,,1,4,4,774,"774",774,2,,1,
211,211101,21110105,2111010504,3,2,1,4,0,"0","0",2,,2,3,4,0,"0",0,2,,1,
211,211101,21110105,2111010504,4,2,2,4,0,"0","0",2,,2,4,4,0,"0",0,2,,1,
211,211101,21110105,2111010504,5,3,1,4,24,"24","24",2,,3,3,4,16,"16",16,2,,1,
211,211101,21110105,2111010504,6,3,2,4,26,"26","26",2,,3,4,4,27,"27",27,2,,1,
211,211103,21110303,2111030302,1,1,1,4,523,"523","532",2,,1,4,4,624,"624",624,2,,1,
211,211103,21110303,2111030302,2,1,2,4,673,"673","673",2,,1,1,5,748,"748",748,2,,1,
211,211103,21110303,2111030302,3,3,1,4,42,"42","42",2,,3,4,4,23,"23",23,2,,1,
211,211103,21110303,2111030302,4,3,2,4,27,"27","27",2,,3,1,5,35,"35",35,2,,1,
211,211106,21110603,2111060303,1,1,1,4,,,,,,1,3,4,711,"711",711,,,1,
211,211106,21110603,2111060303,2,1,2,4,1435,"1435","1435",2,,1,4,4,551,"551",551,2,,1,
211,211106,21110603,2111060303,3,2,1,4,0,"0","0",2,,3,3,4,19,"19",19,,,1,
211,211106,21110603,2111060303,4,2,2,4,0,"0","0",2,,3,4,4,16,"16",16,,,1,
211,211106,21110603,2111060303,5,3,1,4,16,"16","16",2,,,,,,,,,,1,
211,211106,21110603,2111060303,6,3,2,4,19,"19","19",2,,,,,,,,,,1,
212,212104,21210403,2121040306,1,1,1,4,1556,"1556","1556",2,,,,,,,,,,1,
212,212104,21210403,2121040306,2,2,1,4,33,"33","33",2,,,,,,,,,,1,
212,212104,21210403,2121040306,3,3,1,4,0,"0","0",2,,,,,,,,,,1,
212,212104,21210403,2121040306,4,1,2,4,2400,"2400","2400",2,,,,,,,,,,1,
212,212104,21210403,2121040306,5,2,2,4,8,"08","08",2,,,,,,,,,,1,
212,212104,21210403,2121040306,6,3,2,4,162,"162","162",2,,,,,,,,,,1,
212,212104,21210403,2121040306,7,1,3,4,2375,"2375","2375",2,,,,,,,,,,1,
212,212104,21210403,2121040306,8,2,3,4,35,"35","35",2,,,,,,,,,,1,
212,212104,21210403,2121040306,9,3,3,4,140,"140","140",2,,,,,,,,,,1,
212,212104,21210403,2121040306,10,1,4,4,1651,"1651","1651",2,,,,,,,,,,1,
212,212104,21210403,2121040306,11,2,4,4,38,"38","38",2,,,,,,,,,,1,
212,212104,21210403,2121040306,12,3,4,4,136,"136","136",2,,,,,,,,,,1,
212,212105,21210504,2121050407,1,1,1,4,1363,,"1363",2,,,,,,,,,,1,
212,212105,21210504,2121050407,2,2,1,4,20,,"20",2,,,,,,,,,,1,
212,212105,21210504,2121050407,3,3,1,4,25,,"25",2,,,,,,,,,,1,
212,212105,21210504,2121050407,4,1,2,4,1404,,"1404",2,,,,,,,,,,1,
212,212105,21210504,2121050407,5,2,2,4,12,,"12",2,,,,,,,,,,1,
212,212105,21210504,2121050407,6,3,2,4,68,,"68",2,,,,,,,,,,1,
212,212105,21210504,2121050407,7,1,3,4,2215,,"2215",2,,,,,,,,,,1,
212,212105,21210504,2121050407,8,2,3,4,15,,"15",2,,,,,,,,,,1,
212,212105,21210504,2121050407,9,3,3,4,51,,"51",2,,,,,,,,,,1,
212,212105,21210504,2121050407,10,1,4,4,1791,,"1791",2,,,,,,,,,,1,
212,212105,21210504,2121050407,11,2,4,4,1,,"01",2,,,,,,,,,,1,
212,212105,21210504,2121050407,12,3,4,4,32,,"32",2,,,,,,,,,,1,
212,212202,21220201,2122020101,1,1,1,4,,,,,,,,,,,,,,1,
212,212202,21220201,2122020101,2,2,1,4,,,,,,,,,,,,,,1,
212,212202,21220201,2122020101,3,3,1,4,,,,,,,,,,,,,,1,
212,212202,21220201,2122020101,4,1,2,4,,,,,,,,,,,,,,1,
212,212202,21220201,2122020101,5,2,2,4,,,,,,,,,,,,,,1,
212,212202,21220201,2122020101,6,3,2,4,,,,,,,,,,,,,,1,
212,212202,21220201,2122020101,7,1,3,4,,,,,,,,,,,,,,1,
212,212202,21220201,2122020101,8,2,3,4,,,,,,,,,,,,,,1,
212,212202,21220201,2122020101,9,3,3,4,,,,,,,,,,,,,,1,
212,212202,21220201,2122020101,10,1,4,4,,,,,,,,,,,,,,1,
212,212202,21220201,2122020101,11,2,4,4,,,,,,,,,,,,,,1,
212,212202,21220201,2122020101,12,3,4,4,,,,,,,,,,,,,,1,
212,212305,21230502,2123050204,1,1,1,4,2765,,"2765",2,,,,,,,,,,1,
212,212305,21230502,2123050204,2,2,1,4,54,,"54",2,,,,,,,,,,1,
212,212305,21230502,2123050204,3,3,1,4,0,,"00",2,,,,,,,,,,1,
212,212305,21230502,2123050204,4,1,2,4,2730,,"2730",2,,,,,,,,,,1,
212,212305,21230502,2123050204,5,2,2,4,88,,"88",2,,,,,,,,,,1,
212,212305,21230502,2123050204,6,3,2,4,77,,"77",2,,,,,,,,,,1,
212,212305,21230502,2123050204,7,1,3,4,115,,"1150",2,,,,,,,,,,1,
212,212305,21230502,2123050204,8,2,3,4,58,,"58",2,,,,,,,,,,1,
212,212305,21230502,2123050204,9,3,3,4,56,,"56",2,,,,,,,,,,1,
212,212305,21230502,2123050204,10,1,4,4,2614,,"2614",2,,,,,,,,,,1,
212,212305,21230502,2123050204,11,2,4,4,59,,"59",2,,,,,,,,,,1,
212,212305,21230502,2123050204,12,3,4,4,85,,"85",2,,,,,,,,,,1,
212,212311,21231101,2123110101,1,,,,,,,,,1,1,4,1064,,1060,1,,1,
212,212311,21231101,2123110101,2,,,,,,,,,2,1,4,6,,6,2,,1,
212,212311,21231101,2123110101,3,,,,,,,,,3,1,4,30,,30,2,,1,
212,212311,21231101,2123110101,4,,,,,,,,,1,2,4,1547,,1547,2,,1,
212,212311,21231101,2123110101,5,,,,,,,,,2,2,4,0,,0,2,,1,
212,212311,21231101,2123110101,6,,,,,,,,,3,2,4,32,,32,2,,1,
212,212311,21231101,2123110101,7,,,,,,,,,1,3,4,1335,,1335,2,,1,
212,212311,21231101,2123110101,8,,,,,,,,,2,3,4,0,,0,2,,1,
212,212311,21231101,2123110101,9,,,,,,,,,3,3,4,40,,40,2,,1,
212,212311,21231101,2123110101,10,,,,,,,,,1,4,4,,,2093,,,1,
212,212311,21231101,2123110101,11,,,,,,,,,2,4,4,,,2,,,1,
212,212311,21231101,2123110101,12,,,,,,,,,3,4,4,,,132,,,1,
214,214101,21410104,2141010403,,,,,,,,,,,,,,,,,,3,"They use a hospital called buloba st. francis hospital"
214,214101,21410106,2141010604,,,,,,,,,,,,,,,,,,3,"it''s a gorvenment hospital (st francis buluba hospital)"
214,214102,21410202,2141020206,1,1,3,4,1010,"1011","1011",1,,1,1,5,509,"509",509,1,,2,
214,214102,21410202,2141020206,2,2,3,4,16,"16","16",,,2,1,5,32,"32",32,1,,2,
214,214102,21410202,2141020206,3,3,3,4,73,"73","73",1,,3,1,5,161,"161",161,1,,2,
214,214102,21410202,2141020206,4,,,,,,,,,1,4,4,777,"777",777,1,,2,
214,214102,21410202,2141020206,5,,,,,,,,,2,4,4,30,"30",30,1,,2,
214,214102,21410202,2141020206,6,,,,,,,,,3,4,4,55,"55",55,1,,2,
214,214108,21410801,2141080105,,,,,,,,,,,,,,,,,,,
214,214113,21411301,2141130103,1,1,1,4,,"512",,,,1,1,5,676,"676",676,2,,2,
214,214113,21411301,2141130103,2,1,2,4,,"751",,,,2,1,5,15,"15",15,2,,2,
214,214113,21411301,2141130103,3,1,3,4,,"574",,,,3,1,5,25,"25",25,2,,2,
214,214113,21411301,2141130103,4,1,4,4,,"684",,1,,1,2,5,1189,"1189",1189,2,"GOOD",2,
214,214113,21411301,2141130103,5,2,1,4,,"15","13",1,"miss counting",2,2,5,11,"11",11,1,"GOOD RECORD KEEPIN",2,
214,214113,21411301,2141130103,6,2,2,4,,"21","18",1,"miss calculation",3,2,5,28,"28",28,2,"GOOD RESPONCE",2,
214,214113,21411301,2141130103,7,2,3,4,,"6","6",2,,,,,,,,,,2,
214,214113,21411301,2141130103,8,2,4,4,,"10","6",1,"miss calculation",,,,,,,,,2,
214,214113,21411301,2141130103,9,3,1,4,,"32","13",1,"miss calculation",,,,,,,,,2,
214,214113,21411301,2141130103,10,3,2,4,,"19","19",2,,,,,,,,,,2,
214,214113,21411301,2141130103,11,3,3,4,,"15","12",1,"miss calculation",,,,,,,,,2,
214,214113,21411301,2141130103,12,3,4,4,,"12","11",1,"miss calculation",,,,,,,,,2,
214,214113,21411303,2141130307,1,1,3,4,1024,"1024","1024",2,,1,4,4,1461,"1461",1487,1,,1,
214,214113,21411303,2141130307,1,1,3,4,1024,"1024","1024",2,,1,4,4,1461,"1461",1487,1,,,
214,214113,21411303,2141130307,2,2,3,4,6,"6","6",2,,2,4,4,23,"23",23,2,,1,
214,214113,21411303,2141130307,2,2,3,4,6,"6","6",2,,2,4,4,23,"23",23,2,,,
214,214113,21411303,2141130307,3,3,3,4,68,"68","68",2,,3,4,4,108,"108",108,2,,1,
214,214113,21411303,2141130307,3,3,3,4,68,"68","68",2,,3,4,4,108,"108",108,2,,,
214,214113,21411303,2141130307,4,,,,,,,,,1,2,4,1593,"1593",1605,1,,1,
214,214113,21411303,2141130307,4,,,,,,,,,1,2,4,1593,"1593",1605,1,,,
214,214113,21411303,2141130307,5,,,,,,,,,2,2,4,22,"22",22,2,,1,
214,214113,21411303,2141130307,5,,,,,,,,,2,2,4,22,"22",22,2,,,
214,214113,21411303,2141130307,6,,,,,,,,,3,2,4,19,"19",19,2,,1,
214,214113,21411303,2141130307,6,,,,,,,,,3,2,4,19,"19",19,2,,,
214,214113,21411303,2141130307,7,,,,,,,,,1,1,5,1107,"1107",1123,1,,,
214,214113,21411303,2141130307,7,,,,,,,,,1,1,5,1107,"1107",1123,1,,1,
214,214113,21411303,2141130307,8,,,,,,,,,2,1,5,3,"3",3,2,,,
214,214113,21411303,2141130307,8,,,,,,,,,2,1,5,3,"3",3,2,,1,
214,214113,21411303,2141130307,9,,,,,,,,,3,1,5,90,"90",90,2,,1,
214,214113,21411303,2141130307,9,,,,,,,,,3,1,5,90,"90",90,2,,,
215,215109,21510902,2151090208,1,1,1,4,,,"1485",,,,,,,,,,,1,
215,215109,21510902,2151090208,2,2,1,4,,,"2",,,,,,,,,,,1,
215,215109,21510902,2151090208,3,3,1,4,,,"36",,,,,,,,,,,1,
215,215109,21510902,2151090208,4,1,2,4,,,"1408",,,,,,,,,,,1,
215,215109,21510902,2151090208,5,2,2,4,,,"5",,,,,,,,,,,1,
215,215109,21510902,2151090208,6,3,2,4,,,"32",,,,,,,,,,,1,
215,215109,21510902,2151090208,7,1,3,4,,,"850",,,,,,,,,,,1,
215,215109,21510902,2151090208,8,2,3,4,,,"2",,,,,,,,,,,1,
215,215109,21510902,2151090208,9,3,3,4,,,"41",,,,,,,,,,,1,
215,215115,21511502,2151150202,1,,,,,,,,,1,1,4,1412,"1412",1412,2,,1,
215,215115,21511502,2151150202,2,,,,,,,,,2,1,4,43,"43",43,2,,1,
215,215115,21511502,2151150202,3,,,,,,,,,3,1,4,29,"29",29,2,,1,
215,215115,21511502,2151150202,4,,,,,,,,,1,2,4,1974,"1974",1974,2,,1,
215,215115,21511502,2151150202,5,,,,,,,,,2,2,4,37,"37",37,2,,1,
215,215115,21511502,2151150202,6,,,,,,,,,3,2,4,17,"17",17,2,,1,
215,215115,21511502,2151150202,7,,,,,,,,,1,3,4,2235,"2235",2235,2,,1,
215,215115,21511502,2151150202,8,,,,,,,,,2,3,4,35,"35",35,2,,1,
215,215115,21511502,2151150202,9,,,,,,,,,3,3,4,53,"53",53,2,,1,
215,215115,21511502,2151150202,10,,,,,,,,,1,4,4,2124,"2124",2124,2,,1,
215,215115,21511502,2151150202,11,,,,,,,,,2,4,4,31,"31",31,2,,1,
215,215115,21511502,2151150202,12,,,,,,,,,3,4,4,49,"49",49,2,,1,
215,215120,21512002,2151200204,1,1,1,4,,,"1019",,,,,,,,,,,1,
215,215120,21512002,2151200204,2,2,1,4,,,"70",,,,,,,,,,,1,
215,215120,21512002,2151200204,3,3,1,4,,,"104",,,,,,,,,,,1,
215,215120,21512002,2151200204,4,1,2,4,,,"1704",,,,,,,,,,,1,
215,215120,21512002,2151200204,5,2,2,4,,,"36",,,,,,,,,,,1,
215,215120,21512002,2151200204,6,3,2,4,,,"84",,,,,,,,,,,1,
215,215120,21512002,2151200204,7,1,3,4,,,"1352",,,,,,,,,,,1,
215,215120,21512002,2151200204,8,2,3,4,,,"53",,,,,,,,,,,1,
215,215120,21512002,2151200204,9,3,3,4,,,"135",,,,,,,,,,,1,
215,215120,21512002,2151200204,10,,,,,,"1368",,,,,,,,,,,1,
215,215120,21512002,2151200204,11,,,,,,"52",,,,,,,,,,,1,
215,215120,21512002,2151200204,12,,,,,,"118",,,,,,,,,,,1,
216,216202,21620203,2162020306,1,1,1,4,1207,"1207","2550",1,"RE ATTENDENCES",,,,,,,,,1,
216,216202,21620203,2162020306,1,1,1,4,1207,"1207","2550",1,"RE ATTENDENCES",,,,,,,,,1,
216,216202,21620203,2162020306,2,1,2,4,1486,"1486","3407",1,"RE ATTENDENCES",,,,,,,,,1,
216,216202,21620203,2162020306,2,1,2,4,1486,"1486","3407",1,"RE ATTENDENCES",,,,,,,,,1,
216,216202,21620203,2162020306,3,2,1,4,32,"32","32",2,,,,,,,,,,1,
216,216202,21620203,2162020306,3,2,1,4,32,"32","32",2,,,,,,,,,,1,
216,216202,21620203,2162020306,4,2,2,4,31,"31","31",2,,,,,,,,,,1,
216,216202,21620203,2162020306,4,2,2,4,31,"31","31",2,,,,,,,,,,1,
216,216202,21620203,2162020306,5,3,1,4,96,"96","96",2,,,,,,,,,,1,
216,216202,21620203,2162020306,5,3,1,4,96,"96","96",2,,,,,,,,,,1,
216,216202,21620203,2162020306,6,3,2,4,102,"102","102",2,,,,,,,,,,1,
216,216202,21620203,2162020306,6,3,2,4,102,"102","102",2,,,,,,,,,,1,
218,218103,21810302,2181030213,1,1,1,4,,,"32",,,,,,,,,,,1,
218,218103,21810302,2181030213,2,2,1,4,,,"0",2,,,,,,,,,,1,
218,218103,21810302,2181030213,3,3,1,4,,,"20",,,,,,,,,,,1,
218,218103,21810302,2181030213,4,1,2,4,,,"74",,,,,,,,,,,1,
218,218103,21810302,2181030213,5,2,2,4,,,"0",,,,,,,,,,,1,
218,218103,21810302,2181030213,6,3,2,4,,,"34",,,,,,,,,,,1,
218,218103,21810302,2181030213,7,1,3,4,,,"65",,,,,,,,,,,1,
218,218103,21810302,2181030213,8,2,3,4,,,"0",,,,,,,,,,,1,
218,218103,21810302,2181030213,9,3,3,4,,,"11",,,,,,,,,,,1,
218,218103,21810302,2181030213,10,1,4,4,,,"32",,,,,,,,,,,1,
218,218103,21810302,2181030213,11,2,4,4,,,"0",,,,,,,,,,,1,
218,218103,21810302,2181030213,12,3,4,4,,,"26",,,,,,,,,,,1,
218,218115,21811504,2181150401,1,1,1,4,277,,"277",2,,,,,,,,,,1,
218,218115,21811504,2181150401,2,2,1,4,33,,"33",2,,,,,,,,,,1,
218,218115,21811504,2181150401,3,3,1,4,49,,"49",2,,,,,,,,,,1,
218,218115,21811504,2181150401,4,1,2,4,952,,"952",2,,,,,,,,,,1,
218,218115,21811504,2181150401,5,2,2,4,39,,"39",2,,,,,,,,,,1,
218,218115,21811504,2181150401,6,3,2,4,53,,"53",2,,,,,,,,,,1,
218,218115,21811504,2181150401,7,1,3,4,1343,,"1343",2,,,,,,,,,,1,
218,218115,21811504,2181150401,8,2,3,4,33,,"33",2,,,,,,,,,,1,
218,218115,21811504,2181150401,9,3,3,4,54,,"54",2,,,,,,,,,,1,
218,218115,21811504,2181150401,10,1,4,4,1778,,"1778",2,,,,,,,,,,1,
218,218115,21811504,2181150401,11,2,4,4,30,,"30",2,,,,,,,,,,1,
218,218115,21811504,2181150401,12,3,4,4,73,,"73",2,,,,,,,,,,1,
219,219103,21910313,2191031301,1,1,1,4,1191,"1191","1191",2,,1,3,4,1447,"1447",1983,1,,1,
219,219103,21910313,2191031301,2,1,2,4,1820,"1820","2492",1,"REATTENDECES",2,3,4,73,"73",73,2,,1,
219,219103,21910313,2191031301,3,2,1,4,45,"45","45",2,,3,3,4,68,"68",68,2,,1,
219,219103,21910313,2191031301,4,2,2,4,61,"61","61",2,,1,4,4,1398,"1398",1663,1,,1,
219,219103,21910313,2191031301,5,3,1,4,33,"33","33",2,,2,4,4,47,,,,,1,
219,219103,21910313,2191031301,6,3,2,4,172,"172","172",2,,3,4,,72,,,,,1,
219,219103,21910317,2191031702,1,1,1,4,1191,"1191","1191",2,,,,,,,,,,1,
219,219103,21910317,2191031702,1,1,1,4,1191,"1191","1191",2,,,,,,,,,,1,
219,219103,21910317,2191031702,2,1,2,4,1820,"1820","2492",1,"RE ATTENDENCE",,,,,,,,,1,
219,219103,21910317,2191031702,2,1,2,4,1820,"1820","2492",1,"RE ATTENDENCE",,,,,,,,,1,
219,219103,21910317,2191031702,3,2,1,4,45,"45","45",2,,,,,,,,,,1,
219,219103,21910317,2191031702,3,2,1,4,45,"45","45",2,,,,,,,,,,1,
219,219103,21910317,2191031702,4,2,2,4,61,"61","61",2,,,,,,,,,,1,
219,219103,21910317,2191031702,4,2,2,4,61,"61","61",2,,,,,,,,,,1,
219,219103,21910317,2191031702,5,3,1,4,33,"33","33",2,,,,,,,,,,1,
219,219103,21910317,2191031702,5,3,1,4,33,"33","33",2,,,,,,,,,,1,
219,219103,21910317,2191031702,6,3,2,4,172,"172","172",2,,,,,,,,,,1,
219,219103,21910317,2191031702,6,3,2,4,172,"172","172",2,,,,,,,,,,1,
221,221109,22110902,2211090203,1,1,1,4,1031,,"1031",2,,,,,,,,,,1,
221,221109,22110902,2211090203,2,2,1,4,72,,"72",2,,,,,,,,,,1,
221,221109,22110902,2211090203,3,3,1,4,48,,"48",2,,,,,,,,,,1,
221,221109,22110902,2211090203,4,1,2,4,2207,,"2207",2,,,,,,,,,,1,
221,221109,22110902,2211090203,5,2,2,4,84,,"84",2,,,,,,,,,,1,
221,221109,22110902,2211090203,6,3,2,4,70,,"70",2,,,,,,,,,,1,
221,221109,22110902,2211090203,7,1,3,4,1431,,"1431",2,,,,,,,,,,1,
221,221109,22110902,2211090203,8,2,3,4,101,,"101",2,,,,,,,,,,1,
221,221109,22110902,2211090203,9,3,3,4,76,,"76",2,,,,,,,,,,1,
221,221109,22110902,2211090203,10,1,4,4,1544,,"1544",2,,,,,,,,,,1,
221,221109,22110902,2211090203,11,2,4,4,100,,"100",2,,,,,,,,,,1,
221,221109,22110902,2211090203,12,3,4,4,119,,"119",2,,,,,,,,,,1,
221,221109,22110905,2211090505,1,1,1,4,,,"330",,,,,,,,,,,1,
221,221109,22110905,2211090505,2,2,1,4,,,"0",,,,,,,,,,,1,
221,221109,22110905,2211090505,3,3,1,4,,,"13",,,,,,,,,,,1,
221,221109,22110905,2211090505,4,1,2,4,,,"364",,,,,,,,,,,1,
221,221109,22110905,2211090505,5,2,2,4,,,"0",,,,,,,,,,,1,
221,221109,22110905,2211090505,6,3,2,4,,,"11",,,,,,,,,,,1,
221,221109,22110905,2211090505,7,1,3,4,,,"696",,,,,,,,,,,1,
221,221109,22110905,2211090505,8,2,3,4,,,"0",,,,,,,,,,,1,
221,221109,22110905,2211090505,9,3,3,4,,,"25",,,,,,,,,,,1,
221,221109,22110905,2211090505,10,1,4,4,,,"628",,,,,,,,,,,1,
221,221109,22110905,2211090505,11,2,4,4,,,"0",,,,,,,,,,,1,
221,221109,22110905,2211090505,12,3,4,4,,,"17",,,,,,,,,,,1,
